,headline,date,snippet,source
102,Albemarle touts new project to boost its Chilean lithium output by 30 percent,09/05/2019,"By Ernest Scheyder(Reuters) - Albemarle Corp said on Thursday collects annually from Albemarle, due to concerns about Atacama water",reuters
103,Albemarle says new technology will boost Chilean lithium output by 30 percent,09/05/2019,May 9 (Reuters) - Albemarle Corp said on Thursday itis moving,reuters
104,Albemarle's lithium sales drop after Chilean rains,08/05/2019,"By Ernest Scheyder(Reuters) - Albemarle Corp, the world's largest grows about short-term demand for the metal. Albemarle posted first",reuters
105,"Albemarle first-quarter profit rises, but lithium sales slip",08/05/2019,"May 8 (Reuters) - Albemarle Corp, the world'slargest producer, or$1.18, in the year-ago period. Albemarle confirmed its 2019sales",reuters
106,Royalties for lithium to be set case by case in Chile: minister,30/04/2019,and Albemarle in previous years that set a sliding scale for royalties,reuters
107,Royalties for lithium to be set case by case in Chile -minister,30/04/2019,minersSQM and Albemarle in previous years that set asliding scale,reuters
108,China's Tianqi taps 'safe choices' for board of top lithium miner SQM,17/04/2019,"by the U.S.-based Albemarle, now the world's top lithium producer to top competitor Albemarle. Tianqi and Albemarle together",reuters
109,"China's Tianqi Lithium to nominate two Chileans, U.S. executive to SQM board",17/04/2019,"executive who once worked for Rockwood Holdings, now Albemarle,SQM's top",reuters
110,"China's General Lithium to launch 60,000 T spodumene converter by end-2020",12/04/2019,"mine in Australia, a joint venture between Tianqiand Albemarle Corp",reuters
111,CRU-CESCO-Copper industry to see more disruptions in 2019 -Antofagasta CEO,12/04/2019,"theAtacama salt flat, home to top lithium producers SQMand Albemarle",reuters
112,Exclusive: United States sets sights on China in new electric vehicle push,05/04/2019,"topics. Albemarle Corp and Livent Corp, two U.S.-based companies that mine it is eyeing expansion opportunities.Albemarle, which operates the only",reuters
113,Factbox: Who are PG&E's new directors?,03/04/2019,- Alejandro Wolff is a director of Albemarle Corp and a former U.S,reuters
114,Chile launches tender for value-added lithium projects,25/03/2019,"Albemarle, for a total investment of $754 million.Those projects, delayed by a dispute between Corfo and Albemarle over pricing, began",reuters
115,Miner Antofagasta expects water agreement with BHP for Zaldivar mine-media,22/03/2019,lithium producers SQM and Albemarle.Chilean regulators last year,reuters
116,SQM receives Chile's approval for lithium plant expansion,14/03/2019,point for the expansion plans of both SQM and top competitor Albemarle,reuters
117,"Ford chairman praises CEO, mulls lithium venture",12/03/2019,","" Ford said, without mentioning a specific company. Albemarle Corp",reuters
118,RPT-INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,SQM and Albemarle.Authorities are weighing water conservation measures,reuters
119,Codelco's lithium push fades in favor of copper,05/03/2019,producers SQM and Albemarle. Authorities are weighing water conservation,reuters
120,INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,producers SQM and Albemarle.Authorities are weighing water,reuters
121,"REFILE-EMERGING MARKETS-Latam FX softer, real drops on caution about pension reform",21/02/2019,lithium miner Albemarle provided a bullish outlook for 2019,reuters
122,Albemarle bullish on lithium outlook after fourth-quarter profit,20/02/2019,"(Reuters) - Albemarle Corp, the world's largest lithium producer.""Albemarle said it expects 2019 sales of $3.65 billion to $3.85 billion. Its",reuters
123,Albemarle swings to quarterly profit on rising lithium sales,20/02/2019,"Feb 20 (Reuters) - Albemarle Corp, the world'slargest lithium",reuters
124,Livent's lithium woes in China cloud industry outlook,12/02/2019,"Rivals Albemarle Corp, SQM and Orocobre Ltd - all of which sell",reuters
125,Chile strikes deal with lithium miner Albemarle in contract dispute,24/01/2019,"lithium miner, Albemarle Corp, to resolve a contract dispute and would that requires Albemarle to provide as much as 25 percent of its annual",reuters
126,Potential Berkshire U.S. lithium project faces uphill road,22/01/2019,producers Albemarle Corp and SQM.A project of such magnitude could,reuters
127,Exclusive: Chile nuclear watchdog weighs probe into fraud over lithium exports - documents,15/01/2019,of the sales of the world's top lithium producers Albemarle Corp. Albemarle's shares sank around 4 percent on Tuesday following the Reuters,reuters
128,EXCLUSIVE-Chile nuclear watchdog weighs probe into fraud over lithium exports -documents,15/01/2019,lithium producersAlbemarle Corp and SQM between1984 and 2015 of lithium.Albemarle's shares sank around 4 percent on Tuesdayfollowing,reuters
129,"EXPLAINER-SQM and Chile reach lithium deal, but Atacama water woes continue",09/01/2019,"ofproduction.The world's top lithium miners, SQM and Albemarle Corp, share by lithium miners. Both Albemarle and SQM sayapproved expansions",reuters
130,"EMERGING MARKETS-Latam currencies mixed, Brazil stocks retreat from record highs",07/01/2019,from lithium producers Albemarle and SQMas statistics showed Chile's,reuters
131,Chile okays lithium miner SQM's plan to remedy water violations,07/01/2019,and rival Albemarle have each staked much of their future production,reuters
132,Chile okays lithium producer SQM's plan to remedy water violations,07/01/2019,"the salt flat.Atacama, home to top lithium producers SQM andAlbemarle",reuters
133,"Chilean lithium exports continue rise, to $949 mln in 2018 - central bank",07/01/2019,reserves.Top lithium producers Albemarle and SQM have both signeddeals,reuters
134,Friday Morning Briefing,28/12/2018,"announced arbitration with Albemarle, the world’s top lithium producer",reuters
135,Exclusive: Chile to delay arbitration with top lithium producer Albemarle,27/12/2018,a previously announced arbitration with Albemarle Corp  had agreed to provide as much as 25 percent of its,reuters
136,Russia's Rosatom tells Chile it can help boost lithium output,27/12/2018,"be willing to introduce it for projects operated by SQM, Albemarle filings.SQM and Albemarle, which operate in Chile's lithium-rich Atacama",reuters
137,Orocobre price warning drags down lithium stocks,20/12/2018,lower. Shares of Albemarle Corp - the world's largest lithium,reuters
138,Australian shares edge lower as financials drag; NZ down,16/12/2018,"-based Albemarlefor $1.15 billion.""Overall we are looking at a negative",reuters
139,Albemarle closes $1.15 billion deal for Australian lithium joint venture,14/12/2018,(Reuters) - Albemarle Corp said on Friday it had finalized.-based Albemarle a 50 percent stake in Mineral Resource's Wodgina,reuters
140,Albemarle closes $1.15 bln deal for Australian lithium joint venture,14/12/2018,Dec 14 (Reuters) - Albemarle Corp said on Friday ithad finalized U.S.-basedAlbemarle a 50 percent stake in Mineral Resource's Wodgina,reuters
141,Mineral Resources and Albemarle agree $1.15 billion lithium deal,14/12/2018,"joint venture with U.S.-based Albemarle Corp for $1.15 billion.The deal allows Albemarle Corp, the world's top lithium producer, to expand",reuters
142,Mineral Resources and Albemarle agree $1.15 bln lithium deal,14/12/2018,"a lithium joint venture with U.S.-basedAlbemarle Corp for $1.15 billion.The deal allows Albemarle Corp, the world's top lithiumproducer",reuters
143,Exclusive: Albemarle pushes Chile to reverse lithium quota decision - filings,06/12/2018,SANTIAGO/HOUSTON (Reuters) - Albemarle Corp  has.The behind-the-scenes moves come even as Albemarle has publicly,reuters
144,METALS-Shanghai copper drops for fourth day as trade worries persist,06/12/2018,* Lithium: Albemarle Corp has launched an aggressivelobbying campaign,reuters
145,Tianqi buys stake in lithium miner SQM from Nutrien for $4.1 billion,03/12/2018,"competitor, No. 1 lithium producer Albemarle Corp ",reuters
146,Nutrien to auction stake in lithium miner SQM for over $4 billion,03/12/2018,"Albemarle Corp in Australia, where they own theworld's biggest",reuters
147,Nutrien to auction stake in lithium miner SQM on December 3,28/11/2018,"producer Albemarle Corp in Australia, where they own the world's",reuters
148,Albemarle to respect outcome of Chile lithium arbitration -executive,28/11/2018,"Nov 28 (Reuters) - Albemarle Corp will respect theoutcome month. EricNorris, Albemarle's lithium division president, said",reuters
149,METALS-London copper falls for 3rd day after Trump tariff threat,26/11/2018,an arbitration suitagainst lithium miner Albemarle by Dec. 15,reuters
150,Chile to file arbitration suit against lithium miner Albemarle by Dec. 15,26/11/2018,an arbitration suit against lithium miner Albemarle by Dec. 15 Albemarle must provide as much as 25 percent of its annual production,reuters
151,Chile to file arbitration suit against lithium miner Albemarle by Dec 15 - Corfo vp,26/11/2018,"an arbitration suit against lithium miner Albemarle by December15, the Chilean Albemarle had to provide asmuch as 25 percent of its annual production",reuters
152,SQM's lithium sales volumes drop 27 pct after production delay,22/11/2018,it will overtake competitor Albemarle Corpas the world's top producer of lithium by 2022.Both SQM and Albemarle are preparing to ramp up,reuters
153,"Australia, NZ shares end higher; global growth worries persist",22/11/2018,"on the benchmark, surging 26.6 percent after Albemarle Corp, the world's top",reuters
154,Albemarle boosts lithium supply with $1.2 billion Australian deal,22/11/2018,"By Melanie BurtonMELBOURNE (Reuters) - Albemarle Corp, the world's regulators rejected plans to expand its operations in Chile.Albemarle",reuters
155,Albemarle shores up lithium supply with $1.2 bln Australian deal,21/11/2018,"MELBOURNE, Nov 22 (Reuters) - Albemarle Corp, theworld's top lithium rejected plans to expand itsoperations in Chile.Albemarle will take a 50",reuters
156,"Australia, NZ shares bounce from recent sell-offs; mood still cautious",21/11/2018,sella 50 percent stake in its lithium project to Albemarle Corp,reuters
157,Chilean regulators reject Albemarle's plans to boost lithium output,13/11/2018,"regulators have rejected plans by Albemarle Corp, the world's top lithium said in a resolution on Monday that Albemarle's environmental impact",reuters
158,"Standard Lithium, Lanxess mull Arkansas lithium joint venture",12/11/2018,for the joint venture to commercially develop the lithium project.Albemarle,reuters
159,Albemarle freezes Chile expansion plans in wake of lithium tech scrutiny,08/11/2018,Nov 8 (Reuters) - Albemarle Corp's chief executiveofficer.Albemarle said it will stop engineering work on its plannedLa Negra V,reuters
160,Albemarle profit rise beats forecasts on lithium price hikes,07/11/2018,By Ernest Scheyder(Reuters) - Albemarle Corp  has,reuters
161,Albemarle quarterly profit up 9 pct on lithium price hikes,07/11/2018,"Nov 7 (Reuters) - Albemarle Corp, the world'slargest lithium share, in the year-ago period.Albemarle confirmed its full-year 2018",reuters
162,Albemarle's claim to unique lithium technology draws scrutiny,07/11/2018,(Reuters) - Albemarle Corp's  claim to have developed. The development could help Albemarle cement its position as the world's,reuters
163,Chilean court rejects lawsuit to block SQM stake sale to Tianqi,25/10/2018,"Lithium, a joint venture with No. 1 lithium producer Albemarle",reuters
164,A water fight in Chile's Atacama raises questions over lithium mining,19/10/2018,"-based Albemarle Corp and Chile's SQM operate just 3 miles (5 km) apart of that agreement,” which ends in 2043, Albemarle CEO Luke Kissam",reuters
165,INSIGHT-A water fight in Chile's Atacama raises questions over lithium mining,18/10/2018,", the world's driest desert.U.S.-based Albemarle Corp and Chile's SQM operate and throughout the term of that agreement,”which ends in 2043, Albemarle CEO",reuters
166,Chile to seek international arbitration over Albemarle contract,17/10/2018,"of lithium miner Albemarle Corp to adhere to the terms of a contract drawn up in 2016. Under the contract, U.S.-based Albemarle had",reuters
167,Chilean gov't to seek international arbitration over Albemarle contract,17/10/2018,was the failure of lithium miner Albemarle Corpto adhere to the terms Albemarle had failedto reply to an agreement to supply a preferential,reuters
168,"RPT-EXPLAINER-What's next as Tianqi, SQM face off in Chile court",13/10/2018,"in a joint venture with No. 1 lithiumproducer Albemarle Corp would allow Albemarle, a close neighbor inChile's lithium-rich Salar de",reuters
169,"Explainer: What's next as Tianqi, SQM face off in Chile court",12/10/2018,"lithium producer Albemarle Corp in Australia, where together they own concerned that Tianqi's relationship would allow Albemarle, a close",reuters
170,"EXPLAINER-What's next as Tianqi, SQM face off in Chile court",12/10/2018,"Albemarle Corp in Australia, where togetherthey own the world's biggest thatTianqi's relationship would allow Albemarle, a close neighbor inChile's",reuters
171,Chilean court freezes sale of stake in lithium giant SQM to Tianqi,11/10/2018,"with No. 1 lithium producer Albemarle Corp in Australia, where they own, lithium-related deal struck with either SQM or Albemarle.Chile's",reuters
172,"Livent drops in IPO on lithium concerns, CEO sees spiking demand",11/10/2018,said.Livent's IPO is being watched by rival Albemarle Corp,reuters
173,SQM controlling shareholder moves to block stake sale to China's Tianqi,10/10/2018,"lithium producer Albemarle.Prior to its approval, SQM had objected",reuters
174,Chile studying possible lithium trade on LME -mines minister,10/10/2018,by the stateand its sole miners are SQM and Albemarle.The Chilean state,reuters
175,Albemarle shares drop after Chile rejects hike in lithium quota,08/10/2018,) - Shares of Albemarle Corp  fell as much as 2.3 percent Albemarle's March request to increase its quota to sell lithium products,reuters
176,Albemarle shares drop after media report on Chile lithium quota,08/10/2018,"Oct 8 (Reuters) - Shares of Albemarle Corp fell morethan 2 percent) refused toboost Albemarle’s production quota, even after",reuters
177,Chile regulator refuses to raise Albemarle lithium output quota: newspaper,06/10/2018,"Albemarle Corp, which had already gotten approval for an increase from a request from Albemarle ""for an increase of 258,446 metric tons",reuters
178,Chile regulator refuses to raise Albemarle lithium output quota -newspaper,06/10/2018,"Albemarle Corp, which had already gottenapproval for an increase from.Following a request from Albemarle ""for an increase of258,446 metric",reuters
179,"China's Tianqi can buy stake in lithium firm SQM, rules Chile court",04/10/2018,"or rival Albemarle.In a statement, Tianqi said the deal ensured",reuters
180,REFILE-Chile weighs arbitration with top lithium producer Albemarle,03/10/2018,"within a week whether to take top producerAlbemarle Corp to arbitration, said Albemarle has failed to reply to questionsabout a contract",reuters
181,"METALS-Shanghai aluminium slips, heads for worst month since March",27/09/2018,"* LITHIUM: Albemarle Corp, the world's largestlithium producer, aims",reuters
182,Albemarle eyes future as pure-play lithium market leader,27/09/2018,"By Ernest ScheyderSept 27 (Reuters) - Albemarle Corp, the world's.Albemarle's lithium earnings have jumped nearly six-foldsince 2014 to more",reuters
183,Foreign-backed miner hopes to begin Chilean lithium project in 2020,27/09/2018,with localminers SQM and Albemarle in order to offer apreferential,reuters
184,Solid demand to underpin lithium as price slides in 2018,17/09/2018,"://reut.rs/2NMny9dShares in lithium producers such as Albemarle and SQM in Albemarle and SQM, which together churn out 37 percent of the world's",reuters
185,GRAPHIC-Solid demand to underpin lithium as price slides in 2018,17/09/2018,"in lithium producers such as Albemarle andSQM,, and Japan's Jiangxi licences.Shares in Albemarle and SQM, which together churn out 37",reuters
186,"Chilean lawmakers study extra tax for copper, lithium mines",14/09/2018,"Plc, Anglo American Plc,Antofagasta Plc, SQM SA and Albemarle Corp",reuters
187,Chile's lithium miner SQM asks court to reject Tianqi agreement,13/09/2018,witheither SQM or top-competitor Albemarle.The FNE said it believed,reuters
188,Chilean regulator says agreement reached with Tianqi on SQM stake sale,08/09/2018,"Albemarle.""The measures agreed uponare intended to limit Tianqi's access",reuters
189,Exclusive: Lithium producer Albemarle eyes buying rival if IPO stumbles - source,05/09/2018,By Ernest Scheyder(Reuters) - Albemarle Corp  seeks to tap,reuters
190,RPT-FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,") - As global demand for lithium hitsoverdrive, Albemarle Corp storage and increase a battery's charge,shaping Albemarle's strategy",reuters
191,Inside Albemarle's quest to reinvent the lithium market,30/08/2018,"overdrive, Albemarle Corp is investing millions of dollars to engineer, shaping Albemarle's strategy, according to sources and documents",reuters
192,FOCUS-Inside Albemarle's quest to reinvent the lithium market,30/08/2018,"hitsoverdrive, Albemarle Corp is investing millions ofdollars charge,shaping Albemarle's strategy, according to sources",reuters
193,"In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,the operations of top lithium producers SQM and Albemarle that would allow the government to further restrict water use there.SQM and Albemarle,reuters
194,"REFILE-In Chilean desert, global thirst for lithium is fueling a 'water war'",29/08/2018,of top lithium producers SQM andAlbemarle that would allow the government to further restrictwater use there.SQM and Albemarle say they have,reuters
195,POSCO buys lithium mining rights in Argentina from Australia's Galaxy,27/08/2018,Lithium and Albemarle Corp have mixed views on the outlook for near,reuters
196,Chile's SQM expects lithium prices to dip in second half,24/08/2018,"rival Albemarle operate, along with major coppermines.Solminihac said that it would overtake Albemarleas the world's top producer of lithium by 2022",reuters
197,Exclusive: Chile says to clamp down on water rights in lithium-rich Salar de Atacama,23/08/2018,"Albemarle and SQM , the head of the country's water, adjacent to the operations of SQM and Albemarle.""Once we've created",reuters
198,"Peru president expects lithium, uranium mining laws passed in 6 months",10/08/2018,"Albemarle Corp, to Peru.Vizcarra, a former governor of a small copper",reuters
199,Chile's SQM says to overtake Albemarle as world's top lithium producer by 2022,08/08/2018,on Wednesday it would overtake competitor Albemarle as the world's top to 28 percent of the world's total versus the U.S.-based Albemarle's 16,reuters
200,Albemarle boosts stock buyback to $500 million; shares jump,08/08/2018,"By Ernest Scheyder(Reuters) - Albemarle Corp, the world's largest a day after Albemarle reported that its quarterly earnings had",reuters
201,Albemarle quarterly profit nearly triples on strong lithium sales,07/08/2018,"(Reuters) - Albemarle Corp, the world's largest producer of lithium cents per share, in the year-ago quarter.For the full year, Albemarle",reuters
202,Chile lithium exports more than double in July from previous year,07/08/2018,"of the year, according to the bank's data.Top lithium producers Albemarle",reuters
203,Battery boom skeptics seen driving short holdings in lithium miners,03/08/2018,"in lithium miners SQM, Albemarle, Galaxy and Orocobre has ballooned. (Graphic: Short holdings in Albemarle double - https://reut.rs",reuters
204,GRAPHIC-Battery boom sceptics seen driving short holdings in lithium miners,03/08/2018,"of shares inlithium miners SQM, Albemarle, Galaxyand Orocobre has ballooned positions in New York-listedAlbemarle totalling around $1 billion.""Galaxy",reuters
205,FMC says lithium pricing rising on strong electric car demand,02/08/2018,"FMC, like competitor AlbemarleCorp, has annual contracts",reuters
206,Chile says lithium miner Albemarle slow to respond on contract details,30/07/2018,government said on Monday that lithium miner Albemarle had been slow.The contract allows Albemarle to produce lithium on land owned,reuters
207,CORRECTED-CEO of Chilean lithium miner SQM resigns,26/07/2018,lithium mining in Chile.U.S. firm Albemarle Corp said John Mitchell,reuters
208,CORRECTED-Outgoing Albemarle executive to join Chilean cobalt miner,26/07/2018,"said on Wednesday that it hired outgoing AlbemarleCorp executive John Albemarle's lithium business since2015, will join Genlith's Chilean",reuters
209,Tianqi board backs major expansion at Australian lithium mine,25/07/2018,"-based Albemarle Corp, said on Wednesday that work on the expansion percent by Albemarle, holds the lithium rights.GAM fears",reuters
210,Exclusive: Albemarle lithium chief to exit at end of July - memo,24/07/2018,By Ernest Scheyder(Reuters) - The Albemarle Corp executive. Mitchell did not immediately respond to a request for comment.Albemarle,reuters
211,Fiat Chrysler loses another executive after Marchionne illness,23/07/2018,"investment officer at London-based Albemarle Asset Management. ""We",reuters
212,Fiat Chrysler names Jeep boss to replace stricken CEO Marchionne,21/07/2018,"investment officer at London-based Albemarle Asset Management, said",reuters
213,Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"the expansive Salar de Atacama, where top lithium producers Albemarle",reuters
214,CORRECTED-Foreign-backed miner drops lawsuit against Chile for control of lithium deposit,10/07/2018,"Atacama, where top lithiumproducers Albemarle and Chile's SQMrule",reuters
215,Tantalum miner threatens expansion at Australia's biggest lithium mine,25/06/2018,"Lithium, and U.S.-based Albemarle Corp, owns only the lithium rights at Greenbushes. Tianqi and Albemarle hold 51 percent and 49 percent",reuters
216,Tantalum producer Global Advanced Metals says trial dates with Talison Lithium set,24/06/2018,"Albemarle Corp hold 51percent and 49 percent of Talison, respectively",reuters
217,"U.S. electric car sector, wary of China, seeks more domestic lithium",12/06/2018,"The company declined to be identified.Albemarle Corp, the world's",reuters
218,Chile creates committee to oversee lithium contracts,11/06/2018,"miner SQM and U.S.-based Albemarle Corp., deals that are key Corfo has with SQM  and Albemarle Corp",reuters
219,Chile high court declines to weigh in on lithium spat at Maricunga,23/05/2018,"innorthern Chile, home to top lithium producers Albemarleand SQM , but Salar",reuters
220,RPT-CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme",reuters
221,Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,"the expansive Salar de Atacama, where top lithium producers Albemarle",reuters
222,CORRECTED-Private firm takes on Codelco for control of Chile lithium deposit,15/05/2018,", where top lithiumproducers Albemarle and Chile's SQMrule supreme",reuters
223,BRIEF-Albemarle Says Entered Agreements Relating To An Uncollared Accelerated Share Repurchase Program,14/05/2018,"May 14 (Reuters) - Albemarle Corp:* ALBEMARLE CORP - ON MAY 11 REPURCHASE PROGRAM - SEC FILING* ALBEMARLE - PURSUANT TO TERMS, WILL PURCHASE",reuters
224,BRIEF-Albemarle new brine extraction technology on track - CEO,10/05/2018,May 10 (Reuters) - Albemarle Corp:* ALBEMARLE SEES INCREASE IN SOLID,reuters
225,BRIEF-Albemarle lithium customers push for longer contracts - CEO,10/05/2018,May 10 (Reuters) - Albemarle Corp:* ALBEMARLE CORP CONTINUES TO SEE KISSAM* ALBEMARLE LITHIUM EXPANSION PLAN NOT ABOUT MARKET SHAREGAIN,reuters
226,BRIEF-Albemarle Reports Q1 EPS $1.18,09/05/2018,May 9 (Reuters) - Albemarle Corp:* ALBEMARLE CONTINUES DOUBLE DIGIT,reuters
227,BRIEF-Albemarle And Dupont Announce Collaboration In Hydroprocessing,24/04/2018,"April 24 (Reuters) - Albemarle Corp:* ALBEMARLE AND DUPONT ANNOUNCE COLLABORATION INHYDROPROCESSING* ALBEMARLE - CO, DUPONT ANNOUNCE",reuters
228,BRIEF-Albemarle Declares Force Majeure On Shortage Of Key Raw Materials In Urethane Supply Chain,19/04/2018,April 19 (Reuters) - Albemarle Corp:* ALBEMARLE DECLARES FORCE* ALBEMARLE CORP - DOES NOT EXPECT FORCE MAJEURE TO AFFECTPREVIOUSLY,reuters
229,BRIEF-Albemarle Corp Announces Appointment Of Glen Merfeld As Chief Technology Officer For Lithium Business,16/04/2018,April 16 (Reuters) - Albemarle Corp:* ALBEMARLE CORPORATION,reuters
230,China's Tianqi alleged errors in Chile effort to block SQM stake - papers,07/04/2018,"after Albemarle , would control 70 percent of the world",reuters
231,"As China ties up global lithium, Asian rivals must bet big on South America",06/04/2018,"Albemarle , the country's two biggest producers. ""Why stick production quotas for SQM and Albemarle and more recently, state miner Codelco",reuters
232,China miner Tianqi meets with Chilean anti-trust prosecutor on SQM,04/04/2018,"-based Albemarle Corp, would control 70 percent of the global lithium",reuters
233,BRIEF-Albemarle Completes Sale Of Portion Of Performance Catalysts Solutions To W. R. Grace & Co,03/04/2018,April 4 (Reuters) - Albemarle Corp:* ALBEMARLE COMPLETES SALE,reuters
234,BRIEF-Albemarle Corp Says CEO Luther Kissam's FY 2017 Total Compensation Was $8.5 Mln,28/03/2018,March 28 (Reuters) - Albemarle Corp:* ALBEMARLE CORP SAYS CEO LUTHER,reuters
235,RPT-Tiny Chilean regulator thrust into global lithium battle,21/03/2018,"lithiumproducer after U.S.-based Albemarle Corp, would control70",reuters
236,Tiny Chilean regulator thrust into global lithium battle,20/03/2018,"-based Albemarle Corp, would control 70 percent of the global lithium",reuters
237,New Chile govt undecided on blocking SQM sale to China firms -official,16/03/2018,"-biggest lithium producer afterU.S.-based Albemarle Corp, would",reuters
238,RPT-EXPLAINER-Chile attempts to block China from prize lithium asset,14/03/2018,", the world's second biggest lithiumproducer after U.S.-based Albemarle venture with Albemarle in Australia where they ownthe world's biggest",reuters
239,Explainer: Chile attempts to block China from prize lithium asset,13/03/2018,"producer after U.S.-based Albemarle Corp, would control 70 percent it controls, is also in a joint venture with Albemarle in Australia",reuters
240,EXPLAINER-Chile attempts to block China from prize lithium asset,13/03/2018,"U.S.-based Albemarle Corp, would control70 percent of the global, is alsoin a joint venture with Albemarle in Australia where",reuters
241,BRIEF-Albemarle Receives Increase In Lithium Quota For Chile Operations,09/03/2018,March 9 (Reuters) - Albemarle Corp:* ALBEMARLE CORPORATION RECEIVES INCREASE IN LITHIUM QUOTAFORCHILE OPERATIONS* ALBEMARLE - CHILE'S,reuters
242,Chile approves increase in lithium quota for Albemarle,09/03/2018,"in U.S. miner Albemarle Corp's annual lithiumproduction limit of 60,000 to 80,000 tonnes peryear.Albemarle asked for the increase",reuters
243,BRIEF-Albemarle Says CEO's FY 2017 Total Compensation Was $8.5 Mln Vs $8.4 Mln In FY 2016‍​,08/03/2018,March 8 (Reuters) - Albemarle Corp:* ALBEMARLE CORP SAYS CEO LUTHER,reuters
244,"Tapping the lithium rush, Canadian miner stakes claims in Utah",02/03/2018,"only one active lithium operation, owned by Albemarle Corp in Nevada",reuters
245,"Lithium glut? No way, say industry executives eyeing demand",27/02/2018,", including the world's two biggest producers, U.S.-based Albemarle Corp",reuters
246,"BRIEF-Guangdong Weihua, Unit Sign Lithium Supply Contract With Albemarle's China Subsidiary",27/02/2018,LITHIUM SUPPLY CONTRACT WITHALBEMARLECORP'S LITHIUM SUBSIDIARY IN CHINA,reuters
247,FMC plans $500 million IPO of lithium business on NYSE in the fall,26/02/2018,SQMa.SN> and U.S.-based Albemarle Corp  but ahead of newer,reuters
248,BRIEF-Albemarle ‍Declares Quarterly Dividend Of $0.335 Per Share​,23/02/2018,Feb 23 (Reuters) - Albemarle Corp:* ALBEMARLE CORPORATION RAISES DIVIDEND FOR 24TH CONSECUTIVEYEAR* ALBEMARLE CORP - ‍DECLARED,reuters
249,RPT-COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,", Albemarle and SQM itself.The Chilean government was as slow as everyoneprojects and a green light for Albemarle to raiseproduction.SQM's",reuters
250,COLUMN-Why Tesla is turning to Chile for its lithium: Andy Home,07/02/2018,"of the ""lithium oligopoly"", namely FMC, Albemarle and SQM itself for Albemarle to raiseproduction.SQM's Chilean expansion plans, however",reuters
251,"BRIEF-Jennison Associates LLC Reports A 7.1 Pct Passive Stake In Albemarle Corp As Of Dec 31, 2017",05/02/2018,"Feb 5 (Reuters) - Albemarle Corp:* JENNISON ASSOCIATES LLC REPORTS A 7.1 PERCENT PASSIVESTAKE INALBEMARLE CORP AS OF DEC 31, 2017 - SEC",reuters
252,"BRIEF-Prudential Financial Reports 7.3 Pct Passive Stake In Albemarle Corp As Of Dec 31, 2017",19/01/2018,"Jan 19 (Reuters) - Albemarle Corp:* PRUDENTIAL FINANCIAL,INC REPORTS A 7.3 PERCENT PASSIVESTAKE INALBEMARLE CORP AS OF DEC 31, 2017",reuters
253,"BRIEF-Albemarle Announces Retirement Executive VP, Corporate Strategy & Investor Relations",18/01/2018,Jan 18 (Reuters) - Albemarle Corp:* ALBEMARLE ANNOUNCES RETIREMENT,reuters
254,Bolivia seeks investors to power up lagging lithium output,29/12/2017,doubt whether foreign industry heavyweights such as Albemarle,reuters
255,U.S. launches effort to reduce reliance on imports or critical minerals,21/12/2017,"development agency Corfo. Lithium producers SQM, Albemarle and FMC",reuters
256,BRIEF-Albemarle Enters Into Agreement To Sell Portion Of Performance Catalysts Solutions To W. R. Grace & Co,14/12/2017,Dec 14 (Reuters) - W. R. Grace & Co:* ALBEMARLE ENTERS. R. GRACE & CO.* ALBEMARLE - W.R. GRACE TO ASSUME LEASE & OPERATIONS,reuters
257,BRIEF-Grace To Acquire Polyolefin Catalysts Business,14/12/2017,BUSINESS OF ALBEMARLESource text for Eikon:Further company coverage:,reuters
258,Chile politics put Potash in tight spot on SQM stake sale,14/12/2017,"miner Rio Tinto Plc, U.S. lithium producer Albemarle Corp and Chinese",reuters
259,Investors wean themselves off oil as electric future beckons,06/12/2017,"Robinson has bought into Albemarle, Nemaska Lithium, Umicore",reuters
260,BASF in talks to combine oil unit with Fridman's DEA,24/11/2017,"business for 1.6 billion euros. In 2016, it bought Albemarle Corp's",reuters
261,BRIEF-Albemarle posts Q3 earnings per share $1.06,08/11/2017,Nov 8 (Reuters) - Albemarle Corp* Albemarle continues double digit,reuters
262,Two North Carolina prison employees killed during escape attempt,13/10/2017,Albemarle Medical Center in Elizabeth City. Four inmates were treated,reuters
263,Chile sees no obstacle to Albemarle request to hike lithium output cap,28/09/2017,""" to Albemarle Corp's request for anincrease in its annual lithium. Albemarle had requested the quota hike last week, citingtechnological",reuters
264,Albemarle asks Chile to raise lithium production limit,15/09/2017,"SANTIAGO, Sept 15 (Reuters) - Albemarle Corp hasasked Chile.""With the understanding that this new technology iscommercially viable, Albemarle",reuters
265,At least one dead as white nationalists ignite Virginia clashes,13/08/2017,"-degree murder, said Martin Kumer, Albemarle Charlottesville's regional",reuters
266,Two Virginia policemen killed in helicopter crash linked to clashes,12/08/2017,", Virginia, died at the scene of the crash in Albemarle County, the state",reuters
