date,title,sentiment.polarity
2017-09-21T15:19:00+00:00,"MGX Minerals Intersects Broad Intervals of Spodumene Pegmatite Mineralization at Case Lake, Ontario Lithium Project",0.963
2017-09-21T13:04:00+00:00,UPDATE -- Alabama Graphite Receives Positive Evaluation Results for ULTRA-PMG™ product from RSR Technologies; Improved Dynamic Charge Acceptance (DCA) by 194%,0.999
2017-09-21T12:30:00+00:00,Alabama Graphite Receives Positive Evaluation Results for ULTRA-PMG™ product from RSRT Technologies; Improved Dynamic Charge Acceptance (DCA) by 194%,0.999
2017-09-14T21:21:00+00:00,Millennial Lithium Announces Upsize to Previously Announced Public Offering to C$10 million,0.995
2017-09-13T12:02:00+00:00,Pure Energy Minerals Announces Non-Brokered Private Placement,0.981
2017-08-31T16:13:00+00:00,"Further High-Grade Mineralisation Intercepted at Rhyolite Ridge Lithium-Boron Project in Nevada, USA",0.995
2017-08-29T12:30:00+00:00,"MGX Minerals Announces Lithium, Magnesium, Silicon, and REE Project Updates",0.999
2017-08-28T10:30:00+00:00,Southern Lithium Completes Exploration Payment Schedule to Millennial,0.994
2017-08-22T20:15:00+00:00,"Southern Lithium Announces Detail of Brine Density on the Cruz Property, Salta Argentina",0.997
2017-08-21T12:00:00+00:00,Macarthur Minerals Announces Update on Iron Ore Projects and Private Placement,0.996
2017-08-16T14:20:00+00:00,"Global Geoscience Intercepts High-Grade Lithium-Boron Within and Beyond Existing Resource at Rhyolite Ridge in Nevada, USA",0.99
2017-08-15T11:00:00+00:00,Southern Lithium Announces Closing of First Tranche of the Private Placement,0.998
2017-08-14T12:00:00+00:00,Macarthur Minerals Acquires 15% of Western Australian Gold and Lithium Project,0.998
2017-08-08T11:00:00+00:00,"Southern Lithium Provides Update on Phase One Exploration Program at Cruz Property, Salta Province, Argentina",0.997
2017-08-08T09:00:00+00:00,"Standard Lithium Announces Positive Results of Geophysical Survey at Bristol Lake, Mojave Project, California",0.995
2017-08-02T12:30:00+00:00,MGX Minerals To Acquire Petrolithium and Spodumene-Bearing Pegmatite Project Portfolio from Power Metals Corp.,0.997
2017-08-02T09:00:00+00:00,Standard Lithium to Acquire Lithium Brine Exploration and Production Rights,0.994
2017-08-01T12:30:00+00:00,MGX Minerals Commences Pilot Plant Testing for Li-1 Lithium Recovery System,0.982
2017-07-26T23:30:00+00:00,Southern Lithium Announces Non-Brokered Private Placement,0.995
2017-07-25T12:00:00+00:00,"Macarthur Minerals Reports Surface Grades Up to 405 ppm Lithium in Railroad Valley, Nevada",0.991
2017-07-12T12:00:00+00:00,Pure Energy Minerals Commences Surface Exploration Program at Its Terra Cotta Project in Argentina,0.999
2017-07-11T12:00:00+00:00,Macarthur Minerals Makes Final Payment for Acquisition of Stonewall Lithium Brine Project,0.995
2017-07-06T12:30:00+00:00,MGX Minerals: Engineering Partner PurLucid Treatment Solutions Announces Patent Filing and Exclusive License for Low Energy Process for Rapid Extraction of Lithium and Other Minerals from Oil Wastewater,0.788
2017-06-28T09:00:00+00:00,Standard Lithium Appoints Dr. Andy Robinson to Board of Directors,0.998
2017-06-27T12:30:00+00:00,MGX Minerals Announces Completion of Large Scale Laboratory Petrolithium Extraction System,0.961
2017-06-26T12:00:00+00:00,Pure Energy Minerals Announces Positive Preliminary Economic Assessment and Plans for Pilot Plant at Its Clayton Valley Project,1
2017-06-22T19:44:00+00:00,Standard Lithium Raises $7.4 Million in Oversubscribed Financing,0.997
2017-06-15T13:44:00+00:00,"Traumatic Brain Injury Can Be Healed, according to the Journal of American Physicians and Surgeons",-0.981
2017-06-15T12:00:00+00:00,"Macarthur Minerals Stakes New Claims in Railroad Valley, Nevada With Surface Grades Up to 300 ppm Lithium",0.992
2017-06-14T11:44:00+00:00,Pure Energy Adds Top Tier Finance Expertise With Appointment of Mr. Paul Zink as New Chief Financial Officer,0.998
2017-06-06T12:30:00+00:00,Macarthur Minerals Reports Potential for Cobalt in Western Australia at its Iron Ore Projects,0.998
2017-06-01T12:30:00+00:00,Macarthur Minerals Discovers New Lithium Pegmatite Swarms at Marble Bar in the East Pilbara Region of Western Australia,0.993
2017-05-31T14:02:00+00:00,Pure Energy Closes Acquisition of Clayton Valley Properties and $2 Million Strategic Investment From Lithium X,1
2017-05-23T14:13:00+00:00,"Global Geoscience Welcomes Two New Non-Executive Directors, Alan Davies and John Hofmeister",0.997
2017-05-14T00:51:00+00:00,"Southern Lithium Acquires Additional Claims to Bring Total to 90.3 sq. km in the Pocitos Salar Basin in Salta Province, Argentina",0.996
2017-05-11T11:30:00+00:00,Pure Energy Enters Agreements With Lithium X to Expand Clayton Valley Properties and Receive $2 Million Strategic Investment,1
2017-05-09T11:30:00+00:00,"Pure Energy Minerals Discovers Higher Grade Lithium at Depth in New Wells at Clayton Valley South, Nevada",0.999
2017-05-09T06:15:00+00:00,Southern Lithium Updates Website,0.995
2017-05-08T12:00:00+00:00,Pure Energy Minerals Closes Non-Brokered Private Placement,0.995
2017-05-04T12:30:00+00:00,MGX Minerals Signs Water Handling and Lithium Extraction Demonstration Agreement with Major Oil and Gas Operator,0.987
2017-05-02T14:28:00+00:00,Global Geoscience Limited Announces Exceptional Leach Results and Exercise of Option for 100% Ownership,0.996
2017-05-02T12:30:00+00:00,MGX Minerals Finalizes Acquisition of PurLucid Treatment Solutions Inc. - Becomes Full-Service Lithium Extraction and Water Treatment Option for O&G Developers,0.998
2017-04-26T12:00:00+00:00,MGX Minerals Files Technical Report on Rapid Lithium Extraction Process,0.977
2017-04-24T17:54:00+00:00,Appointment of James D. Calaway as Non-Executive Chairman,0.998
2017-04-20T12:00:00+00:00,MGX Minerals Receives Independent Confirmation of Rapid Lithium Extraction Process,0.987
2017-04-19T11:30:00+00:00,Pure Energy Minerals Appoints Former Lithium Executive to Board of Directors,0.998
2017-04-18T08:15:00+00:00,Southern Lithium Appoints Miguel Tobar to the Newly Created Advisory Board,0.996
2017-03-30T08:15:00+00:00,Southern Lithium Announces Exploration Plans For the Cruz Lithium Property in Argentina,0.998
2017-03-27T13:56:00+00:00,"Pure Energy Minerals Completes Fourth Successful Lithium Brine Pumping Test at Clayton Valley South Project, Nevada",0.998
2017-03-23T17:00:00+00:00,"MGX Minerals Acquires 110,000 Acres of Paradox Basin, Utah Oil and Gas Leases",0.995
2017-03-16T10:30:00+00:00,Pure Energy Minerals Appoints Walter Weinig as Vice President - Projects & Permitting,0.999
2017-03-09T13:59:00+00:00,"Pure Energy Minerals Closes Purchase Option Agreement on Terra Cotta Project, Argentina",0.999
2017-03-06T13:00:00+00:00,MGX Minerals Reports Advancement of Lithium Filtration Technology - 1600mg/L Li Concentrate from 67 mg/L Li Petro Lithium Brine,0.997
2017-03-06T12:30:00+00:00,"Pure Energy Minerals Completes Third Successful Lithium Brine Pumping Test at Clayton Valley South Project, Nevada",0.998
2017-01-18T14:01:00+00:00,MGX Minerals Provides Additional Details on Lithium Extraction from Oilfield Wastewater and the Future of Petrolithium,0.997
2017-01-03T14:01:00+00:00,MGX Minerals Extracts Lithium from Oil Wastewater,0.993
2016-12-08T14:01:00+00:00,MGX Minerals Signs Lithium Brine Agreement with Major Oil and Gas Operator,0.983
2016-11-10T13:00:00+00:00,Uranium Resources Reports Third Quarter 2016 Results and Reviews Lithium Business Development,0.998
2016-10-20T11:00:00+00:00,Uranium Resources Completes Acquisition of Utah Lithium Brine Project,0.993
2016-09-23T13:01:00+00:00,MGX Minerals Begins Integration of Lithium Brine Extraction Process with Purlucid's Water Purification Technology,0.995
2016-09-21T20:15:00+00:00,"Uranium Resources Acquires Second Lithium Brine Project, Expanding Its Exploration Portfolio into Utah",0.997
2016-09-15T13:01:00+00:00,MGX Minerals Acquires PurLucid Treatment Solutions Inc.- Solves Major Hurdle to Oil Well Lithium Brine Separation Process,0.998
2016-09-12T12:30:00+00:00,MGX Minerals Engages the Saskatchewan Research Council to Conduct Laboratory Testing of Lithium Brine Extraction from Oil Wells,0.958
2016-06-29T13:00:00+00:00,MGX Minerals Retains ChemCognition LLC to Provide Lithium Marketing and Product Development Services,0.927
2016-06-22T12:30:00+00:00,MGX Minerals Completes N.I. 43-101 Report for Alberta Lithium Brine Project,0.998
2016-06-06T13:23:00+00:00,MGX Minerals Acquires Rights to Rapid Lithium Brine Production Process,0.99
2016-05-30T13:35:00+00:00,MGX Minerals Reports up to 99.9% SiO2 Results from Silicon Properties,0.991
2016-05-16T13:57:00+00:00,MGX Minerals Completes Haul Road – Advances  Bulk Sample at Driftwood Creek Magnesium,0.956
2016-05-09T12:45:00+00:00,MGX Minerals Receives Initial CAPEX Report for Lithium Carbonate Plant,0.991
2016-04-14T14:02:00+00:00,MGX Minerals Receives Initial Process Design and Scoping Study for Production of Lithium Carbonate,0.992
2016-04-14T13:53:00+00:00,"MGX Minerals Further Expands Lithium Land  Position to 300,000 Hectares in Alberta",0.992
2016-01-07T14:00:00+00:00,Dundee Capital Markets' David Talbot Interviewed by The Energy Report,0.987
2015-11-11T18:20:00+00:00,VSA Capital's Paul Renken Interviewed by The Energy Report,0.996
2018-11-02T11:00:00+00:00,"Streetwise Reports Article Profiles Marifil Mines, a Company for the Electric Revolution",0.991
2018-10-29T11:00:00+00:00,Streetwise Reports Examines What Four Analysts and Goldman Sachs See In This Small-Cap Lithium Explorer,0.989
2018-10-25T18:05:00+00:00,Streetwise Reports Examines How Piedmont Lithium Is Poised to Take Advantage of Low-Cost U.S. Lithium Production,0.946
2018-09-25T12:00:00+00:00,Wealth Minerals Discusses the Role of Chile in Lithium and The Challenges Facing the Industry with Uptick Newswire’s Stock Day Podcast,0.998
2018-08-01T11:30:00+00:00,"Tim McCutcheon, President of Wealth Minerals, Ltd., Returns to Discuss Company Updates with Everett Jolly on Uptick Newswire’s “Stock Day” Podcast",0.999
2018-06-13T01:31:00+00:00,A$53 Million Fully Underwritten Placement to Advance Rhyolite Ridge Lithium-Boron Project,0.998
2018-05-08T17:00:00+00:00,CEO Tim Fernback of LiCo Energy Metals joins Everett Jolly on Uptick Newswire’s “Stock Day” Podcast,0.994
2018-05-03T02:10:00+00:00,Optimisation Success Leads to Further Significant Reductions in Leach Time and Acid Consumption,0.998
2018-03-19T13:33:00+00:00,Global Geoscience Joins S&P/ASX 300 Index and Provides Rhyolite Ridge Update,0.989
2018-02-01T13:30:00+00:00,"Trent Mell, President and CEO of First Cobalt Corporation Returns to “Stock Day” with Everett Jolly for an Operational Update and 2018 Forecast",0.99
2017-12-19T00:07:00+00:00,Initial Rhyolite Ridge Mining Study Confirms Potential for Long Mine Life from Currently Defined South Basin Resource,0.996
2017-12-12T02:16:00+00:00,Global Geoscience Makes Groundbreaking Discovery Heap Leach Lithium-Boron Extraction at Rhyolite Ridge,0.995
2017-11-27T13:00:00+00:00,"Uptick Network “Stock Day” Interviews CEO Tim Fernback Regarding Lico Energy Property’s and the Lithium, Cobalt Industry",0.951
2017-10-16T13:30:00+00:00,President Timothy McCutcheon Interviews on the Strategic Position of Wealth Minerals Assets in Chile,0.995
2019-04-12T01:48:00+00:00,Orocobre Limited – Naraha Lithium Hydroxide Plant Approved,0.992
2018-10-17T12:30:00+00:00,CEO of Nemaska Lithium Inc Joins Uptick Newswire’s Stock Day Podcast with an Update on Their Major Projects,0.998
2018-08-29T16:44:00+00:00,"Nemaska Lithium, Inc., CEO Guy Bourassa Visits Uptick Newswire’s ‘Stock Day’ Podcast With Everett Jolly",0.985
2019-07-17T09:30:00+00:00,Roskill: Lithium prices to continue slide despite forecast supply disruptions and strong demand growth,0.966
2019-11-07T12:01:00+00:00,Standard Lithium Announces Upcoming Event Participation,0.807
2019-10-22T12:00:00+00:00,Global Technology Systems Launches New Line of Replacement Batteries for UPS Systems,0.944
2019-10-15T07:01:00+00:00,Standard Lithium Completes Installation of Final Modules of Its “LiSTR” Direct Lithium Extraction Demonstration Plant at the Arkansas Project Site,0.996
2019-10-01T12:30:00+00:00,GTS Announces Groundbreaking Lithium-Water Rechargeable Battery Technology,0.984
2019-09-16T11:01:00+00:00,"Standard Lithium to Participate at Battery Next Summit in Boulder, CO on September 17, 2019",0.995
2019-09-11T12:03:00+00:00,GTS Helps OEMs Escape Tariffs by Shifting Battery Pack and Charger Production Out of China,0.971
2019-09-05T19:10:00+00:00,Lithium Battery company Lithium Werks acquiring System Integrator LiiON®,0.998
2019-09-03T11:01:00+00:00,Standard Lithium Announces Successful Delivery and Begins Installation of Phases 1 & 2 of Its Direct Lithium Extraction Demonstration Plant to the Arkansas Project Site,0.993
2019-08-22T07:01:00+00:00,Standard Lithium Completes Fabrication of Phases 1 & 2 and Begins Mobilisation of Its “LiSTR” Direct Lithium Extraction Demonstration Plant to the Arkansas Project Site,0.995
2019-07-16T14:03:00+00:00,Ethylene Carbonate Market To Reach USD 448.4 Million By 2026| Reports And Data,0.992
2019-02-28T08:00:00+00:00,Johnson Matthey and Lithium Werks sign long-term LFP battery materials supply agreement,0.996
2019-01-14T14:00:00+00:00,Cadenza Innovation Founder to Lead Discussions on Climate Change and Energy Transformation at Davos,0.999
2019-01-14T07:00:00+00:00,Lithium Werks appoints T. Joseph Fisher III as chairman,0.991
2019-01-08T15:59:00+00:00,World’s First OEM Battery Managed Services Launched by Global Technology Systems,0.982
2018-10-25T11:00:00+00:00,Aging Lithium Batteries Represent a Chronically Neglected Safety Hazard,0.914
2018-10-16T12:38:00+00:00,€1.6bn investment project kickstarts Lithium Werks’ battery gigafactories vision,0.998
2018-10-02T12:30:00+00:00,New Research Finds Nearly 80% of Enterprises Experience Mid-Shift Mobile Device Battery Failure,0.94
2018-09-16T08:00:00+00:00,"BAK Partners with Lithium-ion Battery Technology Company Cadenza Innovation to Introduce Startup's ""Supercell"" Platform to China",0.999
2018-09-03T12:30:00+00:00,Lithium Werks and Super B agree to merge to enable global energy transition,0.997
2018-06-19T07:00:00+00:00,Lithium Werks and Endrich agree pan-Asian battery distribution deal,0.995
2017-09-13T13:30:00+00:00,CEO Robert McAllister Highlights Optimistic Results with Enertopia and the Lithium Industry,0.994
2016-06-15T14:50:00+00:00,"Electrovaya signs a Letter of Intent with a major Residential Energy Storage Provider for delivery of Lithium Ion Battery Modules for Residential Energy Storage over a period of three years for an estimated total of up to Euro 199 Million (US$ 223 million, Cdn $ 288 million)",0.989
2016-06-14T11:47:00+00:00,"Electrovaya's subsidiary Litarion signs MOU with a leading OEM, with operations in Europe and Asia, to deliver Lithium Ion cells for Electric Buses",0.984
2016-05-16T12:25:00+00:00,"Electrovaya launches its 1kWh battery module (LitaCore1000) and an intelligent 48V, 2.3 kWh module (EV4823) as building blocks for OEMs designing Lithium Ion Battery Systems",0.989
2016-05-10T20:27:00+00:00,Electrovaya Announces Date of Earnings Release and Conference Call to Discuss the Second Quarter 2016 Financial Results,0.962
2016-04-26T20:06:00+00:00,"Electrovaya to Present at the Berenberg Battery Investors Conference on April 28, 2016",0.979
2016-04-04T21:07:00+00:00,Electrovaya Announces Results of Annual Shareholders' Meeting,0.978
2016-02-29T12:28:00+00:00,Ebix Reports Record Q4 Revenues of $70.2M and Diluted EPS of $0.65; Full Year Revenues Rose 24% to $265.5M and Diluted EPS Rose 36% to $2.28,1
2016-02-09T22:58:00+00:00,Electrovaya Reports 2nd Consecutive Profitable Quarter,0.995
2016-02-05T21:34:00+00:00,Electrovaya Announces Date of Earnings Release and Conference Call to Discuss the First Quarter 2016 Financial Results,0.969
2015-07-29T20:38:00+00:00,"Electrovaya Q3 2015 Revenue Up 900% Over Q2 2015, Following Transformative Acquisition",0.991
2015-07-28T20:26:00+00:00,Electrovaya Announces Date of Earnings Release and Conference Call to Discuss the Third Quarter 2015 Financial Results and the Transformational Acquisition of Litarion,0.984
2015-07-17T11:24:00+00:00,Electrovaya Announces Appointment of Richard Halka as Executive Vice President & Chief Financial Officer,0.992
2019-01-11T12:00:00+00:00,Streetwise Reports Examines Lithium Explorer's Expansion of North Carolina Properties by More Than 600 Acres,0.976
2018-10-25T18:05:00+00:00,Streetwise Reports Examines How Piedmont Lithium Is Poised to Take Advantage of Low-Cost U.S. Lithium Production,0.946
2017-11-30T14:30:00+00:00,"SMAC Wins Business in China, Manufacturing High Capacity EV Batteries",0.808
2019-10-16T17:23:00+00:00,Lithium Werks’ Marine Technology Puts Safety First,0.959
2019-02-28T08:00:00+00:00,Johnson Matthey and Lithium Werks sign long-term LFP battery materials supply agreement,0.996
2018-06-19T07:00:00+00:00,Lithium Werks and Endrich agree pan-Asian battery distribution deal,0.995
