,headline,date,snippet,source
150,Savannah Resources seeks pole position in European lithium race,25/10/2017,"to begin mining lithium in Portugal at the end of 2019, making are springing up across the continent.So far, lithium production has",reuters
151,"Australia's Fortescue considers diversifying into gold, copper, energy",27/09/2017,"and South America focused on gold and metals such as copper, as well as on lithium.""(Those commodities) can provide strategic options for us",reuters
152,"Chile left-wing candidates could form alliance, threatening market rally",26/09/2017,"YEARWhile Chile remains one of Latin America's most business-friendly, respectively. Lithium miner Sociedad Quimica y Minera de Chile SA has risen 77",reuters
153,"Trump, Ghani agree U.S. can help develop Afghanistan's rare earth minerals",22/09/2017,"lithium and rare earths vital in modern electronics, at as much as $1 projects in North America that were assessed during the rare earths",reuters
154,Volkswagen spends billions more on electric cars in search for mass market,11/09/2017,", Europe and North America to provide battery cells and related technology production of lithium-ion battery cells at its own gigafactory in Nevada",reuters
155,"Eager for red-hot cobalt gains, investors think small",24/08/2017,"for cobalt , a key ingredient in lithium-ion batteries to get direct exposure. Much like the recent boom in lithium, another",reuters
156,"South32 profit leaps, eyes electric vehicle battery market",24/08/2017,"amount of lithium supply that exists in South America that's not activated, it sees overcapacity in lithium, the driving component of the burgeoning",reuters
157,Cornish Lithium project secures 1 million pounds for exploration,14/08/2017,"company CornishLithium has secured 1 million pounds ($1.30 million) to explorefor lithium in Cornwall, southwest England, its CEO said",reuters
158,Canada's MGX Minerals sets out to lead way from oil to petrolithium,11/08/2017,for conventional vehicles with lithium for electric vehicles produced from holder of lithium brine assets with around 2 million acres' worth,reuters
159,Chile short-lists seven companies for value-added lithium projects,08/08/2017,"companies to develop value-added lithium projects in the country, state push to diversify its exports.Chile is part of South America's",reuters
160,BRIEF-Nouveau Monde signs non-binding LOI with Hunan Zhongke Shinzoom Co,25/07/2017,materials to lithium batterymanufacturers in north america* Nouveau,reuters
161,CANADA STOCKS-Futures edge higher as oil rallies,24/07/2017,"ratingto ""neutral"" from ""underperform""Lithium Americas Corp: National",reuters
162,Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"have joined forces with junior miner Lithium Americas and Thai energy of the Atacama Desert in South America. Simply put, will there be enough",reuters
163,CORRECTED-RPT-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"in South America.Simply put, will there be enough lithium with junior minerLithium Americas and Thai energy company Bangchak",reuters
164,CORRECTED-COLUMN-Lithium supply pipeline is filling but will it be enough? Andy Home,20/07/2017,"in South America.Simply put, will there be enough lithium with junior minerLithium Americas and Thai energy company Bangchak",reuters
165,Chile receives 12 bids for value-added lithium projects,10/07/2017,"of South America's ""lithium triangle,"" home to more than half countries have applied to manufacture lithium-linked products in Chile",reuters
166,BRIEF-Lithium Americas provides Cauchari-Olaroz development update,05/07/2017,"July 5 (Reuters) - Lithium Americas Corp* Lithium Mmericas provides stage of 25,000 tonnes per annum oflithium carbonate production capacity",reuters
167,BRIEF-Lithium Americas Says Gary Cohn appointed independent director,30/06/2017,June 30 (Reuters) - Lithium Americas Corp* Lithium americas appoints independent director* Lithium americas appoints independent director,reuters
168,Politics of Death: Body count mounts in worldwide wars over land,19/06/2017,"colonies of sub-Saharan Africa, South America and Asia, where the law has for Research on North America at the Universidad Nacional Autonoma de Mexico",reuters
169,"BRIEF-Lithium Americas appoints Wang Xiaoshen, Jonathan Evans as independent directors",08/06/2017,June 8 (Reuters) - Lithium Americas Corp:* Lithium Americas Corp directors* Lithium Americas Corp says Wang was appointed to board,reuters
170,"Daimler, Vivint Solar in exclusive deal on U.S. home batteries",18/05/2017,"is small, but growing rapidly as the costs of lithium-ion batteries fall with its Powerwall batteries.The head of Mercedes-Benz Energy Americas",reuters
171,"U.S., EU set meeting on airline security, electronic devices",12/05/2017,"from poorly deactivated lithium-ion batteries.The EU said ""presents an increased safety risk to the aircraft, due to the lithium",reuters
172,U.S. airlines meet with Homeland Security on expanding laptop ban,12/05/2017,"AAL.O> and trade group Airlines for America, the sources said and is reviewing how to ensure lithium batteries stored in luggage do",reuters
173,EU demands urgent talks with Washington over airline laptop ban,11/05/2017,it is going to have a fundamental impact on travel to north America by increasing the risk of fire from poorly deactivated lithium-ion,reuters
174,BRIEF-Lithium Americas provides update on strategic financing with Ganfeng Lithium,10/05/2017,May 10 (Reuters) - Lithium Americas Corp:* Lithium Americas appoints financing withGanfeng Lithium* Private placement will result,reuters
175,Crop chemical maker FMC aims for growth after DuPont deal,08/05/2017,"forces,"" he said.Demand for crop chemicals has dropped in North America and Europe this year, but is climbing in Asia and Latin America",reuters
176,"Argentina says lithium output to grow to 145,000 tonnes by 2022",02/05/2017,"inthe northern province of Jujuy by Lithium Americas Corp.It also mentionedBUENOS AIRES, May 2 (Reuters) - Lithium production inArgentina",reuters
177,"BRIEF-Lithium Americas reports results of special meeting of shareholders, provides update on strategic financings",28/03/2017,March 28 (Reuters) - Lithium Americas Corp* Lithium Americas reports on strategic financings* Lithium Americas- continues to advance completion,reuters
178,BRIEF-Lithium Americas Corp continues to advance completion of strategic investments,28/03/2017,March 28 (Reuters) - Lithium Americas Corp:* Lithium Americas on strategic financings* Lithium Americas Corp - continues to advance,reuters
179,Crowded herd of lithium explorers faces culling as supplies rise,06/03/2017,"with existing producers helps.Lithium Americas Corp's $425-million first expertise is hard to find, said Lithium AmericasPresident John Kanellitsas",reuters
180,Toyota sees plug-in hybrids catching on faster than conventional hybrids,15/02/2017,"as the Prius Prime in North America late last year, the plug-in Prius sees Toyota widely endorsing lithium-ion batteries, marking a turning",reuters
181,Argentina lithium projects seek financing as production seen tripling,08/02/2017,"Kanellistas, president of Canadian miner Lithium Americas, which last monthBy Juliana CastillaBUENOS AIRES (Reuters) - Argentina's lithium",reuters
182,Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,"supply chain. It will buy a 19.9-percent stake in Lithium Americas phase. Lithium Americas, by the way, is also sitting on the former",reuters
183,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,06/02/2017,"at a second phase.Lithium Americas, by the way, is also sitting) - There's lithium in them thereCornish hills!News that a start-up",reuters
184,COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home,03/02/2017,a 19.9-percent stake in Lithium Americas in return for a $174 mln tonnes of lithium carbonatedoubling at a second phase.Lithium Americas,reuters
185,BRIEF-LITHIUM AMERICAS ANNOUNCES $112 MLN STRATEGIC INVESTMENT BY BANGCHAK PETROLEUM,19/01/2017,Jan 19 (Reuters) - Lithium Americas Corp* LITHIUM AMERICAS ANNOUNCES WILL PROVIDE TO LITHIUM AMERICAS A US$80 MILLIONPROJECT DEBT FACILITY* BCPI,reuters
186,BRIEF-Lithium Americas announces US$174 mln strategic investment by Ganfeng Lithium,17/01/2017,Jan 17 (Reuters) - Lithium Americas Corp :* Lithium Americas% of outstanding common shares of lithiumAmericas pro-forma* Lithium,reuters
187,"BRIEF-Jiangxi Ganfeng Lithium's units to invest in Canada firm, battery project",17/01/2017,in Lithium Americas Corp for $49 million* Says unit plans to investJan 17 (Reuters) - Jiangxi Ganfeng Lithium Co Ltd* Says Hong Kong,reuters
188,"Factbox: New mines, expansions in lithium",15/12/2016,LONDON (Reuters) - The global lithium market is heading for a surplus new projects.The four main lithium producers this year announced,reuters
189,BRIEF-Lithium Americas' subsidiary Hectatone announces royalty agreement with Delmon,22/11/2016,"Nov 22 (Reuters) - Lithium Americas Corp -* Forecasts revenues inJanuary, 2018* Lithium Americas' subsidiary Hectatone Inc. announces",reuters
190,Carmakers show their caution on electric cars at Los Angeles Auto Show,17/11/2016,"economies of scale for new technology, said Hyundai Motor America Chief 1500 with eAssist that combines a V8 engine with a 0.45 kWh lithium-ion",reuters
191,Carmakers show their caution on electric cars at LA Auto Show,17/11/2016,"tobuild economies of scale for new technology, said Hyundai MotorAmerica lithium-ion battery pack to improvefuel economy by as much as 13",reuters
192,Electric Jaguar SUV highlights auto industry's cross currents,15/11/2016,"Joe Eberhardt, CEO of Jaguar Land Rover North America of Jaguar's new SUV available in 2018, with its 90kWh lithium-ion",reuters
193,REFILE-Electric Jaguar SUV highlights auto industry's cross currents,15/11/2016,"Rover North America. ""There arediffering views of how rapidly that shift,with its 90kWh lithium-ion battery pack and targeted range of220",reuters
194,BRIEF-Wealth Minerals arranges $4.125 mln non-brokered private placement,20/10/2016,on atacama lithium project* Wealth Minerals - proceeds to be used to fund costs forreview of additional potential lithium mineral property,reuters
195,U.S. regulator tells air passengers not to turn on Galaxy Note 7 phones,10/09/2016,"for America, said the organization was ""closely monitoring any developments and warnings regarding lithium batteries in laptops over the last 12",reuters
196,U.S. tells consumers to stop using fire-prone Samsung phones,10/09/2016,"and airlines from North America to Europe and Asia have issued bans to manage the use of lithium-ion batteries, which are known to combust",reuters
197,Deals of the day- Mergers and acquisitions,25/08/2016,"of lithium battery materials, is in advanced talksto buy a stake in Chile's Sociedad Quimica Y Minera (SQM), oneof the world's biggest lithium",reuters
198,Exclusive: China's Ningbo Shanshan in bid to buy SQM stake – sources,25/08/2016,"of lithium battery materials, is in advanced talks to buy a stake in Chile's Sociedad Quimica Y Minera (SQM), one of the world's biggest lithium",reuters
199,"BRIEF-Lithium Americas appoints executive VP, finance and corporate development",11/08/2016,Aug 11 (Reuters) - Lithium Americas Corp:* Lithium Americas,reuters
200,Lithium Power CEO eyes quick growth in Chile,26/07/2016,"By Rosalba O'BrienSANTIAGO (Reuters) - Lithium Power, the latest ingredient lithium, is planning to start drilling by September and ramp up",reuters
201,Storage sunrise: Solar battery makers eye take-off as prices fall,02/06/2016,"for a second generation lithium battery, would build on its lessons large, strong team in the Americas and we're working with Ecoult on how",reuters
202,Albemarle exploring sale of unit worth $3 billion: Bbg,13/05/2016,(Reuters) - Lithium producer Albemarle Corp is exploring the sale.Bank of America Corp has been hired to help consider strategic options,reuters
203,Albemarle exploring sale of unit worth $3 bln - Bbg,13/05/2016,May 13 (Reuters) - Lithium producer Albemarle Corp is exploring of the deal.Bank of America Corp has been hired to help considerstrategic,reuters
204,"UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,"the autonomous robots and airplanes in America's crowded airspace life and safety, especially after lithium-ion battery problems resulted",reuters
205,"RPT-UPS-backed Rwandan blood deliveries show drones' promise, hurdles",09/05/2016,and airplanes in America's crowdedairspace to ensuring battery safetyafter lithium-ion battery problems resulted in a fire on board aparked,reuters
206,Chilean SQM's Argentina joint venture project to cost up to $600 mln,05/05/2016,Americas todevelop a lithium project in Argentina will require $500-$600million in total expenditures.SQM and Lithium Americas signed,reuters
207,Breakingviews: Collapsed Peabody is ghost of oil future,13/04/2016,oil industry.More than 70 percent of crude used in America longer distances on each charge. The price of thelithium-ion batteries,reuters
208,Chile's SQM signs lithium joint venture project in Argentina,28/03/2016,miner Lithium Americas to develop a lithiumproject in Argentina.SQM and Lithium Americas said in a statement,reuters
209,BRIEF-Lithium Americas and SQM announce joint venture,28/03/2016,March 28 (Reuters) -* Lithium Americas and SQM announce joint venture* Lithium Americas Corp says to enter into a 50/50 jointventure,reuters
210,Battery-hungry world turns to South America's 'lithium triangle',24/03/2016,,reuters
211,Reuters Business News Schedule at 1830 GMT/2:30 PM ET,15/03/2016,", 400 words)Battery-hungry world turns to South America's 'lithiumits vast fertile pampas, Argentina harbors Lithium, anothervaluable",reuters
212,Reuters Business News Schedule at 1500 GMT/11 AM ET,15/03/2016,"America's 'lithiumtriangle'SANTIAGO/TORONTO - Far from the soy and cattle that dominateits vast fertile pampas, Argentina harbors Lithium",reuters
213,Reuters Business News Schedule at 0930 GMT/0530 AM ET,15/03/2016,turns to South America's 'lithiumtriangle'SANTIAGO/TORONTO - Far and demand and luring newlywelcomed foreign investors. (LATAM-LITHIUM,reuters
214,"Obama, at battery plant, jabs Republicans on economic 'snake oil'",26/02/2016,Obama used a trip to a lithium-ion battery factory on Friday to defend demand for lithium-ion batteries. The French company had to take,reuters
215,"What to Watch in the Week Ahead and on Monday, Feb 29",26/02/2016,"will come out on Friday.The top global fertilizer and lithium Mercados Organizados, the largest clearinghouse inLatin America",reuters
216,"What to Watch in the Day Ahead - Tuesday, Nov 17",16/11/2015,", willpresent at the Bank of America Merrill Lynch Banking and Financial Services Conference in NewYork. Bank of America CEO Brian Moynihan",reuters
217,RPT-French renewables power grid pilot shows limits of batteries in Europe,06/07/2015,"areas in Canada, SouthAmerica and Africa, or on islands where 20 lithium-ion batteries torooftop solar panels. Residents themselves",reuters
218,French renewables power grid pilot shows limits of batteries in Europe,05/07/2015,"the world, mainly in remote areas in Canada, South America and Africa/hour, ERDF has connected 20 lithium-ion batteries to rooftop solar",reuters
219,DIARY-U.S. MEETINGS/WEEK AHEAD,13/05/2015,Laboratory of America Annual Shareholders Meeting13 May 13:00 of America Conf13 May 22:00 Oclaro Inc at B. Riley & Co,reuters
220,Chile's SQM fires CEO tied to campaign finance scandal,17/03/2015,the rights to some of the world'slargest reserves of nitrates and lithium of the least corrupt and most investor-friendlyeconomies in Latin America,reuters
221,European Factors to Watch-Shares seen taking a breather near multi-year highs,24/02/2015,"specialising in cathode materials for lithium-ionbatteries.LUFTHANSA reported a drop in full-year netprofit, hit by weakness in South America",reuters
222,Asahi Kasei eyes electric car growth with $2.2 billion Polypore battery deal,23/02/2015,"produce lithium-ion battery separators used in electronic gadgets adviser to Asahi Kasei, while Bank of America Merrill Lynch advised",reuters
