,headline,date,snippet,source
151,Britain's Cornish Lithium turns to crowd funding,12/07/2019,"minerals, not just lithiumBy Barbara LewisLONDON, July 12 (Reuters) - Cornish Lithium, a batteryminerals firm set up by a former City",reuters
152,Pilbara Minerals inks additional lithium supply deal with China's Great Wall,09/07/2019,(Reuters) - Australian lithium miner Pilbara Minerals on Tuesday said,reuters
153,Australian lithium miner Altura Mining inks supply deal with China firm,08/07/2019,"for lithium, to a Chinese producer of the battery metal.The miner, Altura will supply Chinese lithium producer Shandong Ruifu with 35,000",reuters
154,"Chile copper, lithium exports slide in June -central bank",08/07/2019,of the country's prized copper andlithium exports both slid from percent from theprevious year to $2.628 billion. The value of lithium,reuters
155,RPT-COLUMN-Boom-and-bust lithium market needs a pricing rethink: Andy Home,24/06/2019,"(Repeats JUNE 24 story. No change to text.)* Lithium Prices: https Corp., theworld's largest lithium producer, is not impressed",reuters
156,COLUMN-Boom-and-bust lithium market needs a pricing rethink: Andy Home,24/06/2019,"for Reuters.)* Lithium Prices: https://tmsnrt.rs/2ZJsukYBy Andy HomeLONDON, June 24 (Reuters) - Albemarle Corp., theworld's largest lithium",reuters
157,France's Eramet gives go-ahead to lithium project in Argentina,24/06/2019,"approved thedevelopment of a lithium mine in Argentina as the French 24,000tonnes of lithium carbonate equivalent per year in a first",reuters
158,"China's Chengtun starts construction of 60,000-tonnes lithium project - Sichuan Daily",23/06/2019,"started construction of a lithium processingproject with an annual to produce 30,000 tonnes of lithium,20,000 tonnes of battery-level",reuters
159,Toyota Tsusho to wait on EV market before upping lithium investment,21/06/2019,"of the world's biggest lithium producers, said on Friday it would take for lithium."" Lithium is one of the core ingredients to make EV",reuters
160,Tianqi Lithium steps up inspections after earthquakes in China's Sichuan,18/06/2019,"BEIJING, June 18 (Reuters) -* Tianqi Lithium Corp said on Tuesday",reuters
161,European lithium projects gain attention amid push toward electric vehicles,13/06/2019,"lithium projects are making a fresh push for capital, eager to supply.That would require local supplies of the metal, and lithium projects",reuters
162,China's Ganzizhou Rongda Lithium restarts spodumene mine after five years,13/06/2019,"BEIJING (Reuters) - Chinese lithium firm Youngy Co Ltd's wholly owned subsidiary, Ganzizhou Rongda Lithium Co Ltd, resumed production",reuters
163,China's Ganzizhou Rongda Lithium restarts spodumene mine after 5 years,13/06/2019,"BEIJING, June 13 (Reuters) - Chinese lithium firm Youngy CoLtd's wholly owned subsidiary, Ganzizhou RongdaLithium Co Ltd, resumed",reuters
164,Nemaska Lithium eyes fresh steps to raise capital for Quebec project: executive,12/06/2019,"SANTIAGO (Reuters) - Nemaska Lithium Inc may issue new shares, take a lithium project in Quebec that faces cost overruns of more than $300",reuters
165,Nemaska Lithium eyes fresh steps to raise capital for Quebec project -executive,12/06/2019,"SANTIAGO, June 12 (Reuters) - Nemaska Lithium Incmay issue new to build a lithium project in Quebec,executive Wanda Cutler said",reuters
166,Albemarle details efforts to boost its Chilean lithium output by 30 percent,11/06/2019,"Chilean lithium output by nearly a third and said it is working to reduce, if successful, help the world's largest lithium producer solidify",reuters
167,Albemarle declines to participate in LME lithium contract,11/06/2019,"largest lithium producer, said on Tuesday it will not participate a view by some that lithium, used to make electric car batteries",reuters
168,Chile to clean up rules for lithium industry to boost production,11/06/2019,"rules around its lithium industry to maintain its global share of output of lithium investors in Santiago, Mining Minister Baldo Prokurica said",reuters
169,Chile to push both private and public investment in lithium,11/06/2019,"of ultralight battery metal lithium.At a gathering of lithium investors of lithium carbonate equivalent per year by 2023.The country produced 96,053",reuters
170,Albemarle says won't participate in LME lithium contract,11/06/2019,"lithium producer, said on Tuesday it will notparticipate in the London,and that's not what we believe this (lithium market) is,"" DavidRyan, Albemarle's",reuters
171,LME shocks market with Fastmarkets choice as lithium partner,10/06/2019,Exchange (LME) surprised the lithium market on Monday with its choice Minerals Intelligence (BMI) had worked with the LME on developing lithium,reuters
172,LME chooses Fastmarkets for lithium contract pricing,10/06/2019,"chosen Fastmarkets to provide the reference price for itsplanned lithium delayed the launch of a contract for lithium, which is vitalfor electric",reuters
173,How much does lithium cost? The industry can't seem to agree,09/06/2019,"By Ernest ScheyderSANTIAGO (Reuters) - Opaque pricing for lithium electric cars, there is no traded price for lithium. The London Metal",reuters
174,CORRECTED-Around 5 mln T of lithium deposits found in southwest China,05/06/2019,5 million tonnesof lithium deposits have been found in China's reported the find on Wednesday.Demand for lithium is growing rapidly,reuters
175,Around 5 million tonnes of lithium deposits found in southwest China,04/06/2019,SHANGHAI (Reuters) - An estimated 5 million tonnes of lithium. Demand for lithium is growing rapidly as some consumers shift away from,reuters
176,"Chile, once the world's lithium leader, loses ground to rivals",30/05/2019,"possesses the world's largest reserves of lithium, a lightweight metal crucial to manufacturing batteries for electric vehicles. Chile's lithium",reuters
177,Chile lithium producer SQM delays Atacama expansion amid price slump,23/05/2019,"producer of lithium, said on Thursday it would delay a key expansion drop of nearly 30% in the first quarter, due to weaker lithium prices",reuters
178,"Chilean lithium producer SQM's profits fall on lower prices, higher royalties",23/05/2019,"producer of lithium, said on Thursday that first-quarterearnings in the lithium business line.""The Chilean miner sold lithium at an average price",reuters
179,BRIEF-Blackstone Resources AG Strategic Alliance In Lithium,21/05/2019,ALLIANCE IN LITHIUM* BLACKSTONE RESOURCES AG -UNIT ENTERED DEALCONCESSIONS FOR LITHIUM RESOURCES* BLACKSTONE RESOURCES AG - CONCESSIONS,reuters
180,"Lithium Americas names new CEO, quarterly loss shrinks",15/05/2019,"By Ernest Scheyder(Reuters) - Lithium Americas Corp, which is developing lithium projects in Argentina and Nevada, said on Wednesday",reuters
181,Rpt-Livent aims to boost lithium sales to EV sector by 2020,15/05/2019,(Reuters) - Livent Corp aims to derive morethan half of its lithium sales toretain some customers and offset gyrations in the price oflithium,reuters
182,Livent aims to boost lithium sales to EV sector by 2020,14/05/2019,half of its lithium sales from the electric vehicle industry by next in the price of lithium it produces. While the company's lithium,reuters
183,Livent executives to exit after lithium forecast slashed,10/05/2019,"just days after the lithium producer cut its 2019 forecast and warned of strategy and investor relations, has already left.Lithium is a key",reuters
184,Albemarle touts new project to boost its Chilean lithium output by 30 percent,09/05/2019,"it is moving forward on a project it claims will boost its Chilean lithium by 2021, Kissam said, without providing its cost.Lithium output is closely",reuters
185,Albemarle says new technology will boost Chilean lithium output by 30 percent,09/05/2019,forward on a project to boost Chilean lithiumproduction by 30 percent,reuters
186,Albemarle's lithium sales drop after Chilean rains,08/05/2019,"producer of lithium used to make electric vehicle batteries, posted of flame retardant chemicals offset a dip in lithium sales.The weakness",reuters
187,"Albemarle first-quarter profit rises, but lithium sales slip",08/05/2019,"of lithium used to make electric vehiclebatteries, posted a slight rise offset a dip in lithiumsales.The company posted first-quarter net",reuters
188,RPT-Wesfarmers' soft bid for Kidman spotlights lithium's financing issues,05/05/2019,"reluctant to finance lithium mines because of priceriskBy Melanie Burton Kidman Resources undervalues the lithiumminer, analysts said on Friday",reuters
189,Wesfarmers' soft bid for Kidman spotlights lithium's financing issues,03/05/2019,"for Australia's Kidman Resources undervalues the lithium miner, analysts said. Morgan and Canaccord Genuity.Prospects for lithium demand look",reuters
190,Wesfarmers bets on electric cars with $544 million bid for Australian lithium miner Kidman,02/05/2019,"million) to buy lithium miner Kidman Resources Ltd on Thursday, its the development of its Mt Holland lithium project.DRIVING GROWTHUnder Rob",reuters
191,Royalties for lithium to be set case by case in Chile: minister,30/04/2019,"Prokurica said royalties for the ultralight battery metal lithium supply of lithium comes from Atacama, a sprawling salt flat",reuters
192,Royalties for lithium to be set case by case in Chile -minister,30/04/2019,"lithium would be set on a ""case-by-case"" basis from now on,using of the world's supplyof lithium comes from Atacama, a sprawling salt flat",reuters
193,China's Tianqi taps 'safe choices' for board of top lithium miner SQM,17/04/2019,"By Dave Sherwood SANTIAGO (Reuters) - China's Tianqi Lithium Corp to the board of lithium miner SQM, candidates seen as 'safe choices",reuters
194,"China's Tianqi Lithium to nominate two Chileans, U.S. executive to SQM board",17/04/2019,"SANTIAGO, April 17 (Reuters) - China's Tianqi Lithium Corpsaid and a U.S. executive as candidatesto the board of top Chilean lithium",reuters
195,"China's General Lithium to launch 60,000 T spodumene converter by end-2020",12/04/2019,"SHANGHAI, April 12 (Reuters) - General Lithium Corp, China'sfourth-biggest lithium producer, plans to start building a plantto convert",reuters
196,China's Tianqi agrees truce in battle over Chilean lithium miner SQM,11/04/2019,By Fabian CamberoSANTIAGO (Reuters) - China's Tianqi Lithium Corp of the world's second-biggest producer of lithium.Tianqi's $4.1,reuters
197,Portugal plans lithium licensing auction in May - minister,10/04/2019,"aninternational auction of lithium exploration licences nextmonth, where it will seek bidders' commitments to build a locallithium processing unit",reuters
198,China's Ganfeng boosts stake in Argentina lithium project,01/04/2019,"By Ernest ScheyderApril 1 (Reuters) - China's Ganfeng Lithium Co in an Argentina lithium project with LithiumAmericas Corp, part",reuters
199,"Anglo Pacific looks to growth in vanadium, lithium, potash, uranium",27/03/2019,"to expand in battery metals such as vanadium and lithium, or in potash ""entry point"".Other options could be lithium, potash or uranium",reuters
200,Chile launches tender for value-added lithium projects,25/03/2019,discounted Chilean lithium provided by top miner SQM. Chilean a clause obligating the company to sell lithium at a reduced price,reuters
201,Lithium executive latest to face charges in sprawling U.S. college admissions scandal,15/03/2019,chiefexecutive of Advantage Lithium Corp on Friday is set tobecome on Thursday.Advantage Lithium is in the process of developing apotential,reuters
202,Advantage Lithium replaces CEO in wake of college admissions scandal,14/03/2019,Lithium Corp said on Thursday it has temporarily replaced Chief Executive move forward with plans to develop an Argentine lithium deposit.Sidoo,reuters
203,SQM receives Chile's approval for lithium plant expansion,14/03/2019,SANTIAGO (Reuters) - Chilean lithium miner SQM on Thursday received environmental approval to expand its lithium carbonate production plant,reuters
204,Chile's SQM receives approval for lithium plant expansion -govt,14/03/2019,"SANTIAGO, March 14 (Reuters) - Chilean lithium miner SQMon Thursday received environmental approval to expandits lithium carbonate",reuters
205,Southern Copper eyes lithium project in Mexico: CEO,13/03/2019,"copper producers, is considering an investment in a lithium project company officials visited the lithium project in the state of Sonora",reuters
206,Southern Copper eyes investing in lithium project in Mexico-CEO,13/03/2019,in a lithium project in Mexico that aChinese firm is also interested,reuters
207,Advantage Lithium CEO charged in U.S. college admissions scandal,13/03/2019,"of Advantage Lithium Corp, which is developing lithium projects Lithium since 2016.Sidoo directed a request for comment to his",reuters
208,Advantage Lithium CEO charged in college admissions scandal,13/03/2019,"executive ofAdvantage Lithium Corp, which is developing lithium Lithium since 2016and his arrest throws into question the company's",reuters
209,Orocobre CEO says lithium prices likely to remain volatile,12/03/2019,"HOUSTON (Reuters) - Lithium producer Orocobre Ltd expects prices, which operates in Argentina, has seen its lithium prices drop 40",reuters
210,CERAWEEK-Orocobre CEO says lithium prices likely to remain volatile,12/03/2019,"HOUSTON, March 12 (Reuters) - Lithium producer Orocobre Ltdexpects.Orocobre, which operates in Argentina, has seen its lithiumprices",reuters
211,"Ford chairman praises CEO, mulls lithium venture",12/03/2019,"striking supply deals with a lithium producer.Ford, the second-largest with lithium producers, Ford said. Lithium is a key ingredient to make",reuters
212,"China's Tianqi Lithium to name 'fair, responsible' directors for SQM board",08/03/2019,"BEIJING, March 8 (Reuters) - China's Tianqi Lithium Corpplans stake inSQM, the world's second-biggest producer of lithium, a metal",reuters
213,Chile's Codelco continues lithium push despite slow progress: minister,06/03/2019,"Codelco will continue to develop its lithium assets, including committing unsuccessfully in recent years to attract a partner to develop its lithium",reuters
214,Chile's Codelco continues lithium push despite slow progress -minister,06/03/2019,"miner Codelcowill continue to develop its lithium assets, including lithium projects in Chile, stifled by legal andregulatory hurdles",reuters
215,RPT-INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,") - With the global race to securelithium heating up in 2016, Chile's president to halfthe world's lithium reserves, Chile tapping its state-run miner",reuters
216,Codelco's lithium push fades in favor of copper,05/03/2019,") - With the global race to secure lithium heating up in 2016, Chile's president to half the world's lithium reserves, Chile tapping its state-run miner",reuters
217,INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,") - With the global race to securelithium heating up in 2016, Chile's. Home to halfthe world's lithium reserves, Chile tapping its state",reuters
218,Chilean miner SQM sees uncertain short-term demand for lithium,28/02/2019,"for lithium butoffered a short-term prognosis clouded by the entry) of lithium to a below-market expectation of 60,000MT for 2019",reuters
219,U.S. bars lithium batteries as cargo on passenger aircraft,27/02/2019,potentially hazardous lithium-ion cells and batteries as cargo lithium-ion cells and batteries to be generally shipped with a state,reuters
220,Albemarle bullish on lithium outlook after fourth-quarter profit,20/02/2019,"(Reuters) - Albemarle Corp, the world's largest lithium producer among some investors that the race to supply lithium for batteries",reuters
221,Albemarle swings to quarterly profit on rising lithium sales,20/02/2019,"Feb 20 (Reuters) - Albemarle Corp, the world'slargest lithium",reuters
222,Livent's lithium woes in China cloud industry outlook,12/02/2019,"in Chinese lithium sales for the year because of uncertainty about, among the first major global lithium producers to post results",reuters
223,Livent to export Chinese lithium in 2019 due to policy uncertainty,12/02/2019,most of the lithium produced by its Chineseprocessing facilities in 2019 at its Argentinalithium production facility diluted evaporation ponds,reuters
224,Livent's weak outlook for Chinese lithium demand drags on shares,11/02/2019,By Ernest Scheyder(Reuters) - U.S. lithium producer Livent Corp said and weak outlook for China - the world's largest lithium consumer - seemed,reuters
225,Livent swings to quarterly profit on rising lithium demand,11/02/2019,"Feb 11 (Reuters) - Livent Corp, the lithiumproducer spun off last lithium in Argentina, posted netincome of $25.9 million, or 18 cents per",reuters
226,Bolivia picks Chinese partner for $2.3 billion lithium projects,06/02/2019,consortium to be its strategic partner on new $2.3 billion lithium projects stake in a planned joint venture with Bolivia's state lithium company YLB,reuters
227,Bolivia picks Chinese partner for $2.3 bln lithium project,06/02/2019,"a Chineseconsortium to help it produce lithium, the government said with Bolivia's state lithium companyYLB, the Bolivian firm said. Together",reuters
228,"In the new lithium 'Great Game', Germany edges out China in Bolivia",28/01/2019,"last month to help Bolivia exploit its huge lithium reserves, it hailed has not.China has been quietly cornering the global lithium market",reuters
229,"In the new lithium ""Great Game"", Germany edges out China in Bolivia",28/01/2019,adeal last month to help Bolivia exploit its huge lithiumreserves to Germany has not.China has been quietly cornering the global lithium,reuters
230,China's lithium hydroxide exports to rise this year: Pilbara CEO,25/01/2019,chemicals such as lithium hydroxide this year as domestic producers expand of lithium miner Pilbara Minerals said on Friday. The increasing exports from,reuters
231,China's lithium hydroxide exports to rise this year - Pilbara CEO,25/01/2019,of battery chemicals such as lithium hydroxide this yearas domestic of lithium miner PilbaraMinerals said on Friday.The increasing,reuters
232,Chile strikes deal with lithium miner Albemarle in contract dispute,24/01/2019,"lithium miner, Albemarle Corp, to resolve a contract dispute and would production of lithium at a discount to companies seeking to produce",reuters
233,Chile lithium miner SQM moves to safeguard secrets from China's Tianqi,24/01/2019,"purchased a coveted quarter stake in the top lithium miner.Tianqi in December Nutrienfor $4.1 billion, entitling the Chinese lithium giantto three",reuters
234,Potential Berkshire U.S. lithium project faces uphill road,22/01/2019,project to produce lithium from California geothermal wells has raised of lithium from its California geothermal wells and was in talks to supply,reuters
235,Berkshire denies media report on accord to extract lithium,20/01/2019,"on Sunday that it reached an agreement to allow extraction of lithium from its. ""There is no agreement in place with anybody to allow extraction of lithium or any",reuters
236,"Berkshire's lithium venture may supply U.S. automakers, including Tesla -FT",20/01/2019,"an agreement to allow extraction of lithiumfrom its geothermal wellswith lithium, a component for batteries to power electric cars,the newspaper",reuters
237,U.S. Energy Department to develop lithium recycling research center,18/01/2019,it is launching a research center on lithium battery recycling. The department is also launching a prize for lithium battery recycling,reuters
238,"LME to launch seven new contracts on March 11, lithium due in Q4",17/01/2019,in a statement that it expected tolaunch a lithium contract,reuters
239,Exclusive: Chile nuclear watchdog weighs probe into fraud over lithium exports - documents,15/01/2019,"of ultralight battery metal lithium, documents obtained by Reuters show of the sales of the world's top lithium producers Albemarle Corp",reuters
240,EXCLUSIVE-Chile nuclear watchdog weighs probe into fraud over lithium exports -documents,15/01/2019,failed to properlyrecord exports of ultralight battery metal lithium lithium producersAlbemarle Corp and SQM between1984 and 2015,reuters
241,"Singapore's Alliance Minerals reframes lithium supply deal, looks for new partners",14/01/2019,it had restructured an agreement tosupply lithium to a China-based to streamline operations at the BaldHill lithium mine in Western,reuters
242,"EXPLAINER-SQM and Chile reach lithium deal, but Atacama water woes continue",09/01/2019,"a $25 million compliance plan by lithiumminer SQM, ending a multi overdrawnlithium-rich brine from the Atacama salt flat.The case, now",reuters
243,Chile okays lithium miner SQM's plan to remedy water violations,07/01/2019,overdrawn lithium-rich brine from the Atacama salt flat.The plan requires the world's number two producer of lithium to reduce its,reuters
244,Chile okays lithium producer SQM's plan to remedy water violations,07/01/2019,"lithiumproducer SQM, ending a multi-year investigation by Chileanauthorities that found SQM had overdrawn lithium-rich brine fromthe Atacama",reuters
245,"Chilean lithium exports continue rise, to $949 mln in 2018 - central bank",07/01/2019,"Jan 6 (Reuters) - Chile’s exports of lithium carbonatereached $949percent.Chile lies in the ""lithium triangle"" in Argentina, Bolivia",reuters
246,Exclusive: Chile to delay arbitration with top lithium producer Albemarle,27/12/2018,", the world's top lithium producer, in anticipation that the U.S.-based miner leases mining rights to Albemarle in the lithium-rich Salar de Atacama, had",reuters
247,Russia's Rosatom tells Chile it can help boost lithium output,27/12/2018,"can boost output of lithium, a key ingredient in electric vehicle filings.SQM and Albemarle, which operate in Chile's lithium-rich Atacama",reuters
248,Orocobre price warning drags down lithium stocks,20/12/2018,MELBOURNE (Reuters) - Shares in lithium producers worldwide tumbled on Thursday after Orocobre Ltd said prices for lithium carbonate had,reuters
249,"Orocobre says lithium carbonate prices slump, does not see recovery soon",20/12/2018,"on Thursday, dragging on other lithiumproducers, after it said prices it received for its lithiumcarbonate sank sharply this quarter",reuters
250,"Australia's Kidman Resources, LG Chem ink lithium hydroxide deal",18/12/2018,"a preliminary deal to supply lithium hydroxide to LGChem Ltd will supply 12,000 tonnes of lithium hydroxide a year",reuters
251,"Portugal sees first lithium licensing tender in 2019, wants refinery",18/12/2018,"of lithium exploration licences next year, the newsecretary of state and meet an expected surgein global demand for lithium.Galamba, who took",reuters
252,Dutch start-up Lithium Werks considering European battery plant,17/12/2018,"WARSAW, Dec 17 (Reuters) - Dutch start-up Lithium Werks BV, to jointly set up a plantin Gdansk in Poland.Lithium Werks expects its",reuters
253,Albemarle closes $1.15 billion deal for Australian lithium joint venture,14/12/2018,an agreement to form a lithium joint venture with Australia's Mineral Resource lithium project in Western Australia which exports unrefined hard rock ore,reuters
254,Albemarle closes $1.15 bln deal for Australian lithium joint venture,14/12/2018,an agreement to form a lithium joint venture withAustralia's Minerallithium project in Western Australia which exports unrefinedhard,reuters
255,Mineral Resources and Albemarle agree $1.15 billion lithium deal,14/12/2018,"deal to sell a stake in its Wodgina Lithium Project and form a lithium.The deal allows Albemarle Corp, the world's top lithium producer, to expand",reuters
256,Mineral Resources and Albemarle agree $1.15 bln lithium deal,14/12/2018,a binding deal to sell a stake in its WodginaLithium Project and form a lithium joint venture with U.S.-basedAlbemarle Corp for $1.15 billion,reuters
257,Germany secures access to vast lithium deposit in Bolivia,12/12/2018,"on Wednesday sealed a partnership for the industrial use of lithium, a key raw cars.Interest in battery metals such as cobalt, nickel and lithium",reuters
258,Tesla lithium supplier Kidman settles ownership row over Australian mine,09/12/2018,"MELBOURNE (Reuters) - Kidman Resources, a supplier of lithium to U.S Lithium, a 50-50 joint venture between Kidman and SQM.Kidman bought",reuters
259,China's Tianqi says stake in Chile lithium miner SQM good for both firms,09/12/2018,Tianqi Lithium Corp said she believes investing in Chile's lithium lithium for their batteries.The Tianqi deal faced scrutiny from,reuters
260,Exclusive: Albemarle pushes Chile to reverse lithium quota decision - filings,06/12/2018,"request to boost lithium output, stressing the company's importance pressure in Chile, home to the world's largest reserves of lithium",reuters
261,Tianqi buys stake in lithium miner SQM from Nutrien for $4.1 billion,03/12/2018,By Antonio De la JaraSANTIAGO (Reuters) - China's Tianqi Lithium lithium miner SQM  from Canadian fertilizer giant Nutrien,reuters
262,China's Tianqi purchases quarter stake in lithium miner SQM for $4.066 billion,03/12/2018,percent stake in Chile lithium producer SQM for a total package price,reuters
263,Nutrien to auction stake in lithium miner SQM for over $4 billion,03/12/2018,in the world's No. 2 lithiumproducer to China's Tianqi.The Chilean Stock in the Chilean lithium producer comes asBeijing is aggressively promoting,reuters
264,Nutrien to auction stake in lithium miner SQM on December 3,28/11/2018,completing the sale of a coveted stake in the world´s No. 2 lithium producer Corp of Saskatchewan.Tianqi's interest in the Chilean lithium,reuters
265,Albemarle to respect outcome of Chile lithium arbitration -executive,28/11/2018,"of an arbitration case Chile is about to file allegingthe world's top lithium month. EricNorris, Albemarle's lithium division president, said",reuters
266,Nutrien to auction stake in lithium miner SQM on Monday,28/11/2018,the sale of a covetedstake in the world´s No. 2 lithium producer to China´s,reuters
267,Chile to file arbitration suit against lithium miner Albemarle by Dec. 15,26/11/2018,"an arbitration suit against lithium miner Albemarle by Dec. 15, alleging the world's top lithium producer had failed to adhere to the terms",reuters
268,Chile to file arbitration suit against lithium miner Albemarle by Dec 15 - Corfo vp,26/11/2018,"an arbitration suit against lithium miner Albemarle by December15, the Chilean, alleging the globe's top producer of lithiumhad failed to adhere",reuters
269,SQM's lithium sales volumes drop 27 pct after production delay,22/11/2018,"output of lithiumfrom salt flat Salar de Atacama slashed sales.SQM , the world's No. 2 producer oflithium, said the previously",reuters
270,Albemarle boosts lithium supply with $1.2 billion Australian deal,22/11/2018,"top lithium producer, has agreed to pay $1.15 billion to form a lithium the Wodgina lithium mine in Western Australia and develop a plant producing",reuters
271,Albemarle shores up lithium supply with $1.2 bln Australian deal,21/11/2018,"MELBOURNE, Nov 22 (Reuters) - Albemarle Corp, theworld's top lithium producer, has agreed to pay $1.15 billion toform a lithium joint",reuters
272,"Mali to produce lithium by 2020 with 694,000 T discovered",19/11/2018,"BAMAKO, Nov 19 (Reuters) - Mali is on track to start lithium.Lithium has become one of the world's most in-demandcommodities thanks",reuters
273,Chilean regulators reject Albemarle's plans to boost lithium output,13/11/2018,"regulators have rejected plans by Albemarle Corp, the world's top lithium tonnes of lithium carbonate in northern Chile, lacked key information",reuters
274,"Standard Lithium, Lanxess mull Arkansas lithium joint venture",12/11/2018,"By Ernest Scheyder(Reuters) - Standard Lithium Ltd said on Monday that will process lithium from Arkansas brine, part of an ongoing study",reuters
275,Australia lithium miner Altura says it has signed offtake deal with China's Ganfeng,09/11/2018,MELBOURNE (Reuters) - Australian lithium producer Altura Mining Lithium with concentrate from its Pilgangoora mine in Western,reuters
276,RPT-COLUMN-Lithium price tensions highlight need for an LME contract: Andy Home,08/11/2018,"(Repeats story sent on Thursday, no change to text)* Lithium Prices) - What's the price of lithium, the""hot metal"" at the heart of the electric",reuters
277,Albemarle freezes Chile expansion plans in wake of lithium tech scrutiny,08/11/2018,"boost lithium production in Chile, butthen postponed two expansion a process that would more than triple itslithium output in Chile",reuters
278,COLUMN-Lithium price tensions highlight need for an LME contract: Andy Home,08/11/2018,"for Reuters.)* Lithium Prices: https://tmsnrt.rs/2QtxRAkBy Andy HomeLONDON, Nov 8 (Reuters) - What's the price of lithium, the""hot metal",reuters
279,Albemarle profit rise beats forecasts on lithium price hikes,07/11/2018,", the world's largest lithium producer, on Wednesday posted quarterly profit been striving to boost production and prices of lithium, a vital",reuters
280,Albemarle quarterly profit up 9 pct on lithium price hikes,07/11/2018,"Nov 7 (Reuters) - Albemarle Corp, the world'slargest lithium",reuters
281,Albemarle's claim to unique lithium technology draws scrutiny,07/11/2018,"a unique process that would more than triple its lithium production from largest lithium company, just as global demand for the light metal",reuters
282,"Lithium-producer Livent says FMC sale to bring certainty for staff, investors",06/11/2018,(Reuters) - Lithium producer Livent Corp says majority owner FMC it plans to report lithium division results as part of its own results,reuters
283,Livent quarterly profit jumps 18 percent on rising lithium demand,05/11/2018,"Nov 5 (Reuters) - Livent Corp, the lithium producerspun off last to report lithium divisionresults as part of its own results through",reuters
284,Lithium miner SQM shares climb after Chile court rejects appeals,31/10/2018,"SANTIAGO, Oct 31 (Reuters) - Shares of Chilean lithium minerSQM court rejected appeals to block TianqiLithium Corp's $4.1 billion",reuters
285,"Lithium miner SQM shares up 2.7 pct, Chile court clears way for Tianqi stake purchase",26/10/2018,"SANTIAGO, Oct 26 (Reuters) - Shares in lithium miner SQMjumped 2.7 to block Chinese miner Tianqi Lithium Corp's$4.1 billion purchase",reuters
286,A water fight in Chile's Atacama raises questions over lithium mining,19/10/2018,biggest lithium producers publicly celebrated new deals with Chile's of the world's richest deposits of high-grade lithium. Lithium-ion batteries,reuters
287,INSIGHT-A water fight in Chile's Atacama raises questions over lithium mining,18/10/2018,"this year,the world's two biggest lithium producers publicly celebrated lithium. Lithium-ion batteries are key components formost consumer",reuters
288,Chilean court freezes sale of stake in lithium giant SQM to Tianqi,11/10/2018,"suspended the sale of a coveted stake in lithium producer SQM <SQM_pb.SN> to China's Tianqi Lithium Corp, saying it will consider",reuters
289,Chilean court suspends sale process to Tianqi of lithium miner SQM,11/10/2018,stake in lithium producer SQM toChina's Tianqi Lithium Corp in theworld's No. 2 producer of lithium.The court said arguments,reuters
290,"Livent drops in IPO on lithium concerns, CEO sees spiking demand",11/10/2018,"By Ernest ScheyderHOUSTON (Reuters) - Lithium producer Livent Corp for a lithium IPO in as many days, even as the company's chief",reuters
291,Livent expects spiking lithium demand to outpace supply -interview,11/10/2018,"HOUSTON, Oct 11 (Reuters) - Lithium producers may struggleto supply",reuters
292,Lithium producer Livent falls 3.6 percent in market debut,11/10/2018,"(Reuters) - Lithium producer Livent Corp  fell 3.6 declines in prices of lithium in China, the world's largest consumer",reuters
293,Lithium producer Livent falls 3.6 pct in market debut,11/10/2018,"Oct 11 (Reuters) - Lithium producer Livent Corpfell 3.6 percent in prices of lithium in China,the world's largest consumer",reuters
294,China's Ganfeng Lithium set to open down 7 percent,10/10/2018,"HONG KONG, Oct 11 (Reuters) - China's top lithium producerGanfeng Lithium was set to open down 7 percent on itsHong Kong debut, a warning",reuters
295,Lithium producer Livent's IPO priced at $17/share: bookrunner,10/10/2018,offering of lithium producer Livent Corp was priced at $17 per share the ticker 'LTHM'. Livent holds the lithium business of pesticides maker FMC,reuters
296,Lithium producer Livent's IPO priced at $17/share - bookrunner,10/10/2018,public offering of lithiumproducer Livent Corp was priced at $17 per the ticker 'LTHM'.Livent holds the lithium business of pesticides maker,reuters
297,Chile studying possible lithium trade on LME -mines minister,10/10/2018,"By Fabian CamberoOct 10 (Reuters) - Chile has called for lithium.At present, lithium producers negotiate contracts withbuyers",reuters
298,Albemarle shares drop after Chile rejects hike in lithium quota,08/10/2018,the company's quota to sell lithium produced from its Salar de Albemarle's March request to increase its quota to sell lithium products,reuters
299,Albemarle shares drop after media report on Chile lithium quota,08/10/2018,refused to increase the company's lithiumproduction quota to the world's largest lithium producer's aimto increase output of the light,reuters
300,Chile regulator refuses to raise Albemarle lithium output quota: newspaper,06/10/2018,) refused to increase the lithium production quota for U.S.-based of Metallic Lithium Equivalent based on a declared improvement,reuters
301,Chile regulator refuses to raise Albemarle lithium output quota -newspaper,06/10/2018,(CCHEN) refused to increase the lithium productionquota for U.S.-based tons of Metallic Lithium Equivalent based ona declared improvement,reuters
302,Trump says Pentagon to produce lithium sea-water batteries,05/10/2018,there was a shortfall in the U.S. defense industrial base relating to lithium. capabilities to manufacture products such as lithium sea-water batteries,reuters
303,RPT-Bolivia to pick new junior partner on lithium in coming weeks -official,05/10/2018,juniorpartner in the coming weeks to help industrialize its lithium.The other offers to work with Bolivia to tap twolithium-rich salt,reuters
