,headline,date,snippet,source
228,Japan industry ministry gets $423 million extra budget to strengthen resource policy,17/12/2019,"are used in electric vehicles and lithium batteries, its budget",reuters
229,Japan industry ministry gets $423 mln extra budget to strengthen resource policy,17/12/2019,", which are used in electric vehiclesand lithium batteries, its budget",reuters
230,"Tesla, Apple among firms accused of aiding child labor in Congo",17/12/2019,Cobalt is essential in making rechargeable lithium batteries used,reuters
231,"REFILE-Tesla, Apple among firms accused of aiding child labor in Congo",16/12/2019,lithium batteriesused in millions of products sold by the tech industry,reuters
232,Australia's Mineral Resources flags lower lithium sale price at WA project,12/12/2019,price for lithium from its Western Australiaproject for the December concentrate shipments at itsMt Marion Lithium Project has been set,reuters
233,Long wait seen for electric planes despite historic first flight,12/12/2019,Foundation.The lithium battery used in the Canadian flight could only power,reuters
234,Albemarle CEO says long-term lithium demand remains 'robust',12/12/2019,"(Reuters) - Albemarle Corp, the world's largest lithium producer defense of the company, which produces lithium in Chile and Australia",reuters
235,"Australia's Prospect Resources in talks to sell stake, lithium supply to Russia's Rosatom",11/12/2019,(Reuters) - Australian lithium developer Prospect Resources Ltd < financial terms of the potential lithium supply deal. Prospect shares,reuters
236,Indonesia targets starting up EV battery plants in 2023,10/12/2019,"JAKARTA (Reuters) - Indonesia is aiming to start making lithium to build lithium battery plants in Indonesia,"" Pandjaitan told",reuters
237,Brooklyn gets New York's biggest battery park from Italy's Enel,09/12/2019,developed a 4.8-megawatt lithium ion battery system near a shopping center,reuters
238,Australia-listed Novonix in battery anode supply deal with Samsung SDI,09/12/2019,Samsung SDI Co with synthetic graphiteanode material for lithium-ion,reuters
239,"Fix climate crisis because Earth is all we've got, Physics Nobel prize winner says",07/12/2019,"the lithium-ion battery, said a pragmatic approach was needed in mind,"" he said at the same event. ""I think lithium batteries",reuters
240,"GM, LG Chem to build $2.3 billion electric vehicle battery plant in Ohio",05/12/2019,"of Piedmont Lithium Ltd , which is developing a lithium mine near Charlotte, North Carolina. Lithium is a key material in EV batteries",reuters
241,RPT-COLUMN-Nickel bubble deflates but a bear trap may be opening: Andy Home,05/12/2019,be on the electric vehicle (EV) investmentgrid because of its use in lithium-ion,reuters
242,COLUMN-Nickel bubble deflates but a bear trap may be opening: Andy Home,05/12/2019,be on the electric vehicle (EV) investmentgrid because of its use in lithium-ion,reuters
243,Chile eyes state-backed lithium push in far-flung salt flats,03/12/2019,"salt flat may get all the attention when it comes to lithium ahead with lithium projects in the region.""It seems to me, to say",reuters
244,Blackstone Minerals partners with S. Korean firm for lithium ion battery production,01/12/2019,comes amid increasing headwinds in the lithiumindustry with sales of EVs,reuters
245,Portugal's students march for climate as Greta visit delayed,29/11/2019,"""On the contrary, a new airport, lithium mines and bigger ports",reuters
246,Australia's Alita Resources plans for loan to repay largest shareholder,29/11/2019,(Reuters) - Lithium miner Alita Resources Ltd's  < until there is an update on the company's review.Lithium prices have,reuters
247,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end: mining minister,28/11/2019,"top lithium miner SQM to decide by year's end what it will do in lithium, Chile's mining minister told Reuters.Though Maricunga's 90",reuters
248,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end - mining minister,28/11/2019,"asked toplithium miner SQM to decide by year's end what it will do in lithium, the country's mining minister told Reuters.Though",reuters
249,"Bids for mothballed Quebec lithium plant due by January, trustee says",27/11/2019,SZ> mothballed lithium plant in the Canadian province of Quebec monitor overseeing the auction said on Wednesday.Lithium is expected,reuters
250,Portugal's government under fire over controversial lithium contract,27/11/2019,a contract giving exploration rights for lithium mining to a three-day in March between Lusorecursos Portugal Lithium and the government,reuters
251,Portugal's Lusorecursos in talks to fund 400 mln euro lithium project,27/11/2019,"to explore for lithium in the country's northern region.Portugal is Europe's biggest lithium producer, but itsminers sell almost exclusively",reuters
252,Japan's Hitachi nears deal to sell chemical unit to Showa Denko: Nikkei,25/11/2019,", displays and lithium-ion batteries. (Reporting by Arunima Kumar",reuters
253,CANADA STOCKS-TSX set to break 5-day losing streak on improving trade sentiment,25/11/2019,"heavily traded shares by volume were Husky Energy, Nemaska Lithium",reuters
254,"RPT-As lithium prices drop, private equity investors hunt for deals",25/11/2019,"emboldened by the lithium industry's malaise, forgingplans to invest battery metal.A more than 50 percent drop in lithium prices since",reuters
255,"As lithium prices drop, private equity investors hunt for deals",22/11/2019,"investors have grown emboldened by the lithium industry's malaise, forging in lithium prices since 2018 has unnerved industry executives, fueling cuts",reuters
256,"Lithium miner SQM dodges impacts from Chile protests, hit by lower prices",21/11/2019,">, the world's No. 2 lithium producer, said a month of violent on annual results.Chile is the world's No. 2 producer of lithium, behind",reuters
257,Lithium miner SQM says no economic impact yet from Chile protests,21/11/2019,"SANTIAGO (Reuters) - Chilean miner SQM, the world's No. 2 lithium",reuters
258,"Chile's SQM profits plunge in Q3 as lithium prices, demand growth fall short",21/11/2019,"of lithium, said its profits had plungedagain in the third quarter",reuters
259,BMW orders more than 10 billion euros' worth of battery cells,21/11/2019,the lithium from mines including in Australia.BMW plans to have 25 electrified,reuters
260,Deals of the day-Mergers and acquisitions,20/11/2019,agreement that would giveCEZ a 51% stake in the Cinovec lithium,reuters
261,ASIA COPPER WEEK-LME plans to launch several contracts in 2020 -CEO,20/11/2019,"lithium contract inthe second quarter of 2020, Chamberlain said, after.Chamberlain said the lithium contract launch is ""likely tobe Q2 2020",reuters
262,"CEZ, European Metals in conditional agreement over lithium project stake",20/11/2019,"% stake in the Cinovec lithiumproject, the companies said on Wednesday to the Cinoveclithium/tin project in the Czech Republic, which it says",reuters
263,LME weighs several contract launches in 2020 - CEO,20/11/2019,on Wednesday.The LME is also likely to launch its lithium contract,reuters
264,CORRECTED-Australia signs critical minerals research agreement with U.S,19/11/2019,"of elements such as lithium,cobalt and neodymium used in high tech",reuters
265,French and Benelux stocks-Factors to watch,19/11/2019,"in South Australia, theworld's largest lithium ion battery, by 50",reuters
266,Indonesia hopes for environmental nod soon for battery-grade nickel plants,18/11/2019,"rule to allow the import of used lithium battery components imports of used lithium batteries, but he said the new rule would allow",reuters
267,Neoen to expand world's largest lithium ion battery in Australia,18/11/2019,", the world's largest lithium ion battery, by 50% to help improve",reuters
268,France's Neoen announces 50% rise in Australia Hornsdale battery capacity,18/11/2019,"in South Australia, the world's largestlithium ion battery project",reuters
269,Airbus-backed tournament unveils first electric racing aircraft,18/11/2019,Lithium batteries installed under the fuselage of the plane,reuters
270,CORRECTED-Airbus-backed tournament unveils first electric racing aircraft,18/11/2019,said.Lithium batteries installed under the fuselage of the plane,reuters
271,Sumitomo Metal says on track for FID on Pomalaa nickel project by end-March,18/11/2019,)cathodematerials used in Panasonic Corp's lithium-ion battery,reuters
272,"REFILE-Australia's Galaxy Resources to cut costs, volumes at flagship mine",17/11/2019,") - Australian lithium miner Galaxy Resourceson Monday said%, while forecasting lower output forthe full year.Australian lithium",reuters
273,Eramet CEO says plans FID on Argentina lithium project in Q1 2020,15/11/2019,"lithium development project inArgentina, with an aim to start to produce 3,000 tonnes of battery-gradelithium carbonate in 2021",reuters
274,"Hit by drought and power cuts, Zimbabwe steps up battery storage",15/11/2019,"“For Tesla lithium-ion battery installations at our base station and sites, we Management Department.“Lithium-ion batteries can alleviate power shortages",reuters
275,Argentina's lithium producers hopeful as Fernandez set to take power,15/11/2019,"lithiumproducers are cautiously optimistic that President-elect Alberto for several industries, including lithium,limitations that slowed",reuters
276,Russia's Putin warns Bolivia is on the brink of chaos,14/11/2019,"and lithium as areas for cooperation.Earlier on Thursday, Russian Deputy",reuters
277,Australia's Pilbara Minerals to reopen Pilgangoora lithium project shortly -CEO,13/11/2019,"should resume operations at its Pilgangooralithium-tantalum project possibly expect.""The company is a supplier of lithium for use in electric",reuters
278,Lithium producers hit by first big downturn of electric vehicle era,13/11/2019,"By Ernest ScheyderLOS ANGELES (Reuters) - The burgeoning lithium Corp , Tianqi Lithium Corp <002466.SZ> and others",reuters
279,Zimbabwe to enforce 'use it or lose it' policy for mining assets,13/11/2019,"lithium, gold and diamond deposits, but many investors fret over whether",reuters
280,Chinese national pleads guilty in U.S. court to stealing Phillips 66 trade secrets,12/11/2019,for lithium ion battery materials on Tan’s laptop. (Reporting by Eric,reuters
281,Equifax settlement faces objection campaign by class action disruptor,11/11/2019,claims in a batch for all of its eligible subscribers. In the lithium ion,reuters
282,Russia accuses Bolivian opposition of unleashing violence,11/11/2019,"to Bolivian gas and lithium as areas for cooperation. ""We are alarmed",reuters
283,NASA unveils its first electric airplane - a work in progress,09/11/2019,by specially designed lithium ion batteries - NASA deemed the Maxwell ready,reuters
284,"Albemarle's lithium prowess questioned by analysts, dragging on shares",08/11/2019,By Ernest Scheyder(Reuters) - Albemarle Corp's lithium business as prices plunge due to oversupply.Lithium companies have produced far more,reuters
285,Coal-reliant Poland's e-car push clouded by EU emissions row,08/11/2019,", spurred by efforts to combat climate change, Warsaw is counting on lithium was the EU's biggest exporter of lithium ion batteries - with sales",reuters
286,Albemarle warns of 'challenging' lithium market through next year,07/11/2019,", the world's largest lithium producer, warned on Thursday that prices market, lithium producers are in a nightmare of their own making",reuters
287,Hamstrung Zimbabwe miners call to keep export earnings in dollars,07/11/2019,"platinum reserves and large lithium, gold and diamond deposits, but many",reuters
288,RPT-COLUMN- Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,"the world, protesters were blocking accessroads to SQM's lithiumlithium, holds massive promise for the world's miners, but toreap",reuters
289,Albemarle plans $100 million cost cuts to counter low prices,06/11/2019,"years, as the world's largest lithium producer grapples with a fall details on the program on Wednesday.Supply of lithium, used to power",reuters
290,Albemarle targets over $100 mln in cost savings,06/11/2019,"in the next two years, as the world's largestlithium producer struggles",reuters
291,Livent CEO sees 'difficult environment' for lithium producers,06/11/2019,By Ernest Scheyder(Reuters) - The lithium industry is working of its annual lithium hydroxide production until 2020.While Livent,reuters
292,Livent CEO sees 'difficult environment' for lithium industry,06/11/2019,"Nov 6 (Reuters) - The lithium industry is working through""difficult lithiumhydroxide to customers until they need it in 2020.(Reporting",reuters
293,Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,"access roads to SQM's lithium operations high in Chile's Atacama revolution, at the heart of which sits lithium, holds massive promise",reuters
294,COLUMN- Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,"blocking accessroads to SQM's lithium operations high in Chile's Atacama revolution, at the heart of which sitslithium, holds massive promise",reuters
295,Volvo Cars to trace battery cobalt using blockchain technology,06/11/2019,"as it is a key mineral for makinglithium-ion batteries, but governance such as lithium and nickelin the future.(Reporting by Johannes Hellstrom; editing by Niklas Pollard)",reuters
296,Lithium Australia's unit to supply recycled battery metals to South Korean firm,05/11/2019,"(Reuters) - Lithium Australia NL said its Envirostream Australia unit metals cobalt, nickel and lithium extracted from recycled lithium-ion",reuters
297,Trump EPA plans to ease Obama-era U.S. rules on toxic coal ash,04/11/2019,Carcinogens like arsenic and neurotoxins such as lead and lithium can,reuters
298,COLUMN-Zinc and lead supply hits push expected surpluses into 2020: Andy Home,04/11/2019,"is seeing weakness inautomotive production and ""increased use of lithium-ion",reuters
299,Bolivia's lithium partnership with Germany's ACI Systems hits snag,03/11/2019,"company ACI Systems for the industrial use of lithium hit a snag when of the lithium-rich Potosi region said on Sunday.Potosi, in southwest Bolivia",reuters
300,Trading firm Traxys agrees cobalt marketing deal with Nornickel: sources,01/11/2019,is a key component of the lithium-ion rechargeable batteries of the cobalt amounts to be used for electric vehicle lithium-ion,reuters
301,Trading firm Traxys agrees cobalt marketing deal with Nornickel - sources,01/11/2019,component of the lithium-ion rechargeablebatteries that power electricvehicle lithium-ion rechargeable batteries range between 20% and45,reuters
302,Downturn in battery raw materials claims more Australian victims,01/11/2019,"outlook for demand. Major lithium producer Albemarle, which took control of Australia's Mineral Resources, moved its Wodgina lithium mine",reuters
303,"Mineral Resources, Albemarle pause Wodgina output on weak lithium market",31/10/2019,"operations at the Wodgina Project due to ""challenging"" lithium market conditions. Australian lithium producers had earlier this year flagged",reuters
304,'So much damage': Chile protests flare back up as reforms fall short,30/10/2019,closed Tuesday. Chile's all-important copper and lithium mining access to lithium miner SQM's operations in the Atacama salt flat,reuters
305,"LME to launch lithium committee including Tesla, Albemarle",29/10/2019,"and users of lithium, a key component in electric car batteries, it said Land Rover, and lithium producers and processors Tianqi Lithium",reuters
306,LMEWEEK-LME's planned lithium committee to include Tesla and Albemarle,29/10/2019,"of producers and users of lithium, a keyingredient in batteries and lithium producersand processors Tianqi Lithium Australia, BASF",reuters
307,CORRECTED-Rio Tinto says miners need to leverage technology as scrutiny of the industry rises,29/10/2019,looking into generating battery-grade lithiumcarbonate from waste rock,reuters
308,"Savannah Resources in talks with carmakers, sees Portuguese lithium in 2021",28/10/2019,"commercial lithium production in northern Portugal in 2021.Portugal is Europe's biggest lithium producer, but its miners sell almost",reuters
309,"Stung by sliding prices, lithium industry pares back expansions",28/10/2019,"By Ernest Scheyder(Reuters) - Albemarle Corp, SQM and other lithium of vehicles during the next decade with lithium-ion batteries",reuters
310,"LME WEEK-Stung by sliding prices, lithium industry pares back expansions",28/10/2019,lithium producers have been scaling back expansion plansas near-term during thenext decade with lithium-ion batteries are expected to help,reuters
311,"Ganfeng Lithium third-quarter profits crash on lower prices, fair value loss",28/10/2019,"By Tom DalyBEIJING (Reuters) - China's Ganfeng Lithium <002466.SZ in electric vehicle batteries.Ganfeng, one of the world's top lithium producers",reuters
312,"Ganfeng Lithium Q3 profits crash on lower prices, fair value loss",28/10/2019,"* Lithium producer posts Q3 profit of 33.4 mln yuan, -86.5%y/y) - China's Ganfeng Lithiumsaid on Monday its net profit slumped86.5",reuters
313,METALS-London zinc climbs for 4th day as inventories slide,27/10/2019,broke out a week ago overentrenched inequality. * LITHIUM have blocked access to lithiumoperations amid nationwide rallies over,reuters
314,Chile protesters block access to lithium operations: local leader,25/10/2019,"reserves of lithium, have blocked access to lithium operations amid to the world's top two lithium producers: Chile's SQM  and U.S",reuters
315,Chile protesters block access to lithium operations - local leader,25/10/2019,"richest reserves of lithium, have blocked access to lithiumoperations to the world's top two lithiumproducers: Chile's SQM and U.S.-based",reuters
316,Albemarle cuts 2019 forecast on lithium price pressure,24/10/2019,"(Reuters) - Albemarle Corp , the world's largest lithium shares down nearly 7% in extended trading.Demand for lithium, a key",reuters
317,METALS-Nickel rises on Ramu nickel project shutdown in Papua New Guinea,23/10/2019,* LITHIUM: Australian lithium miner Galaxy Resources Ltdsaid,reuters
318,Australia's Galaxy Resources to cut lithium production,23/10/2019,(Reuters) - Australian lithium miner Galaxy Resources Ltd said and short-term sentiment in the electric vehicle and lithium-ion,reuters
319,Australia's Galaxy Resources to review operations at Mt. Cattlin lithium mine,23/10/2019,"most important lithium mine, dueto weak market conditions in the sector.Australian lithium producers have been cutting supply amidplummeting",reuters
320,Tianqi Lithium has first loss in 5-1/2 years as lithium prices crash,22/10/2019,"* Lithium prices fall sharply; firm also blames SQM loans* Full-year profitBEIJING, Oct 22 (Reuters) - Tianqi Lithium Corp,one of the world's",reuters
321,Russia-Zimbabwe platinum venture needs $500 million for first phase,22/10/2019,of electric cars powered by lithium batteries.GDI said in a statement its lead,reuters
322,METALS-Copper rises as Chile unrest raises supply concerns,22/10/2019,talks.* LITHIUM: Rio Tinto Plc is studying ways to extractlithium from,reuters
323,METALS-Copper edges up as unrest in top producer Chile intensifies,21/10/2019,"because their supply chainis going down the tubes,"" Trump said.* LITHIUM: Rio Tinto Plc is studying ways to extractlithium from waste rock",reuters
324,Rio Tinto studying ways to produce lithium from waste rock at California mine,21/10/2019,is studying ways to extract lithium from waste rock at a mine it controls probing the tailings for gold and discovered lithium at a concentration,reuters
325,"Evo or not, Bolivia faces uncharted waters ahead",19/10/2019,into a global lithium producer have faced repeated delays and resistance,reuters
326,"REFILE-Evo or not, Bolivia faces uncharted waters ahead",19/10/2019,taken office and his efforts to turn Bolivia into a globallithium,reuters
327,Explainer: Bolivia's 'Evo' - socialist icon or would-be dictator?,18/10/2019,"economy, including gas and a nascent lithium sector.He faces",reuters
328,"EXPLAINER-Bolivia's ""Evo"": socialist icon or would-be dictator?",18/10/2019,"economy, including gas and a nascent lithium sector.He faces",reuters
329,"Syrah Resources to cut jobs, output at Mozambique graphite project",18/10/2019,Australian lithium miners to cut supply.The miner said full-year,reuters
330,COLUMN-The battery metal no one wants to talk about: Andy Home,17/10/2019,on lithium-ion battery production tomeet EV demand over the coming,reuters
331,Neometals to partner with German firm to commercialize battery recycling tech,16/10/2019,"Group GmbH to commercialize the miner's lithium-ion battery recycling, manage and operate Neometals' lithium-ion recycling business.Setting",reuters
332,Neometals to partner with German firm to commercialise battery recycling tech,16/10/2019,GmbH to commercialise the miner'slithium-ion battery recycling and operate Neometals' lithium-ion recyclingbusiness.Setting up,reuters
333,"E-cigarette, tobacco, cannabis 'litter' studied at Bay-area high schools",16/10/2019,"lithium-ion batteries, Mock told Reuters Health by email. In addition",reuters
334,China lead producer Yuguang eyes move into battery manufacturing,16/10/2019,with lithium-ion batteries.Yuguang has not previously made batteries,reuters
335,Russia's Rosatom may buy controlling stake in Chile lithium project,15/10/2019,", may buy a controlling stake in a lithium project in Chile's Atacama salt flat, home to leading lithium producers SQM ",reuters
336,Russia's Rosatom may purchase controlling stake in lithium project in Chile,15/10/2019,"in a lithium project in Chile fromCanada-listed Wealth Minerals Ltd inWealth Minerals's Atacama lithium project in northern Chile, itadded",reuters
337,UK Stocks-Factors to watch on Oct 15,15/10/2019,*BACANORA: London-listed Bacanora Lithium plans a $300 millioncapital raise early next year and says a deal with China's Ganfeng Lithium Co,reuters
338,Ganfeng’s lithium expertise set to power Bacanora’s Mexico project,14/10/2019,By Barbara LewisLONDON (Reuters) - London-listed Bacanora Lithium with China's Ganfeng Lithium Co Ltd puts it in a better position to raise,reuters
339,Vast Resources to sign diamonds joint venture deal in Zimbabwe,11/10/2019,"of Zimbabwe's mineral resources, with its diamond, platinum and lithium",reuters
340,Bain and Carlyle among shortlisted bidders for Japan's Hitachi Chemical: sources,11/10/2019,"for semiconductors, displays and lithium-ion batteries, has a current",reuters
341,Japan stocks come off lows as trade optimism improves,09/10/2019,"rechargeable lithium-ion batteries, which havepowered the revolution",reuters
342,Battery pioneers who made mobile revolution possible win Nobel chemistry prize,09/10/2019,"power in peoples pockets by developing rechargeable lithium-ion Committee said on Wednesday.""Lithium-ion batteries have revolutionised",reuters
343,RPT-COLUMN-United States races to build critical minerals alliances: Andy Home,07/10/2019,"and its 17 advanced and near-stagelithium projects.Australia, meanwhile, is already a growing lithiumproduction powerhouse and in the form",reuters
344,COLUMN-United States races to build critical minerals alliances: Andy Home,07/10/2019,"-stagelithium projects.Australia, meanwhile, is already a growing lithiumproduction powerhouse and in the form of Lynas Corpboasts",reuters
345,PRESS DIGEST- British Business - Oct 2,01/10/2019,millioneuros ($109.35 million) to power trains with lithium batteries,reuters
346,"Owners of dive boat that sank off California coast, killing 34, suspend operations",01/10/2019,"use of lithium-ion batteries and chargers on board, suggesting",reuters
347,CANADA STOCKS-TSX futures gain as oil prices recover,01/10/2019,"buyers for four planes whose leases had expired.Lithium Americas Corp Cauchari-Olaroz lithiumbrine project, a bullish move linked",reuters
348,Congo mine deploys digital weapons in fight against conflict minerals,01/10/2019,"including Ford and IBM to trace cobalt, a component in lithium-ion batteries",reuters
349,INSIGHT-Congo mine deploys digital weapons in fight against conflict minerals,01/10/2019,"inlithium-ion batteries. That system uses blockchain, thetechnology",reuters
350,"Lithium Americas boosts budget, production target for Argentina project",30/09/2019,"By Ernest ScheyderSept 30 (Reuters) - Lithium Americas Corp-Olaroz lithium brine project, a bullish move linked tothe electric",reuters
351,REFILE-Fruit fly trial unlocks clues for 'polypill' to beat ageing,30/09/2019,"who co-led the work.The three drugs - the mood stabiliser lithium thatindividually, lithium, trametinib and rapamycin can each extendlifespan",reuters
352,Fruit fly trial unlocks clues for 'polypill' to beat aging,30/09/2019,"stabilizer lithium, a cancer treatment called trametinib and an immune finding that individually, lithium, trametinib and rapamycin can each",reuters
353,EMERGING MARKETS-Latam markets subdued as trade woes persist,30/09/2019,pressure afterdata showed its production of both copper and lithium jumped,reuters
354,"""Not just for the pooches"": Portugal's ""animal party"" could be kingmaker",27/09/2019,to postpone a planned auction oflicenses to explore for lithium mining,reuters
355,Nine countries join U.S. strategic minerals initiative,26/09/2019,"their minerals such as lithium, copper and cobalt, as well as advise",reuters
356,CANADA STOCKS-TSX futures slip on lower oil prices,25/09/2019,were down0.38%.TOP STORIESLithium Americas Corp has cut its budget,reuters
357,"Lithium Americas trims production target, budget for Nevada mine",25/09/2019,By Ernest ScheyderSept 25 (Reuters) - Lithium Americas Corp has cut on Wednesday from the BritishColumbia-based company comes as lithium prices,reuters
358,Tianqi Lithium in supply deal with Sweden's Northvolt,24/09/2019,"BEIJING (Reuters) - China's Tianqi Lithium Corp <002466.SZ, one of the world's biggest lithium producers, said on Tuesday that its",reuters
359,RPT-India's corporate tax cut to boost smartphone manufacturing -executives,23/09/2019,"display panels, lithium cells and camera modules, industryexecutives",reuters
360,Miners push for U.S. Congress to vote on electric vehicle supply chain bills,23/09/2019,"to speed U.S. production of lithium and other metals for the burgeoning of lithium and consumer of copper.""We don't have great clarity",reuters
361,India's corporate tax cut to boost smartphone manufacturing -executives,23/09/2019,"of components like phonedisplay panels, lithium cells and camera",reuters
362,METALS-London copper edges up ahead of Fed rate decision,18/09/2019,"U.S. voters go to the polls.* CHILE LITHIUM: Chile is making a renewed lithiumdeposits, piquing interest from China, Japan and Europe",reuters
363,Australian lithium recovery seen by mid-2020 as EV production revs up,17/09/2019,"the electric-vehicle sector alongside supply cuts should help Australian lithium of spodumene, a type of concentrated lithium ore that accounts for about half",reuters
364,Solid battery demand to drive Australian lithium recovery by mid-2020,17/09/2019,"vehicle sector alongside supply cuts should helpAustralian lithium miners.Australian producers of spodumene, a type of concentratedlithium ore",reuters
365,"Chile taps China, Japan in lithium-for-tech push; faces tough sell",17/09/2019,"in return for access to its lithium deposits, piquing interest from China, the world's No. 2 lithium producer, has held global road shows ahead",reuters
366,U.S. 'falling behind' in global race to develop electric vehicle supply chain,17/09/2019,"to dominate the market for lithium, rare earths, cobalt and other so-called",reuters
367,"Political turmoil, price freeze cast shadow on Argentina's Vaca Muerta",16/09/2019,Muerta and the country's lithium mining sector. Kezia McKeague,reuters
368,Charred wreckage of California dive boat raised from ocean floor,12/09/2019,of lithium-ion batteries and chargers on board and to review escape routes into the possibility that the fire was ignited by lithium devices,reuters
369,"Brazilian lithium producer Sigma in talks with Tesla, other automakers",12/09/2019,"-basedlithium startup Sigma Lithium Resources Corp has heldtalks lithium mining in the Brazilian state of Minas Gerais, metwith Tesla",reuters
370,Wacker Chemie takes 25% in British battery materials maker,12/09/2019,"of lithium-ion batteries, Wacker Chemie said, addingthe investment would-performance batteries"".Anodes for standard lithium-ion batteries",reuters
371,Chilean lithium producer SQM bullish on white gold demand; shares rise,11/09/2019,By Fabian CamberoSANTIAGO (Reuters) - Shares in Chilean lithium $1.332 billion of this investment would be in lithium operations,reuters
372,U.S. Coast Guard issues lithium battery warning following California boat fire,11/09/2019,"routes, crew training and the charging oflithium-ion batteries and consider limiting the unsupervised charging oflithium-ion",reuters
373,Chinese firms out in force at Frankfurt boosted by battery builders,11/09/2019,bigger presence is also due to Europe's lack of expertise in lithium,reuters
374,Tianqi starts lithium battery chemical production in Western Australia,11/09/2019,"MELBOURNE (Reuters) - China's Tianqi Lithium has begun production of lithium hydroxide at its Western Australian plant this week, it said",reuters
375,German stocks - Factors to watch on September 11,11/09/2019,"to buy lithium ion battery cellsfrom Farasis Energy, a Chinese-American",reuters
376,Daimler to source battery cells from Farasis Energy,10/09/2019,FRANKFURT (Reuters) - Daimler has struck a deal to buy lithium ion million) to build the German plant. Daimler will use lithium ion,reuters
377,Electric car boom to turbocharge battery metal producers: Moody's,10/09/2019,"producer, as well as lithium, nickel and copper. However, weak",reuters
378,Electric car boom to turbocharge battery metal producers - Moody's,10/09/2019,", of which DRCis the world's number one producer, as well as lithium",reuters
379,Clean energy or food? Asian nations grapple with new demands on land,10/09/2019,"from mining for minerals such as copper, cobalt, lithium and rare earth",reuters
380,Shareholders of Australia's Kidman Resources approve Wesfarmers takeover,04/09/2019,of the lithium miner for aboutA$776 million ($524.11 million).At a meeting,reuters
381,Indonesia sees surge in nickel-related exports after ore export ban,04/09/2019,"exceed $30 billion, including exports of lithium batteries,"" Pandjaitan lithium battery project by several companies, including Contemporary",reuters
382,China's CATL buys into beaten down Australian lithium miner Pilbara,04/09/2019,"in Australian lithium miner Pilbara Minerals, both companies said ingredients such as lithium, nickel and cobalt ahead of an expected demand",reuters
383,METALS-London copper rebounds from a two-year low,04/09/2019,fell 0.4%.* LITHIUM: China electric vehicle battery maker CATLhas taken a stake in Australia's lithium minerPilbara Minerals.* For the top,reuters
384,CORRECTED-UPDATE 1-Australia's Pilbara Minerals boosts Pilgangoora ops through $62 mln raising,03/09/2019,the miner took astake in its flagship Pilgangoora lithium project.The lithium market is going through a lean phase as China'ssales of electric,reuters
385,"Patterson-UTI says no plans to invest in e-frac, points to oversupplied market",03/09/2019,"on lithium battery packs, in addition to diesel. The hybrid rigs help",reuters
386,METALS-Shanghai nickel hits record high on Indonesia ore export ban,03/09/2019,Mutanda mine in theDemocratic Republic of Congo.* LITHIUM: Having raced to ramp up lithium production overthe past five years to exploit,reuters
387,MINOR METALS-Glencore's plans trigger cobalt price rally to six-month high,02/09/2019,to make lithium-ion rechargeable batteries forelectric vehicles and mobile,reuters
388,Australian lithium miners submerged by low prices,02/09/2019,"lithium production over the past five years to exploit surging prices among lithium miners."" Australia accounts for about half",reuters
389,METALS-Nickel jumps as Indonesia expedites ore export ban,01/09/2019,", sourcestold Reuters.* LITHIUM: Chile's state-owned Codelco a joint lithium project with foreign-backed miner SalarBlanco, a company",reuters
390,Chile's Codelco to decide by early 2020 on Maricunga lithium project,30/08/2019,"whether to pursue a joint lithium project withforeign-backed miner Salar Lithium PowerInternational, with smaller stakes held by Canada’sBearing",reuters
391,"Australian shares ride trade war 'sugar rush', NZ also rises",29/08/2019,"Mining Ltdadvanced 2.3% and 2.7%, respectively.Lithium miner Galaxy",reuters
392,Portugal vows to hold delayed lithium tender by year-end,29/08/2019,"plans foran international licensing tender for lithium exploration is already Europe's biggest lithium producer, butits miners sell almost",reuters
393,Australia's Galaxy Resources posts large loss on impairment charge,29/08/2019,(Reuters) - Lithium miner Galaxy Resources Ltd ,reuters
394,METALS-Nickel rises on signs of near-term tight supply,29/08/2019,"processing plant.* LITHIUM: China's biggest lithium producer, Ganfeng LithiumCo,, saw its first-half profits plunge 59%as rising supply",reuters
395,Australian shares edge up as risk appetites in check; NZ retreats,29/08/2019,"%.Tech stocks and lithium miners led losses.Altura Mining Ltd, Orocobre%.On Wednesday, China's biggest lithium producer GanfengLithium Co, reported",reuters
396,"Australian shares listless as major catalysts missing, NZ inches down",28/08/2019,* Lithium miners among top losers on benchmark* Link Administration to China is natural resources.Australian lithium miners Altura Mining Ltd,reuters
397,METALS- Base metals mixed as trade tensions dent demand outlook,28/08/2019,"said most of itsgrowth will be outside China.* LITHIUM: China's biggest lithium producer, Ganfeng LithiumCo,, saw its first-half profits",reuters
398,Slump in lithium prices hammers profits at China's Ganfeng,28/08/2019,"By Tom DalyBEIJING (Reuters) - China's biggest lithium producer, Ganfeng Lithium Co <002460.SZ> <1772.HK>, saw its first-half",reuters
399,South Korean battery maker LG Chem aims to rely less on Japanese parts amid trade row,28/08/2019,lithium-ion batteries. The combined market share in the global battery,reuters
400,S.Korean battery maker LG Chem aims to rely less on Japanese parts amid trade row,28/08/2019,for itslithium-ion batteries. The combined market share in the global,reuters
