,headline,date,snippet,source
965,"RPT-COLUMN-What are ""critical"" minerals and what is the US going to do about them?: Andy Home",24/05/2018,"time frame.The lithium ion battery, which sits at the heart of the green ofthe 1990s.No big surprise, then, to see both lithium and cobalt, twokey",reuters
966,"COLUMN-What are ""critical"" minerals and what is the US going to do about them?: Andy Home",24/05/2018,"industries have emerged over the same time frame.The lithium ion battery both lithium and cobalt, twokey but supply-challenged inputs",reuters
967,Chile's SQM says to triple production of lithium by 2021,24/05/2018,that it would invest $525 million to more than tripleits lithium in electric vehicle batteries continuesto surge.The top lithium producer,reuters
968,Jet engines help power cobalt to 10-year highs,24/05/2018,"in rechargeable lithium-ion batteries, already a major source of demand",reuters
969,"Nikkei drops as U.S probe hits automakers, its volatility index soars",24/05/2018,"in nearly three months.GS Yuasa, which makes automotive lithium-ion",reuters
970,Nikkei drops to over 2-week lows as U.S probe hits automakers,23/05/2018,", which makes automotive lithium-ionbatteries with Honda, stumbled 3.3",reuters
971,Chile high court declines to weigh in on lithium spat at Maricunga,23/05/2018,"-backed miner and state-run copper miner Codelco overadjoining lithium by Australia's Lithium PowerInternational, with smaller stakes held by Canada's",reuters
972,CANADA STOCKS-TSX dips as lower oil prices drag energy shares,23/05/2018,"were NemaskaLithium, down 17.0 percent after the lithium miner said",reuters
973,CANADA STOCKS-TSX futures drop as oil prices slip,23/05/2018,"Nemaska Lithium said on Tuesday it had securedfunding of up to C$402 a mine and processing plant toproduce lithium, the key ingredient",reuters
974,Mining companies still reluctant to tap Argentina deposits,23/05/2018,"dormant gold, silver, lithium and copper reserves -- some discovered more",reuters
975,Nemaska Lithium secures funding for mine with C$400 million equity raise,22/05/2018,"(Reuters) - Canada's Nemaska Lithium  said on Tuesday to produce lithium, the key ingredient for rechargeable batteries",reuters
976,Nemaska Lithium secures funding for mine with C$400 mln equity raise,22/05/2018,"May 22 (Reuters) - Canada's Nemaska Lithium said onTuesday it had lithium, the key ingredient forrechargeable batteries.This brings",reuters
977,Cobalt 27 agrees to streaming finance deal with Australian miner,22/05/2018,component inrechargeable lithium-ion batteries for electric vehicles,reuters
978,BRIEF-Nemaska Lithium Announces C$280 Mln Bought Deal Public Offering Of Common Shares,22/05/2018,May 22 (Reuters) - Nemaska Lithium Inc:* NEMASKA LITHIUM ANNOUNCES C LITHIUM INC - UNDERWRITERS AGREED TO PURCHASE 280MILLION SHARES IN CO,reuters
979,BP invests in Israeli fast-charge battery company,22/05/2018,The company says its lithium ion-based battery technology can fully charge,reuters
980,RPT-COLUMN-Nickel's star performance underpinned by old and new drivers: Andy Home,21/05/2018,is goinganywhere near a lithium battery. Neither nickel ore nor nickelpig,reuters
981,COLUMN-Nickel's star performance underpinned by old and new drivers: Andy Home,21/05/2018,of the current Indonesian production surge is goinganywhere near a lithium,reuters
982,Australia's Prospect Resources closing in on Zimbabwe lithium financing,20/05/2018,in funding for the first phase of the Arcadia Lithium project in Zimbabwe is pushing lithium as a major draw for investors as it looks to attract,reuters
983,"Manziel putting NFL dream on hold, signing with CFL",19/05/2018,a reaction to an increased dosage in lithium which I take for my bipolar,reuters
984,"U.S. confirms list of 35 key minerals, targets domestic supply boost",18/05/2018,lithium and cobalt are on a final list of 35 critical minerals,reuters
985,PRESS DIGEST- Canada - May 18,18/05/2018,"** In a sign of how hot the lithium market is, Canadianfertilizer",reuters
986,Electric vehicle rush fuels optimism at LME Asia Week,18/05/2018,"for battery materials cobalt and lithium infused some optimism of cash-settled cobalt and lithium contracts, slated for late this year",reuters
987,Zimbabwe mines need $11 billion investment to modernize,18/05/2018,"and has lately seen increased interest from lithium investors, who",reuters
988,Zimbabwe mines need $11 billion investment to modernise,18/05/2018,South Africa and has lately seen increased interestfrom lithium investors,reuters
989,China's Tianqi Lithium to buy a quarter of Chile's SQM for $4.1 billion,17/05/2018,Tianqi Lithium Corp <002466.SZ> said on Thursday it will buy nearly a quarter of Chilean lithium producer SQM  for $4.1,reuters
990,Florida officials probe cause of fatal vape device explosion,17/05/2018,"Administration has taken an interest in the case.While lithium-ion. ""Since the current generation of lithium-ion batteries is the root cause",reuters
