date,title,sentiment__polarity,sentiment__neg,sentiment__neu,sentiment__pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontingency are expected. However, the PFS level does not accommodate these expected additional synergies other than minor indirect cost reductions. Further upside is expected as more detailed engineering on these stages advance.\n\nProject Economics\n\nThe Feasibility for all stages demonstrates strong financial outcomes with a Pre-tax NPV10% real of US$ US$3.0 billion and a capital intensity of US$17, investment advice (nor tax, accounting or legal advice) or recommendation, nor shall it or any part of it or the fact of its distribution form the basis of, or be relied on in connection with, any contract or investment decision.\n\nThe distribution of this Release in other jurisdictions outside Australia may also be restricted by law and any restrictions should be observed. Any failure to comply with such restrictions may constitute a violation of applicable securities laws.\n\nPast performance information given in this Release is given for illustrative purposes only and should not be relied upon as (and is not) an indication of future performance.\n\nForward Looking Statements\n\nForward-looking statements are based on current expectations and beliefs and, by their nature, are subject to a number of known and unknown risks and uncertainties that could cause the actual results, performances and achievements to differ materially from any expected future results, performances or achievements expressed or implied by such forward-looking statements, including but not limited to, the risk of further changes in government regulations, policies or legislation; risks that further funding may be required, but unavailable, for the ongoing development of the Company’s projects; fluctuations or decreases in commodity prices; uncertainty in the estimation, economic viability, recoverability and processing of mineral resources; risks associated with development of the Company Projects; unexpected capital or operating cost increases; uncertainty of meeting anticipated program milestones at the Company’s Projects; risks associated with investment in publicly listed companies, such as the Company; and risks associated with general economic conditions.\n\nSubject to any continuing obligation under applicable law or relevant listing rules of the ASX, the Company disclaims any obligation or undertaking to disseminate any updates or revisions to any forward-looking statements in this Release to reflect any change in expectations in relation to any forward-looking statements or any change in events, conditions or circumstances on which any such statements are based. Nothing in this Release shall under any circumstances (including by reason of this Release remaining available and not being superseded or replaced by any other Release or publication with respect to the subject matter of this Release), create an implication that there has been no change in the affairs of the Company since the date of this Release.\n\nCompetent Person Statement\n\nThe information in this report that relates to Sal de Vida’s Exploration Results, Mineral Resources and Reserves is based on information compiled by Michael Rosko, MS PG, a Competent Person who is a Registered Member of the Society for Mining, Metallurgy and Exploration, Inc (SME), a ‘Recognised Professional Organsation’ (RPO) included in a list posted on the ASX website from time to time. Mike Rosko is a full-time employee of E.L Montgomery and Associates and has sufficient experience that is relevant to the style of mineralisation and type of deposit under consideration and to the activity being undertaken to qualify as a Competent Person as defined in the 2012 Edition of the ‘Australasian Code for Reporting of Exploration Results, Mineral Resources and Ore Reserves’. Mike Rosko consents to the inclusion in this announcement of the matters based on his information in the form and context in which it appears.\n\nThe scientific and technical information contained in this announcement has been reviewed and approved by, Michael Rosko, MSc. Geology (Montgomery and Associates), as it relates to geology, modelling and resource reserve estimates; Michael Gunn, BSc. Chemical Engineering (Gunn Metals), as it relates to processing, facilities, infrastructure, project economics, capital and operating cost estimates; Scott Weston, BSc. (Hons) and MBA in Mineral Resources Management (Ausenco), as it relates to permitting and environmental and social studies. The scientific and technical information contained in this release will be supported by a technical report to be prepared in accordance with National Instrument 43-101 – Standards for Disclosure for Mineral Projects. The Technical Report will be filed within 45 days of this release and will be available for review under the Company’s profile on SEDAR at www.sedar.com.\n\nNot for release or distribution in the United States\n\nThis announcement has been prepared for publication in Australia and may not be released to U.S. wire services or distributed in the United States. This announcement does not constitute an offer to sell, or a solicitation of an offer to buy, securities in the United States or any other jurisdiction, and neither this announcement or anything attached to this announcement shall form the basis of any contract or commitment. Any securities described in this announcement have not been, and will not be, registered under the U.S. Securities Act of 1933 and may not be offered or sold in the United States except in transactions registered under the U.S. Securities Act of 1933 or exempt from, or not subject to, the registration of the U.S. Securities Act of 1933 and applicable U.S. state securities laws.\n\nANNEXURE A\n\nADDITIONAL RESOURCE & RESERVE INFORMATION\n\nAdditional information for the resource estimation\n\nDiamond drill cores were obtained in the field for both drainable and total porosity. Porosity samples were sealed in plastic tubes and shipped to Core Laboratories in Houston, Texas, for analysis. Depth-specific brine samples were collected from the in-situ formation, ahead of the core bit. Four additional methods were used to obtain brine samples. Brine samples used to support the reliability of the depth-specific samples included analyses of brine centrifuged from core samples, brine obtained from low flow sampling of the exploration core holes, brine samples obtained near the end of the pumping tests in the exploration wells, and brine samples obtained during reverse- circulation air drilling. After the samples were sealed on site, they were stored in a cool location, then shipped in sealed containers to the laboratories for analysis.\n\nBorehole and well spacing is in general about 4 km in most areas, and is consistent with guidelines determined by Houston et al., 2011 for evaluation of brine-based lithium resources in salar-type systems. The drilling density was sufficient to demonstrate a high degree of confidence in the understanding of the location and nature of the aquifer, and brine grade both horizontally and vertically. The Sal de Vida area has been drilled and logged with vertical exploration boreholes and wells.\n\nThe resource was estimated using the polygon method. To estimate total amount of lithium in the brine, the basin was first sectioned into polygons based on the location of exploration drilling. Polygon sizes were variable. Each polygon block contained one diamond drill exploration hole that was analysed for both depth specific brine chemistry and drainable porosity. Boundaries between polygon blocks are generally equidistant from diamond drill holes. For some polygon blocks, outer boundaries are the same as basin boundaries, as discussed above.\n\nWithin each polygon shown on the surface, the subsurface lithologic column was separated into hydrogeologic units. Each unit was assigned a specific thickness based on core descriptions and was given a value for drainable porosity and average lithium content based on laboratory analyses of samples collected during exploration drilling. Correlation between depth and lithium concentration in the brine was observed further increasing confidence in the method. The computed resource for each polygon was the sum of the products of saturated hydrogeologic unit thickness, polygon area, drainable porosity and lithium content.\n\nA cut-off grade of 500 mg/L of lithium was used. Hydrogeologic units within each polygon with lithium content less than cut-off grade were not included in the lithium resource calculations. The resource computed for each polygon is independent of adjacent polygons, but adjacent borehole geology was used to confirm stratigraphic continuity of the units surrounding each borehole.\n\nMining methodology ultimately would be via well pumping in areas identified as favourable for brine extraction. An on-site pilot plant demonstrated the ability to extract the lithium from the brine.\n\nDrilling information from the production well extensions have resulted in the increased depth of the basement model and have increased the volume of the lithium brine hosting aquifer.\n\nAdditional information for the reserve estimation\n\nThe methodology used to develop the estimated resources, is different to the methodology used to estimate the reserves, but consistent with the informal guidelines for lithium brines developed by Houston et al., 2012. Their document provides informal guidelines for estimation of Brine Resources and Brine Reserves, and their methodology is consistent with industry standards for characterisation of aquifers and wellfields.\n\nThe document states that key variables, “hydraulic conductivity, recovery, brine behaviour and grade variation over time, etc. and fluid flow simulation models” are considered when estimating the Brine Reserve and determining economic extraction. Given the nature of brine, the same guidelines regarding well spacing and grade cannot be applied as if the deposit was a stationary (i.e. static) orebody. The guidelines regarding lithium brine deposits, as suggested by the Ontario Securities Commission (2011), were considered acceptable and applied by Montgomery during construction of the groundwater flow model used to estimate the reserve.\n\nWhere previous methods were used to estimate the total amount of brine, and therefore lithium in storage that could be theoretically drained in the entire mining concession, the method used for reserve estimation is completely different and focuses on the potential for retrieval of lithium via wellfield pumping in selected areas where pumping at relatively large abstraction rates have been demonstrated. As the brine is a mobile fluid, it is necessary to use a calibrated numerical groundwater flow model, respective of fluid density, to project future wellfield production and projected future brine grade.\n\nDue to various levels of uncertainty in conceptualizing any hydrogeological system, all groundwater flow models necessarily incorporate inherent uncertainty. To lessen the effects of uncertainty, good model calibration to observed field conditions is essential for judging confidence in model projections. However, even with reasonable short-term model calibration to 30-day, hydraulic testing of the brine aquifer that was conducted in late 2012 and in 2020, long-term model projections are less certain because of outstanding variables. These variables include locations of aquifer boundaries, lateral continuity of key aquifer zones, presence of fresh and brackish water that have the potential to dilute the brine in the wellfield area, and the uniformity of aquifer parameters within specific aquifer units. Although the numerical model was constructed to be reasonably conservative when data are scarce or assumed (i.e., law of parsimony), there is always a level of uncertainty associated with projections of long-term outcomes. Therefore, it is appropriate to categorize the pumping from the first six years of pumping at each wellfield as a Proven Brine Reserve. Although projections of long-term pumping past the first six years from the wellfields are less certain. There is a reasonable understanding of the hydrogeological system that over the long-term the projected pumped brine can be categorized as a Probable Brine Reserve for the remaining 34 years of pumping at each wellfield.\n\nIt is standard in the industry to recalibrate and update numerical groundwater models after start-up and during operation of the production wellfields. As the wellfields are pumped, long-term data for pumping rates, water levels, and brine chemistry are generated; calibration to these new data will improve the reliability and predictive capabilities of the model. Future probable reserve estimates may also be modified based on production pumping results, and projections from the recalibrated model may result in confidence category upgrades of Probable Brine Reserves to Proven Brine Reserves.\n\nStatement of Brine Reserves\n\nThe groundwater model simulates concentrations of TDS, which are used to derive concentrations of lithium by linear relationships developed for each wellfield. It is assumed that the relationship between TDS and lithium content is constant during 40-year period of brine production from the East and Southwest wellfields. In this manner, the concentrations of lithium on model projections of TDS in the brine produced from pumping wells in each production wellfield are estimated.\n\nUsing the numerical groundwater flow model projections, total lithium to be extracted from the proposed Southwest and East wellfields was calculated for a total period of 40 years, considering the three stages of the project and taking into account that each wellfield will be pumping for 40 years with a gap of two years between wellfields (East, Southwest (South) and Southwest (North)). The model projections used to determine the Brine Reserve that assumed increasing pumping from both wellfields, indicate that the proposed wellfields should be able to produce a reliable quantity of brine at an average annual rate of approximately 10,000 m3/d (about 116 L/s) in the case of the East wellfield and 18,000 m3/d in the case of Southwest wellfield (about 208 L/s). The average grade at start-up calculated from the initial model simulations used to estimate the Brine Reserve is expected to be about 810 mg/L of lithium (East wellfield); average final grade after 40 years of pumping is projected to be 778 mg/L of lithium (Southwest wellfield). Depending on how the wellfields are ultimately operated, these rates and grades may be different.\n\nUsing the groundwater model, the average TDS content of brine was estimated for each pumping cycle for each wellfield. After estimating the total lithium content for each time step and summing the amounts of lithium projected to be pumped during those time steps, a total mass of unprocessed lithium to be pumped from the wellfields was estimated.\n\nTotal mass values in 1,000-kilogram units (tonnes) of lithium were then converted to lithium carbonate equivalent (LCE) units using 5.3228 as the conversion factor. Therefore, the amount of lithium in the brine supplied to the ponds in 40 years of pumping is estimated to be about 2.48 Mt LCE, assuming no losses during processing.\n\nModelling results indicate that during the 40-year pumping period, brine will be diluted by fresh and brackish water, so the pumping rates increase slightly with time, to meet the anticipated LCE tonnes per year for each wellfield.\n\nDuring the evaporation and concentration process of the brines, there will be anticipated losses of lithium. Therefore, because the total amounts provided in Table 13 do not include anticipated loss of lithium due to process losses and leakages, those values cannot be used for determination of the economic reserve. The amount of recoverable lithium in the brine feed is calculated to be about 68.7% of the total brine supplied to the ponds.\n\nAllkem Limited\r\n\r\nABN 31 112 589 910 \r\n\r\nLevel 35, 71 Eagle St\r\nBrisbane," QLD 4000 Investor Relations & Media Enquiries\r\nAndrew Barber \r\n+61 418 783 701\r\nAndrew.barber@allkem.co Connect \r\ninfo@allkem.co\r\n+61 7 3064 3600\r\nwww.allkem.co""",https://finance.yahoo.com/news/sal-vida-capacity-increased-45ktpa-205700150.html,AKE.AU,AKE.US,OROCF.US,,,,,,,,,,,COMPANY,DEVELOPMENT CAPITAL,LITHIUM CARBONATE,OPERATING COSTS,PROCESS PLANT,PRODUCTION CAPACITY,,,,,,1,0.019,0.915,0.066
2022-04-04T10:15:03+00:00,"The Battery Metal Really Worrying China Is Lithium, Not Nickel",0.975,0.034,0.895,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04T06:00:00+00:00,FIRST ENERGY METALLURGICAL HEAD SAMPLE ASSAYS 1.46 PERCENT LITHIUM OXIDE FOR AUGUSTUS LITHIUM PROPERTY TESTWORK,0.976,0.019,0.928,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02T00:39:00+00:00,Lithium carbonate and spodumene concentrate pricing update,0.626,0.046,0.901,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01T22:15:49+00:00,The Top Reasons Lithium Americas Is a Screaming Buy,0.989,0.033,0.882,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31T15:10:00+00:00,Here's How to Ride the Wave With Lithium Manufacturer Livent,0.318,0.062,0.813,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29T15:15:49+00:00,Lithium/EVs: fears of a battery shortage will power up prices,-0.34,0.065,0.914,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29T07:36:16+00:00,Tata Motors says 20% rise in battery cell costs increasing short-term pressure,0.03,0.048,0.91,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28T21:25:00+00:00,Rio Tinto completes acquisition of Rincon lithium project,0.967,0.035,0.887,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24T01:04:00+00:00,POSCO Holdings Inc. Invests U$839 million in Lithium business in Argentina,0.996,0.012,0.902,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21T17:00:00+00:00,Lithium Prices Have Nearly Doubled In 2022 Amid Insane Commodity Rally,0.941,0.058,0.865,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17T11:32:00+00:00,Lithium Americas Reports 2021 Full Year and Fourth Quarter Results,0.999,0.03,0.883,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
