,headline,date,snippet,source
39,Companies / Sectors / People,26/02/2018,"Anbang.................................................8,13,14DalianWanda..............................................8MagicLeap................................................16SIXGroup.....................................................16 WaldorfAstoria........................................14Carlin,John.................................................15Apple...........................................................2,16DeltaAirLines............................................2McKinsey....................................................1,13SQM.................................................................15 Wyndham.......................................................2 Egan,Christopher...................................16Autonomy....................................................16DongfengMotorGroup.......................15MetLife.............................................................2Siemens............................................................1 Sectors Einhorn,David...........................................13",reuters
40,China’s BYD in talks over Chile lithium supply,07/04/2017,"Sociedad Química y Minera de Chile (SQM) and US-based Albemarle are two of the largest producers in Chile, and Codelco, the state-owned copper company, has been looking at developing deposits.",reuters
41,"Lithium price poised for recovery, says Tianqi boss",14/05/2019,"Tianqi has been the world’s most acquisitive global lithium company in the past few years, buying Australia’s largest lithium mine, Greenbushes, in 2013, and last year paying $4.1bn for a 24 per cent stake in Chile’s SQM.",reuters
42,Companies / Sectors / People,23/08/2019,"AlborzDarou................................................3Eneco..............................................................12LBrands.......................................................18 RoyalDutchShell....................................12Healthcare.................................10,14,18,18 Green,Kirsten............................................12Alpro...............................................................14Essar.................................................................11LVMH..............................................................12 SQM.................................................................18Industrials....................................................18 Hall,Daniel.............................................10,11Amazon......................................................9,12Etsy..................................................................12LaPerla.........................................................17 StandardChartered................................11Insurance......................................................12 Higgins,Nigel............................................13",reuters
43,Companies / Sectors / People,21/08/2018,"Apple..............................................................14Covestro........................................................13 JD.com...........................................................14 SQM.................................................................14 YooxNet-a-Porter............................10,14 Ashley,Mike...............................................10Atlantia......................................................3,18Crystallex........................................................2 JPMorgan.....................................................12 Sage.................................................................18 Sectors Browning,John.........................................17",reuters
44,Stalled market Lithium knocked by oversupply and cut in electric-vehicle subsidy,27/08/2019,"Chile’s SQM, the world’s second-largest producer, last week said its earnings for the second quarter had almost halved, to $70.2m, because of lower lithium prices.",reuters
45,Companies / Sectors / People,25/01/2019,"AngloAmerican.......................................16Ford.................................................................14 Mashable.......................................................12 SJMHoldings.............................................13 Airlines.....................................................16,16Jinghe,Chen...............................................16Aozora............................................................13FormosaPlastics........................................7 McCormick..................................................20 SQM.................................................................16 Automobiles....................................10,12,14Kapoor,Rakesh.......................................20ApolloGlobalManagement.........12,13Freeport-McMoRan.........................16,20 Merck..............................................................16 STMicroelectronics................................20 Banks.............................................................20Kelly,Gary...................................................16",reuters
46,Companies / Sectors / People,23/10/2017,"Audi..................................................................15Facebook.........................................9,13,14,15 Mercedes......................................................15 Rusal................................................................16 Airlines...........................................................14Cagney,Mike..............................................13BMW................................................................15Ford..................................................................15 MonarchAirlines.....................................14 SQM.................................................................14 Automobiles................................................15Deripaska,Oleg........................................16BankofCommunications...................14Geely...............................................................15 MorganStanley.......................................13 Schroders...................................................14 Banks..............................................................13Dimon,Jamie..............................................13",reuters
47,China’s ambitious investment push into Chile reflects shift in region’s political winds,26/02/2019,"China has seized the opportunity. Tianqi Lithium Corp snapped up a 24 per cent stake in SQM, a Chilean lithium miner, for $4bn, the country’s biggest foreign investment in 2018. Chinese companies have also invested in the electricity, renewable energy, salmon and fruit sectors in the past year.",reuters
48,Tesla signs deal with Australia’s Kidman Resources,18/05/2018,"Kidman is developing the Mount Holland hard rock lithium project in Western Australia in a joint venture with Chile’s SQM, the world’s second-largest producer of the battery raw material.",reuters
49,Companies / Sectors / People,27/02/2018,"BAIC................................................................10GeneralElectric..................................11,20 SNCF.................................................................7 Vodafone......................................................10 Aschenbroich,Jacques........................14 Seidman,Leslie..........................................11BYD.................................................................10Gogo................................................................16 SQM.................................................................19 Volkswagen.................................................14 Barton,Dominic........................................13 Singh,Malvinder......................................14BancoPopular...........................................12GoldmanSachs.........................................12 SamsungElectronics.............................10 WadhwaniAssetManagement.......19 Blodget,Henry..........................................12 Singh,Shivinder.......................................14",reuters
50,FMC eyes next-generation batteries in lithium producer Livent’s New York IPO,29/08/2018,"Shares in the world’s largest producer, Albemarle, have dropped 24 per cent year to date while Chile’s SQM is off by 27 per cent.",reuters
51,Companies / Sectors / People,30/01/2018,"Apple................................................................9EY......................................................................12 KraftHeinz..................................................13 SQM.................................................................14 ZTE....................................................................4 Flannery,John..........................................14ArdenPartners.........................................12EasyJet..........................................................19 LinkedIn........................................................18 Sanofi.........................................................10,11 Sectors Gamgort,Bob..........................................1,13",reuters
52,Political scandals put brake on reform agenda,28/04/2015,"While the rightwing UDI party has been deeply damaged by a campaign finance scandal, after politicians invoiced lithium producer SQM and financial group Penta for services that were never provided, Ms Bachelet’s credibility has also been severely dented by accusations that her son and daughter-in-law abused their political influence...",reuters
53,Chinese groups go where western rivals fear to tread,25/01/2019,Their largest acquisition last year was the $4.1bn purchase of a 24 per cent stake in Chilean lithium miner SQM by China’s Tianqi Lithium.,reuters
54,Trio of lithium IPOs will fuel debate on electric vehicles,30/08/2018,"The largest producers in Chile — Albemarle and SQM — have pledged to expand supply while a host of new mines are being developed, spanning Canada to Australia.",reuters
55,Tesla in stand-off over lithium supply for factory,16/12/2015,"Analysts say Albemarle of Baton Rouge, FMC Lithium of Philadelphia and SQM of Chile, the big producers of lithium, have not been willing to supply at the prices Tesla has demanded.",reuters
56,Companies / Sectors / People,23/05/2019,"12 ..9 ,20 ,13 Samsung SQM.......... .",reuters
57,Betting on batteries,30/11/2018,"These investors range from heavyweights such as Albermarle Corp of the US, Sociedad Química y Minera (SQM) from Chile to China’s Tianqi Lithium as well as a plethora of junior miners and new entrants in Western Australia.",reuters
58,US jobless figures expected to fall further as Fed points to ‘generally good’ economic conditions,02/12/2019,"SQM Research, a consultancy, forecasts prices could surge by up to 14-15 per cent in 2020, although it warns they would be liable for a correction due to their reliance on",reuters
59,Rio Tinto hails ‘eureka moment’ after large lithium discovery in California,23/10/2019,"In 2017, Rio was said to have looked at acquiring a stake in Chile’s SQM, the world’s second-largest producer, but China’s Tianqi Lithium ended up buying a stake in the company.",reuters
60,The day in the markets What you need to know,23/08/2019,Lithium miner Albemarle and technology partner Livent were dragged down after Chilean mining company SQM announced that earnings had plummeted by nearly half due to a slump in prices for the battery metal. Harry Dempsey,reuters
61,Companies / Sectors / People,03/05/2019,"Chevron.........................................................14Kellogg....................................................14,20 SQM.................................................................10 Wesfarmers.................................................10 Chai,Nelson...............................................10 Thain,John.................................................10Cinnober.......................................................19KidmanResources..................................10 Saft.....................................................................2 Sectors Cil,José.........................................................19Uhl,Jessica.................................................10",reuters
62,Lex.,03/05/2019,"Its partner, SQM of Chile, is one of the world’s leading lithium producers. Tesla has a deal to buy the output for its batteries.",reuters
63,Australia housing fall raises recession fear,11/01/2019,"Developers are increasingly offering incentives to tempt buyers, amid weakening sales that have caused the volume of property listings to jump by a quarter in Melbourne and 16.5 per cent in Sydney over the past year, according to data provider SQM Research.",reuters
64,Niche bets on Burgundy wine and cannabis pay off,29/12/2018,That has hit share prices of the largest producers with Chile’s lithium giant SQM down 31 per cent this year and cobalt producer China Molybdenum off by 40 per cent. Henry Sanderson,reuters
65,Nissan scraps $1bn sale of battery unit to Chinese buyout group,03/07/2018,"Since then the group, led by deal-maker Sonny Wu, has appeared in a number of high-profile auctions for overseas assets. In the second half of last year it entered the race for a stake in SQM, the Chilean lithium producer, but was beaten by Tianqi, the Chinese battery maker.",reuters
66,Metals are the new black gold as race to control battery resources turns geopolitical,23/05/2018,"Last week a Chinese company, Tianqi Lithium, snapped up a significant stake in Chile’s largest lithium producer, SQM, despite opposition from some in the South American country who say the deal is handing China a monopoly over lithium supply.",reuters
67,Carmakers race to secure battery raw materials,26/02/2018,"This month, BMW said it was close to signing a deal for the long-term supply of battery metals lithium and cobalt, while Tesla is also in talks with Chile’s SQM, one of the world’s largest lithium producers.",reuters
68,What to watch in metals during the coming year,22/12/2017,"One of the largest producers, Chile’s SQM, is in talks to resolve a dispute over how much lithium it can produce following the election of Sebastián Piñera as president this month.",reuters
69,Chile’s Piñera aims to benefit from Latin America’s swing to right,17/10/2017,"Perhaps the former magnate’s greatest weakness are accusations of conflicts of interest. Although he has successfully deflected charges related to his overseas investments, an investigation was opened last month over whether he received illegal campaign funds in his 2009 presidential bid from the mining company, SQM.",reuters
70,BlackRock bets big on lithium’s electric-car future,16/09/2017,"Lithium production is currently dominated by four large players, Chile’s SQM, FMC, Albemarle and Tianqi Lithium. But a host of smaller companies are racing to bring supply to the market and get their material approved for use in batteries.",reuters
71,Supply challenge energises lithium trade,06/01/2017,"The market is dominated by four producers: Sociedad Química y Minera de Chile (SQM), Albemarle, FMC and China’s Tianqi Lithium. On top of that, at least 28 listed companies in Australia and Canada are developing lithium projects. Rio Tinto, the FTSE 100 miner,",reuters
72,Lithium sector powered up by electric cars,27/07/2016,"That could come from other raw lithium producers such as Chile’s SQM or Orocobre, according to Robert Baylis, an analyst at consultancy Roskill.",reuters
73,Battery power,06/03/2017,"purchase last year of a 2.1 per cent stake in Chile’s SQM, the world’s largest lithium producer, by Tianqi Lithium.",reuters
74,METALS-London aluminium falls after Hydro restarts Brazil operations,29/12/2019,"* LITHIUM: SQM, the world's No. 2 lithium producer, said onFriday",reuters
75,RPT-Chilean lithium miner SQM dealt blow by environmental court ruling,28/12/2019,"´s northern Atacama Desert about the use of water by SQM,the world´s Court in the nearbycity of Antofagasta calls into jeopardy SQM´s $400",reuters
76,Lithium miner SQM considering options after environmental court ruling,27/12/2019,"By Aislinn Laing(Reuters) - SQM, the world´s No. 2 lithium producer´s northern Atacama Desert. SQM said in a statement sent to Reuters",reuters
77,Chilean lithium miner SQM dealt blow by environmental court ruling,26/12/2019,"northern Atacama Desert about the use of water by SQM, the world´s No. 2 in the nearby city of Antofagasta calls into jeopardy SQM´s $400 million",reuters
78,Chile eyes state-backed lithium push in far-flung salt flats,03/12/2019,Lithium giants Albemarle  and SQM  have,reuters
79,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end: mining minister,28/11/2019,"top lithium miner SQM to decide by year's end what it will do. ""We have asked SQM, which has holdings on the flat, to participate",reuters
80,Chile's SQM to decide on future of lithium holdings in Maricunga by year's end - mining minister,28/11/2019,"asked toplithium miner SQM to decide by year's end what it will do asked SQM, which has holdings on the flat, toparticipate in a work group",reuters
81,"Lithium miner SQM dodges impacts from Chile protests, hit by lower prices",21/11/2019,By Dave Sherwood SANTIAGO (Reuters) - Chilean miner SQM  CEO Ricardo,reuters
82,Lithium miner SQM says no economic impact yet from Chile protests,21/11/2019,"SANTIAGO (Reuters) - Chilean miner SQM, the world's No. 2 lithium",reuters
83,"Chile's SQM profits plunge in Q3 as lithium prices, demand growth fall short",21/11/2019,"SANTIAGO, Nov 21 (Reuters) - Chile's SQM, theworld's No. 2 producer",reuters
84,Lithium producers hit by first big downturn of electric vehicle era,13/11/2019,"SQM  sought to downplay the industry malaise, despite its, SQM's business development director for iodine and lithium, told",reuters
85,RPT-COLUMN- Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,"the world, protesters were blocking accessroads to SQM's lithium of the environmental costsof mining. Protests such as those at SQM's",reuters
86,Livent CEO sees 'difficult environment' for lithium producers,06/11/2019,"to boost short-term revenue, Graves said, without elaborating. Rivals SQM",reuters
87,Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,access roads to SQM's lithium operations high in Chile's Atacama of mining. Protests such as those at SQM's lithium mines in Chile,reuters
88,COLUMN- Green technology revolution needs a green metals revolution: Andy Home,06/11/2019,blocking accessroads to SQM's lithium operations high in Chile's Atacamaof mining. Protests such as those at SQM's lithium mines inChile,reuters
89,'So much damage': Chile protests flare back up as reforms fall short,30/10/2019,access to lithium miner SQM's operations in the Atacama salt flat. SQM declined to comment on the impacts of the blockade. (Reporting,reuters
90,"Stung by sliding prices, lithium industry pares back expansions",28/10/2019,"By Ernest Scheyder(Reuters) - Albemarle Corp, SQM and other lithium rival SQM, the world's second-largest lithium producer, is delaying",reuters
91,"LME WEEK-Stung by sliding prices, lithium industry pares back expansions",28/10/2019,"By Ernest ScheyderOct 28 (Reuters) - Albemarle Corp, SQM andother.AUTOMAKERS PUSH AHEADSantiago-based rival SQM, the world's second",reuters
92,Chile protesters block access to lithium operations: local leader,25/10/2019,"to the world's top two lithium producers: Chile's SQM  and U.S Indigenous Council, told Reuters a road blockade had shut down SQM's",reuters
93,Chile protesters block access to lithium operations - local leader,25/10/2019,"to the world's top two lithiumproducers: Chile's SQM and U.S.-based, told Reuters a road blockade had shut down SQM'soperations since",reuters
94,Tianqi Lithium has first loss in 5-1/2 years as lithium prices crash,22/10/2019,"* Lithium prices fall sharply; firm also blames SQM loans* Full-year profit of Chilean lithiumproducer SQM, processes spodumene, a mineral mined",reuters
95,Russia's Rosatom may buy controlling stake in Chile lithium project,15/10/2019,"salt flat, home to leading lithium producers SQM ",reuters
96,AWC raises $1.57 billion in Thailand's largest corporate listing,27/09/2019,"and increases retail space to 415,000 square meters from 165,000 sqm over",reuters
97,"Chile taps China, Japan in lithium-for-tech push; faces tough sell",17/09/2019,"to purchase a quarter stake in top Chilean lithium miner SQM.Chile is home to half of the world's lithium reserves, with both SQM and U.S-based",reuters
98,Chilean lithium producer SQM bullish on white gold demand; shares rise,11/09/2019,producer SQM jumped on Wednesday after it announced plans to invest about shares in SQM were up more than 5% in trading on Santiago's blue-chip,reuters
99,Asset World aims to raise up to $1.6 billion in Thailand's biggest corporate listing,11/09/2019,"(sqm) to 415,481 sqm by 2025.""Momentum is strong in such a low yield",reuters
100,Chile's Codelco to decide by early 2020 on Maricunga lithium project,30/08/2019,"budged inrecent years.Chile's two lone producers, SQM and Albemarle Corp of the sprawling Salar de Atacama in northernChile, home to SQM and Albemarle",reuters
101,Chilean miner SQM profits plunge alongside lithium price,22/08/2019,"By Dave Sherwood SANTIAGO (Reuters) - SQM, the world's No. 2 of the pessimistic outlook for prices sent B-shares in SQM  down 6.6",reuters
102,"China's Tianqi Lithium first-half net profit slumps, clinches LG Chem supply deal",22/08/2019,"SQM. China is the world's largest lithium consumer, accounting",reuters
103,"China's Tianqi Lithium H1 net profit slumps, clinches LG Chem supply deal",22/08/2019,"miner SQM.China is the world's largest lithium consumer, accounting",reuters
104,Chile's SQM profits plummet on falling lithium prices,22/08/2019,"By Dave SherwoodSANTIAGO, Aug 22 (Reuters) - Chile's SQM on prices.""SQM said its lithium sale price in the third quarter waslikely",reuters
105,China's Ganfeng closes deal to raise stake in Argentina lithium project,18/08/2019,"in the Cauchari-Olaroz project fromChile's Sociedad Quimica y Minera, or SQM",reuters
106,Chile's Codelco announces joint lithium project with Salar Blanco,01/08/2019,"to top lithium producers Albemarle and SQM, but Salar Blanco has",reuters
107,Sweden seeks lithium tie-ups in South America amid 'white gold' rush,17/07/2019,taken a major stake in Chilean miner SQM . Germany has,reuters
108,RPT-FOCUS-How lithium-rich Chile botched a plan to attract battery makers,17/07/2019,"LikeAlbemarle, the nation's other big lithium miner, SQM,has struggled and offeringdiscounted lithium from SQM for companies willing to buildplants",reuters
109,How lithium-rich Chile botched a plan to attract battery makers,17/07/2019,"Albemarle, the nation's other big lithium miner, SQM, has struggled for early 2020 and offering discounted lithium from SQM for companies",reuters
110,FOCUS-How lithium-rich Chile botched a plan to attract battery makers,17/07/2019,"on those riches. LikeAlbemarle, the nation's other big lithium miner, SQM 2020 and offeringdiscounted lithium from SQM for companies willing",reuters
111,Chile's Zaldivar mine asks for more time to answer questions amid Atacama water concerns,25/06/2019,""" The Atacama salt flat is home to lithium miners SQM and Albemarle Corp",reuters
112,RPT-COLUMN-Boom-and-bust lithium market needs a pricing rethink: Andy Home,24/06/2019,"plans.Chile's SQM, for example, has pushed back anexpansion of its",reuters
113,COLUMN-Boom-and-bust lithium market needs a pricing rethink: Andy Home,24/06/2019,"are putting thebrakes on their growth plans.Chile's SQM, for example, has",reuters
114,Albemarle details efforts to boost its Chilean lithium output by 30 percent,11/06/2019,ponds to produce lithium. Rival SQM has also said that the rains had,reuters
115,Albemarle declines to participate in LME lithium contract,11/06/2019,"spoke on a panel presentation alongside executives from rivals SQM of how the lithium industry works,"" Pablo Altimiras, SQM's vice president",reuters
116,Chile to clean up rules for lithium industry to boost production,11/06/2019,´s production of the ultralight metal. Top producers SQM and Albemarle,reuters
117,Chile to push both private and public investment in lithium,11/06/2019,Chilerelies entirely on top producers SQM and AlbemarleCorp,reuters
118,Tianqi says happy 'for now' with stake in SQM: president,10/06/2019,for now with its stake in rival SQM and is working to deepen business in SQM from Canadian fertilizer company Nutrien for $4.1 billion,reuters
119,Tianqi says happy 'for now' with stake in SQM -president,10/06/2019,with its stake in Chilean lithiumproducer SQM and is working to deepen last December bought a 23.77 percent share in SQMfrom Canadian,reuters
120,How much does lithium cost? The industry can't seem to agree,09/06/2019,"is there.""SQM, which eschews long-term contracts, said its first-quarter.Since January, SQM's shares are down 19 percent and Livent's shares",reuters
121,"Chile, once the world's lithium leader, loses ground to rivals",30/05/2019,"budged in recent years. Chile's two lone producers, SQM and Albemarle metals are being exploited.""Santiago-based SQM saw its stock dive more",reuters
122,BRIEF-LPP Q1 Net Loss Widens To 114.6 Mln Zlotys,28/05/2019,"SPACE WAS 1.0 MLN SQM, UP 8.4% YOY* Q1 GROSS MARGIN 43.4%, DOWN 1.7",reuters
123,METALS-Copper rises but heading for 6th week of declines,24/05/2019,"and challenging.* SQM: Chile's SQM, the world's No. 2 producer oflithium",reuters
124,METALS-Copper rebounds from more than 4-month low as dollar eases,23/05/2019,"at 20,000 yuan a tonne.* Chile's SQM, the world's No. 2 producer",reuters
125,Chile lithium producer SQM delays Atacama expansion amid price slump,23/05/2019,"By Dave Sherwood SANTIAGO (Reuters) - Chile's SQM, the world's No. 2 are going as fast as we can.""Series-B shares in SQM fell as much",reuters
126,"Chilean lithium producer SQM's profits fall on lower prices, higher royalties",23/05/2019,"By Dave SherwoodSANTIAGO, May 23 (Reuters) - SQM, the world's No.2 metal and a spike in royalties at itsoperations in Chile.SQM",reuters
127,RPT-Wesfarmers' soft bid for Kidman spotlights lithium's financing issues,05/05/2019,"makerSociedad Quimica y Minera de Chile S.A. (SQM).But even partner SQM or an outside party, is real,""said JPMorgan.Kidman",reuters
128,Wesfarmers' soft bid for Kidman spotlights lithium's financing issues,03/05/2019,"with battery chemicals maker Sociedad Quimica y Minera de Chile S.A. (SQM joint venture partner SQM or an outside party, is real,"" said JPMorgan",reuters
129,Wesfarmers bets on electric cars with $544 million bid for Australian lithium miner Kidman,02/05/2019,"Minera de Chile S.A. (SQM), said the deal has the potential",reuters
130,Royalties for lithium to be set case by case in Chile: minister,30/04/2019,flat.State development agency Corfo struck deals with top miners SQM,reuters
131,Royalties for lithium to be set case by case in Chile -minister,30/04/2019,minersSQM and Albemarle in previous years that set asliding scale,reuters
132,METALS-Shanghai aluminium hits 4-1/2-month high on improved China outlook,17/04/2019,Chileans and a U.S. businessmanto the board of lithium miner SQM,reuters
133,China's Tianqi taps 'safe choices' for board of top lithium miner SQM,17/04/2019,"to the board of lithium miner SQM, candidates seen as 'safe choices.Tianqi last year paid $4.1 billion for a near-quarter stake in SQM",reuters
134,"China's Tianqi Lithium to nominate two Chileans, U.S. executive to SQM board",17/04/2019,"producer SQM, in which itowns a near-24 percent stake.Tianqi has lithium producer in its 2018 purchase ofthe SQM stake, it said",reuters
135,CRU-CESCO-Copper industry to see more disruptions in 2019 -Antofagasta CEO,12/04/2019,"theAtacama salt flat, home to top lithium producers SQMand Albemarle",reuters
136,China's Tianqi agrees truce in battle over Chilean lithium miner SQM,11/04/2019,"has come to an agreement over the governance of Chilean miner SQM billion purchase of a 23.77 percent stake in SQM, which mines lithium used",reuters
137,Chile launches tender for value-added lithium projects,25/03/2019,discounted Chilean lithium provided by top miner SQM. Chilean authorities struck a deal in January 2018 with SQM that ended a long-running,reuters
138,Miner Antofagasta expects water agreement with BHP for Zaldivar mine-media,22/03/2019,lithium producers SQM and Albemarle.Chilean regulators last year,reuters
139,Tennis: New French Open court unveiled as prize money increases,21/03/2019,"expansion has added more than 1,300 sqm of greenhouses to the existing",reuters
140,SQM receives Chile's approval for lithium plant expansion,14/03/2019,"SANTIAGO (Reuters) - Chilean lithium miner SQM on Thursday received allow the Chinese-backed SQM to eventually produce as much as 180,000",reuters
141,Chile's SQM receives approval for lithium plant expansion -govt,14/03/2019,"SANTIAGO, March 14 (Reuters) - Chilean lithium miner SQMon Thursday, would allowthe Chinese-backed SQM to eventually produce as much",reuters
142,"Ford chairman praises CEO, mulls lithium venture",12/03/2019,and SQM are the world's largest lithium producers. Ford also said he,reuters
143,"China's Tianqi Lithium to name 'fair, responsible' directors for SQM board",08/03/2019,"to appoint three members to the board ofChilean miner SQM who will be ""fair stake inSQM, the world's second-biggest producer of lithium, a metal",reuters
144,RPT-INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,SQM and Albemarle.Authorities are weighing water conservation measures,reuters
145,Codelco's lithium push fades in favor of copper,05/03/2019,producers SQM and Albemarle. Authorities are weighing water conservation,reuters
146,INSIGHT-Codelco’s lithium push fades in favor of copper,05/03/2019,producers SQM and Albemarle.Authorities are weighing water,reuters
147,"EMERGING MARKETS-Latam FX range bound in holiday trading, rating risk weighs on Mexico",04/03/2019,by lithium producer SQM after a brokeragecut price targets,reuters
148,Chilean miner SQM sees uncertain short-term demand for lithium,28/02/2019,") - Chilean miner SQM said onThursday it foresees strong long-term demand.He said SQM would increase its production of 50,000 metrictonnes (MT",reuters
149,Livent's lithium woes in China cloud industry outlook,12/02/2019,"Rivals Albemarle Corp, SQM and Orocobre Ltd - all of which sell",reuters
150,"Contradicting Trump, Merkel says Islamic State not defeated",08/02/2019,"some 260,000 sqm of office space. (Additional reporting by Sabine Siebold, Editing by William Maclean)",reuters
151,METALS-London copper rises after miner forecasts lower output,24/01/2019,changes that boosted efficiency. * SQM: Chile's SQM late on Wednesday,reuters
152,Chile lithium miner SQM moves to safeguard secrets from China's Tianqi,24/01/2019,"By Dave SherwoodSantiago, Jan 24 (Reuters) - Chile's SQM late bought a 23.77 percent sharein SQM from Canadian fertilizer company",reuters
153,Potential Berkshire U.S. lithium project faces uphill road,22/01/2019,producers Albemarle Corp and SQM.A project of such magnitude could,reuters
154,Exclusive: Chile nuclear watchdog weighs probe into fraud over lithium exports - documents,15/01/2019,"and SQM  between 1984 and 2015, suggesting the agency investigation, which expands on a 2016 audit of SQM's 2010-2015 sales",reuters
155,EXCLUSIVE-Chile nuclear watchdog weighs probe into fraud over lithium exports -documents,15/01/2019,"lithium producersAlbemarle Corp and SQM between1984 and 2015 of the two-year investigation, which expands ona 2016 audit of SQM's",reuters
156,"EXPLAINER-SQM and Chile reach lithium deal, but Atacama water woes continue",09/01/2019,"(Adds comment from SQM in final paragraph)By Dave SherwoodSANTIAGO a $25 million compliance plan by lithiumminer SQM, ending a multi",reuters
157,Chilean regulator fines Itau Corpbanca over SQM-linked loans,08/01/2019,lithium producer SQM .The Superintendency of Banks and FinancialCorpbanca had granted excessive loans to SQMholding companies Norte,reuters
158,"EMERGING MARKETS-Latam currencies mixed, Brazil stocks retreat from record highs",07/01/2019,from lithium producers Albemarle and SQMas statistics showed Chile's,reuters
159,Chile okays lithium miner SQM's plan to remedy water violations,07/01/2019,"regulator on Monday approved a $25 million compliance plan by SQM, ending extraction of brine.The decision is unlikely to have a major impact on SQM's",reuters
160,Chile okays lithium producer SQM's plan to remedy water violations,07/01/2019,"lithiumproducer SQM, ending a multi-year investigation by Chileanauthorities that found SQM had overdrawn lithium-rich brine fromthe Atacama",reuters
161,"Chilean lithium exports continue rise, to $949 mln in 2018 - central bank",07/01/2019,reserves.Top lithium producers Albemarle and SQM have both signeddeals,reuters
162,EMERGING MARKETS-Latam currencies rise; Brazil stocks hit all-time high,03/01/2019,by a decline in the shares of lithium producer SQM which slid to its lowest,reuters
163,EMERGING MARKETS-Latam currencies mixed; Brazil stocks end 2018 on high note,28/12/2018,"SQM andLATAM Airlines, and fears about global economic growth",reuters
164,Russia's Rosatom tells Chile it can help boost lithium output,27/12/2018,"be willing to introduce it for projects operated by SQM, Albemarle filings.SQM and Albemarle, which operate in Chile's lithium-rich Atacama",reuters
165,Orocobre price warning drags down lithium stocks,20/12/2018,"producer - fell more than 5 percent. Chile's SQM , the no.2",reuters
166,"Australia's Kidman Resources, LG Chem ink lithium hydroxide deal",18/12/2018,"Kidman andChile's SQM.On Dec. 10, Kidman said it had settled a court",reuters
167,METALS-London metals claw back ground on softer dollar,10/12/2018,"SQM. * For the top stories in metals and other news, click",reuters
168,Deals of the day-Mergers and acquisitions,10/12/2018,"investing in Chile's lithium miner SQM will bring""long-term benefits",reuters
169,Tesla lithium supplier Kidman settles ownership row over Australian mine,09/12/2018,Australian with Chile's SQM. In a statement announcing the settlement. The settlement unlocks payments by SQM that had been on ice during the dispute,reuters
170,China's Tianqi says stake in Chile lithium miner SQM good for both firms,09/12/2018,"miner SQM will bring ""long-term benefits"" for both companies, despite week, Tianqi bought a 23.77 percent share in SQM from Canadian",reuters
171,METALS-Copper prices ease on trade truce doubts,03/12/2018,percent share in Chilean lithium miner SQM from Canadian fertilizer giant,reuters
172,China Stocks-Factors to watch on Tuesday,03/12/2018,* Tianqi buys stake in lithium miner SQM from Nutrien for$4.1 bln,reuters
173,Tianqi buys stake in lithium miner SQM from Nutrien for $4.1 billion,03/12/2018,"lithium miner SQM  from Canadian fertilizer giant Nutrien to electric vehicles.""A minority stake in SQM is great from our perspective",reuters
174,CANADA STOCKS-TSX futures higher on U.S.-China trade truce,03/12/2018,"in Chile's SQM on Monday, thefinal step in completing the sale",reuters
175,China's Tianqi purchases quarter stake in lithium miner SQM for $4.066 billion,03/12/2018,percent stake in Chile lithium producer SQM for a total package price,reuters
176,Nutrien to auction stake in lithium miner SQM for over $4 billion,03/12/2018,"giantNutrien is set to auction its 23.77 percent share inChile's SQM nearly a quarter of SQM from Nutrien,which must offload the stake",reuters
177,Nutrien to auction stake in lithium miner SQM on December 3,28/11/2018,Nutrien will auction its 23.77 percent share in Chile´s SQM on Dec. 3. The company struck a deal earlier this year to buy nearly a fourth of SQM,reuters
178,Nutrien to auction stake in lithium miner SQM on Monday,28/11/2018,"will auction its 23.77 percent share in Chile´sSQM on Dec. 3, the Chilean ofSQM from Nutrien.(Reporting by Dave SherwoodEditing by Bill Trott)",reuters
179,SQM's lithium sales volumes drop 27 pct after production delay,22/11/2018,") - Chilean miner SQM said onThursday that delays in a project to boost.SQM , the world's No. 2 producer oflithium, said the previously",reuters
180,"EMERGING MARKETS-LatAm stocks, currencies down as tepid investor appetite weighs",20/11/2018,percent slide in lithium producer SQM's securities weighed heavily,reuters
181,Chilean regulators reject Albemarle's plans to boost lithium output,13/11/2018,in its resolution.Plans by Albemarle and top competitor SQM,reuters
182,RPT-FOCUS-Build it and they will come: Thai developers pour billions into retail,11/11/2018,-squaremeter (sqm) complex sits on the banks of Bangkok's Chao Praya currently has 7.5 million sqm of retail space withanother million,reuters
183,Build it and they will come: Thai developers pour billions into retail,09/11/2018,meter (sqm) complex sits on the banks of Bangkok's Chao Praya River). Bangkok currently has 7.5 million sqm of retail space with another,reuters
184,FOCUS-Build it and they will come: Thai developers pour billions into retail,09/11/2018,"Iconsiam, a half-million-squaremeter (sqm) complex sits on the banks (Thailand).Bangkok currently has 7.5 million sqm of retail space",reuters
185,Albemarle's claim to unique lithium technology draws scrutiny,07/11/2018,"producer to smaller rivals including Chile's own SQM . Indeed, rivals in Argentina, including Livent",reuters
186,Canada's Nutrien eyeing expansion of nitrogen plants as prices climb,06/11/2018,expects to close the sale of its stake in Chilean lithium producer SQM,reuters
187,BRIEF-Kuehne Und Nagel International Signs Contract For Build-To-Suit Facility In Johannesburg,06/11/2018,THE CONTRACT FOR A 12.000 SQM BUILD-TO-SUITFACILITY INJOHANNESBURGSource,reuters
