,date,headline,stock
2016,2016-05-02 09:01:00-04:00,"nvidia, samsung agree to settle all outstanding ip litigation, terms not disclosed",nvda
2017,2015-10-09 13:27:00-04:00,nvidia shares rebounding off lod following announcement co. lost first round of patent dispute with samsung and qualcomm,nvda
2018,2015-08-07 06:15:00-04:00,"brean sees yellow flags at nvidia, cites expected fcf contraction following final intel royalty pmt in q1 2018, notes nvidia litigation efforts against samsung & qualcomm to secure additional ip revenue streams",nvda
2019,2015-04-06 11:13:00-04:00,"nvidia gets favorable ruling in patent  dispute with samsung, qualcomm",nvda
2020,2014-11-19 06:40:00-05:00,"update: in 10-q filing, nvidia reiterates patent infringement complaint filed by samsung; says has not yet responded to complaint",nvda
2021,2012-08-08 15:34:00-04:00,amd gains on rumored acquisition by samsung,nvda
2022,2011-08-10 09:05:00-04:00,nvidia and samsung expand galaxy smartphones with new galaxy r smartphone ,nvda
2023,2012-11-05 15:29:00-05:00,samsung's yahoo deal won't dilute apple's first television,nws
2024,2019-06-03 09:53:00-04:00,"shares of several semiconductor stocks are trading higher after amd announced a multi-year partnership with samsung for 'ultra low power, high performance mobile graphics ip based on amd radeon graphics technologies.'",nxpi
2025,2019-03-29 11:34:00-04:00,shares of several microchip companies are trading higher on rumors indicating that amazon has faced quality issues with samsung chips and may be in talks with competitors about a potential replacement for samsung if a settlement isn't reached.,nxpi
2026,2019-03-07 08:48:00-05:00,samsung earlier denied it had interest in purchasing nxp semi,nxpi
2027,2019-01-24 09:45:00-05:00,"nxp semi shares fail to react as traders circulate 'freenews' article from invest chosun 'nxp, infineon, xilinx ... who is samsung electronics' m & a target?'",nxpi
2028,2016-11-03 11:21:00-04:00,"apple, samsung could be to blame for qualcomm's light guidance",nxpi
2029,2016-03-15 10:45:00-04:00,who's insulated from the samsung gs7 whiff?,nxpi
2030,2016-02-08 10:02:00-05:00,hearing otr says nxp semiconductor share may increase in samsung s7,nxpi
2031,2014-10-21 12:31:00-04:00,nxp semiconductors shares spike lower; may be attributed to report they lost samsung business,nxpi
2032,2013-03-01 09:35:00-05:00,hearing otr global says broadcom has displaced nxp semiconductor for near field communication chip in samsung galaxy s4,nxpi
2033,2013-02-25 10:32:00-05:00,nxp semiconductors spikes higher on visa-samsung nfc payment deal,nxpi
2034,2016-03-03 10:50:00-05:00,"early global news for thursday: groupon-ibm, samsung ssd, yahoo deal talk",ocls
2035,2011-08-23 08:27:00-04:00,pre-market gainers; universal display up on samsung agreement ,ocr
2036,2018-05-29 09:05:00-04:00,"universal display shares up 14.1% premarket following earlier report apple to use only oled screens in 3 of its new iphone models; bz note: currently samsung, a universal display customer, is the exclusive supplier of oled panels for the iphone x",oled
2037,2018-02-14 12:19:00-05:00,universal display shares up 8% following new supply agreement with samsung,oled
2038,2018-02-14 06:34:00-05:00,universal display signs an oled material supply agreement with samsung,oled
2039,2016-08-04 04:16:00-04:00,samsung display can't meet demand for amoled panels -digitimes,oled
2040,2015-11-25 14:42:00-05:00,the korea times earlier reported 'samsung challenges lg for apple business' says 'apple may use oled technology in a few years...',oled
2041,2014-05-14 05:59:00-04:00,digitimes reports samsung display to invest ~$5b in capex to develop amoled panels,oled
2042,2014-01-13 13:24:00-05:00,bgr reports samsung galaxy s5 to include super amoled display,oled
2043,2014-01-06 15:25:00-05:00,"universal display spikes lower, bgr reports samsung galaxy 5 might lack amoled display",oled
2044,2013-07-29 12:21:00-04:00,"dj reporting samsung may purchase novaled, watch universal display shares",oled
2045,2012-04-17 13:45:00-04:00,"oracle's ellison says had idea to partner with existing google android phonemakers such as samsung  to save time, money -reuters",orcl
2046,2016-08-11 16:09:00-04:00,ocean rig says reached deal with samsung heavy industries related to construction of three drillships,orig
2047,2016-11-14 12:08:00-05:00,mid-morning market update: crude oil down over 2.5%; harman shares surge following samsung bid,osbc
2048,2010-09-16 09:38:00-04:00,unconfirmed chatter that omnivision technologies inc. (ovti) could be takeover target by samsung at 31.00,ovti
2049,2016-03-07 07:47:00-05:00,pandora shares unchanged this morning following after-hours post on friday from variety saying samsung may shutdown pandora competitor 'milk music',p
2050,2014-03-11 11:22:00-04:00,samsung's new milk music service enters crowded field,p
2051,2012-09-28 10:15:00-04:00,three companies samsung should buy,p
2052,2012-09-27 15:59:00-04:00,"samsung enters mobile content space, is pandora now on the menu?",p
2053,2020-02-11 17:00:00-05:00,"pacific drilling reports filed application with london high court for leave to appeal award issued in case between pdvii, pdsi, samsung heavy industries",pacd
2054,2020-01-15 14:08:00-05:00,"update: pacific drilling says samsung heavy industries was awarded ~$320m related to claims against pacific drilling's pacific drilling viii, pacific drilling services",pacd
2055,2020-01-15 14:07:00-05:00,"pacific drilling reports award issued in previously-disclosed arbitration proceedings between co. subsidiaries and samsung heavy industries related to contract for construction, sale of 'pacific zonda'",pacd
2056,2012-02-29 15:18:00-05:00,universal display analyst: we view next year as critical to see if the company can achieve the same degree of success as other oem manufacturers beginning their own organic led production.  the company will need samsung to sustain revenue growth.,panl
2057,2011-10-11 12:53:00-04:00,hearing samsung product delay; can affect universal display corporation negatively,panl
2058,2011-09-01 12:17:00-04:00,samsung reveals new galaxy tab -thisismynext,panl
2059,2011-08-23 08:27:00-04:00,pre-market gainers; universal display up on samsung agreement ,panl
2060,2011-08-23 06:37:00-04:00,samsung mobile display and universal display announce entry into oled patent license and supplemental material purchase agreements   ,panl
2061,2011-05-13 09:02:00-04:00,"gabelli comments on universal display, samsung mobile display",panl
2062,2015-01-10 20:37:00-05:00,"verifone, samsung announce global partnership to deliver advanced, android-based mobile point of sale solutions to multi-lane, enterprise retailers",pay
2063,2019-11-13 10:00:00-05:00,"pitney bowes reports collaboration with samsung to simplify business shopping with sendpro tablet, no terms disclosed",pbi
2064,2015-09-24 06:12:00-04:00,"jury finds pendrell patents valid, but samsung, google did not infringe on patents -8-k",pco
2065,2012-11-18 12:07:00-05:00,barron's recap: apple vs. samsung,pcp
2066,2017-07-27 08:36:00-04:00,"samsung, amazon — everyone is getting into pharmaceuticals",pfe
2067,2016-01-05 05:16:00-05:00,samsung considering unpaid leave for led staff as worldwide led market suffers from oversupply -digitimes,phg
2068,2018-07-09 12:38:00-04:00,"jason picks the best deals for july 9: urbanears wireless headset, samsung fit2 pro smart band and more",plt
2069,2015-01-15 13:53:00-05:00,mid-day market update: blackberry drops on samsung denial of acquisition interest; pilgrim's pride shares surge,ppc
2071,2016-07-18 09:36:00-04:00,parkervision shares +108% @$7.41 following announcement of patent license and settlement agreement with samsung,prkr
2072,2016-07-18 08:01:00-04:00,"parkervision enters into patent license and settlement agreement with samsung, terms not disclosed",prkr
2073,2016-01-19 08:09:00-05:00,"parkervision institues investigation of unfair trade practices by apple, lg, samsung, and qualcomm",prkr
2074,2015-12-15 16:05:00-05:00,"update: parkervision complaint identifies apple, lg, samsung, qualcomm as proposed respondents",prkr
2075,2014-08-21 21:31:00-04:00,parkervision amends patent infringement suit to include samsung,prkr
2076,2014-08-21 20:49:00-04:00,parkervision names samsung as additional defendant in patent infringement suit,prkr
2077,2011-10-26 06:57:00-04:00,quanta services selected for construction of a 20 mw utility- scale solar facility by samsung c&t america  ,pwr
2078,2011-05-25 06:46:00-04:00,samsung securities raises pt on perfect world to $31,pwrd
2079,2020-02-12 05:44:00-05:00,"samsung presents s20 flagship lineup, joins 5g race",qcom
2080,2019-11-07 11:33:00-05:00,"update: canaccord genuity on qualcomm also notes 'further, we believe the recent apple settlement and samsung and lge renegotiations protect a strong portion of qualcomm's long-term licensing business model during this period of uncertainty'",qcom
2081,2019-04-22 09:48:00-04:00,"'""we expect apple will likely adopt 5g baseband chips made by qualcomm (focus on mmwave markets) and samsung (focus on sub-6ghz markets) for lowering supply risk, reducing costs and having better bargaining power.""' -tweet from cnbc technology reporter",qcom
2082,2019-04-22 09:42:00-04:00,qualcomm shares are trading higher following speculation apple will enter the 5g market using qualcomm and samsung chips.,qcom
2083,2019-03-19 20:19:00-04:00,samsung ceo sees intensified competition in chip market due to oversupply,qcom
2084,2019-02-21 11:35:00-05:00,"samsung reveals foldable smartphone, new s-series lineup: 'a potential problem for apple'",qcom
2085,2019-01-11 14:27:00-05:00,"apple exec at testimony related to qualcomm trial, says apple considered modem chips from samsung, mediatek, intel for 2019 iphones",qcom
2086,2018-05-01 04:46:00-04:00,"qualcomm using lower cost licensing model which could help in talks with apple, samsung",qcom
2087,2018-04-25 17:11:00-04:00,qualcomm on conf. call says it expects declining licensing revenue in q3 due in part to amended samsung agreement,qcom
2088,2018-02-22 04:01:00-05:00,samsung electronics and qualcomm expand foundry cooperation on euv process technology,qcom
2089,2018-01-31 16:01:00-05:00,"qualcomm, samsung report expanded strategic partnership",qcom
2090,2018-01-31 16:00:00-05:00,update: samsung will be withdrawing its interventions in qualcomm's appeal of the kftc decision in the seoul high court.,qcom
2091,2018-01-31 16:00:00-05:00,"qualcomm, samsung report amendment to long-term cross-license deal",qcom
2092,2018-01-24 05:03:00-05:00,samsung to sell exynos processors to other smartphone manufacturers -digitimes,qcom
2093,2017-12-21 16:05:00-05:00,nikkei publishes 'tsmc 'will snatch qualcomm orders from samsung in 2018'',qcom
2094,2017-07-24 06:29:00-04:00,samsung chip foundry head says plans to triple market share -reuters,qcom
2095,2017-03-31 14:21:00-04:00,8 things we like about the new samsung galaxy s8,qcom
2096,2017-03-29 11:21:00-04:00,qualcomm shares quiet as co. issues press release highlighting snapdragon 835 platform will power the gigabit lte on samsung's new galaxy s8,qcom
2097,2016-11-17 07:32:00-05:00,"qualcomm, samsung partner on 10nm process technology for the latest snapdragon 835 mobile processor",qcom
2098,2016-11-03 11:21:00-04:00,"apple, samsung could be to blame for qualcomm's light guidance",qcom
2099,2016-03-15 10:45:00-04:00,who's insulated from the samsung gs7 whiff?,qcom
2100,2016-01-19 08:09:00-05:00,"parkervision institues investigation of unfair trade practices by apple, lg, samsung, and qualcomm",qcom
2101,2016-01-14 10:42:00-05:00,"report: qualcomm says samsung, not tsm, will be the sole manufacturer of its flagship mobile chip",qcom
2102,2016-01-14 05:11:00-05:00,qualcomm says samsung to be sole manufacturer for snapdragon 820 chips -reuters,qcom
2103,2016-01-05 11:02:00-05:00,does samsung's latest warning spell trouble for apple?,qcom
2104,2015-12-15 16:05:00-05:00,"update: parkervision complaint identifies apple, lg, samsung, qualcomm as proposed respondents",qcom
2105,2015-11-30 07:38:00-05:00,"summit research's srini sundararajan names potential suitors for global-foundries: samsung, tsmc, qualcomm, tsinghua unigroup, or chinese gov't",qcom
2106,2015-10-02 10:17:00-04:00,"northland warning on crus, believes co lost samsung galaxy 7 following qcom displacement",qcom
2107,2015-10-02 04:28:00-04:00,samsung to use qualcomm chips for some galaxy s smartphones - south korea's electronic times,qcom
2108,2015-08-07 06:15:00-04:00,"brean sees yellow flags at nvidia, cites expected fcf contraction following final intel royalty pmt in q1 2018, notes nvidia litigation efforts against samsung & qualcomm to secure additional ip revenue streams",qcom
2109,2015-04-22 13:41:00-04:00,qualcomm in talks to move some chip production from taiwan semiconductor to samsung electronics -nikkei,qcom
2110,2015-04-06 11:13:00-04:00,"nvidia gets favorable ruling in patent  dispute with samsung, qualcomm",qcom
2111,2015-03-24 05:08:00-04:00,qualcomm seeking chip orders from samsung for galaxy note 5 -digitimes,qcom
2112,2015-01-21 09:37:00-05:00,"samsung dropping qualcomm's chip, shares fall",qcom
2113,2015-01-21 06:29:00-05:00,qualcomm shares fall 6% premarket on report samsung drops qualcomm chip from new galaxy s phone,qcom
2114,2015-01-21 06:16:00-05:00,"samsung drops qualcomm chip from next galaxy smartphone, according to sources -bloomberg",qcom
2115,2014-08-21 21:31:00-04:00,parkervision amends patent infringement suit to include samsung,qcom
2116,2014-08-21 20:49:00-04:00,parkervision names samsung as additional defendant in patent infringement suit,qcom
2117,2014-07-09 05:49:00-04:00,"digitimes reports qualcomm places finfet chip orders with samsung, instead of taiwan semiconductor",qcom
2118,2014-07-01 06:14:00-04:00,"digitimes reports samsung, globalfoundries team receives 14nm orders from qualcomm, apple",qcom
2119,2013-11-18 06:23:00-05:00,"qualcomm looks toward samsung-globalfoundries alliance to reduce reliance on taiwan semiconductor for chips, according to sources -digitimes",qcom
2120,2013-09-04 17:07:00-04:00,"samsung unveils galaxy gear, galaxy note 3 ahead of apple's iphone event (ssnlf)",qcom
2121,2013-08-06 10:59:00-04:00,"will samsung inspire apple to build a dual-screen iphone? (aapl, ssnlf)",qcom
2122,2013-07-18 12:18:00-04:00,selloff in qualcomm may be attributed to report of samsung launch of low-end integrated smartphone app processor ,qcom
2123,2013-07-17 09:46:00-04:00,shares of broadcom down 4% as traders passing around barclays note suggesting samsung's galaxy s4 mini includes qualcomm chips,qcom
2124,2013-06-07 12:09:00-04:00,suppliers to samsung decline as jp morgan sees weaker momentum in galaxy 4,qcom
2125,2013-05-30 11:32:00-04:00,editor of little bear blog short qualcomm on report of losing samsung as customer,qcom
2126,2013-04-26 14:37:00-04:00,"samsung galaxy s4 smartphone includes chips from broadcom, qualcomm, atmel corp. and skyworks ",qcom
2127,2013-03-25 18:49:00-04:00,apple and samsung's biggest competitor arrives this week,qcom
2128,2012-08-08 14:32:00-04:00,hearing chatter of samsung - qualcomm bid for amd,qcom
2129,2012-07-30 13:57:00-04:00,is samsung leaving android for windows phone 8?,qcom
2130,2012-07-05 09:42:00-04:00,update: williams financial group reiterates hold on qualcomm on samsung 28nm deal  ,qcom
2131,2012-04-11 15:06:00-04:00,"update: samsung supplies lumia 900 touch screen, nokia 900 bill of materials costs $209, micron supplies lumia 900 nand flash memory -bloomberg",qcom
2132,2012-04-04 12:45:00-04:00,sandisk blowup highlights apple's and samsung's smartphone industry dominance,qcom
2133,2012-03-19 15:06:00-04:00,samsung cuts dependence on qualcomm -korea times; positive for silicon motion tech,qcom
2134,2012-02-07 11:30:00-05:00,the samsung bull market just replaced the android bull market,qcom
2135,2013-10-01 06:22:00-04:00,qihoo 360 spokesperson says monday's report that content had been removed from samsung app store is 'completely false',qihu
2136,2013-09-30 12:15:00-04:00,hearing samsung has removed all qihoo content from app stores,qihu
2137,2018-04-30 10:39:00-04:00,"soft apple, samsung handset demand a common theme across semiconductor stocks, keybanc says in earnings preview",qrvo
2138,2016-01-08 13:30:00-05:00,"pacific crest cuts qorvo on apple, samsung and china doldrums",qrvo
2139,2018-02-26 11:20:00-05:00,warren buffett still prefers burgers and iphones to tacos and samsungs,qsr
2140,2019-11-01 09:42:00-04:00,"resonant shares spike to session high, up 12%, on heavy volume, as traders circulate word co. won samsung galaxy smartphone deal; 'teardown reveals resn filter in third samsung device'",resn
2141,2018-04-12 11:21:00-04:00,resonant shares up 5% after needham comment suggesting teardown of samsung's galaxy j2 pro showed duplexer likely designed by co.,resn
2142,2018-04-12 09:40:00-04:00,"needham analyst highlights teardown of samsung's galaxy j2 pro, says duplexer likely designed by resonant; reiterates buy rating, $6 price target",resn
2144,2015-06-23 16:00:00-04:00,red hat and samsung form strategic alliance to deliver the next generation of mobile solutions for the enterprise,rht
2145,2019-09-23 16:18:00-04:00,transocean reports has relinquished interests in samsung drillships under construction,rig
2146,2018-01-11 09:01:00-05:00,"ces 2018 concludes today, attendees include:  ford, on semiconductor, avnet, kodak, xperi, fitbit, garmin, gopro, roku, samsung, ringcentral, 3m, intel, skyworks solutions, and lattice semiconductor",ring
2147,2018-01-10 08:58:00-05:00,"ces 2018 continues today, day 3 of 4: attendees include ford, on semiconductor, avnet, kodak, xperi, fitbit, garmin, gopro, roku, samsung, ringcentral, 3m, intel, skyworks solutions, and lattice semiconductor",ring
2148,2018-01-09 08:57:00-05:00,"ces 2018 continues today, day 2 of 4: attendees include ford, on semiconductor, avnet, kodak, xperi, fitbit, garmin, gopro, roku, samsung, ringcentral, 3m, intel, skyworks solutions, and lattice semiconductor",ring
2149,2018-01-08 08:56:00-05:00,"ces 2018 event begins today, day 1 of 4; attendees include ford, on semiconductor, avnet, kodak, xperi, fitbit, garmin, gopro, roku, samsung, ringcentral, 3m, and lattice semiconductor",ring
2150,2011-06-14 10:10:00-04:00,rit technologies trading over 170% higher after partnership with samsung,ritt
2151,2011-06-14 07:04:00-04:00,samsung fiber optics chooses rit technologies as oem partner ,ritt
2152,2016-09-19 11:09:00-04:00,samsung offsetting recall costs by selling stakes in other tech companies,rmbs
2153,2015-03-10 07:15:00-04:00,analyst: 3 chip makers put more gear in latest samsung phone,rmbs
2154,2014-01-06 05:47:00-05:00,"rambus, samsung sign 10-year license agrement",rmbs
2155,2011-04-11 10:07:00-04:00,rambus rumored to have received positive ruling on damages from samsung (rmbs),rmbs
2156,2010-01-20 09:38:00-05:00,samsung electronics agrees to pay $900 million to rambus in claims settlement (rmbs),rmbs
2157,2010-01-19 18:55:00-05:00,rambus gets $700 million settlement from samsung,rmbs
2158,2014-07-09 08:33:00-04:00,"rovi announces renewed, expanded patent license deal with samsung",rovi
2159,2014-01-08 08:43:00-05:00,update: rovi signs agreement with samsung for use of rovi video discovery patents and technologies,rovi
2160,2014-01-08 08:32:00-05:00,rovi signs new patent license agreement with samsung for mobile and tablet devices,rovi
2161,2011-09-06 06:42:00-04:00,rovi and samsung expand relationship with new multi-year divx licensing agreement  ,rovi
2162,2016-11-14 12:08:00-05:00,mid-morning market update: crude oil down over 2.5%; harman shares surge following samsung bid,rso
2163,2016-01-05 05:16:00-05:00,samsung considering unpaid leave for led staff as worldwide led market suffers from oversupply -digitimes,rvlt
2164,2012-12-19 09:29:00-05:00,"update: kodak license participants also include adobe, samsung, huawei, shutterfly",sfly
2165,2016-10-10 08:10:00-04:00,"barron's picks and pans: ebay, shire, samsung and more",shpg
2166,2014-01-06 17:03:00-05:00,silicon image receiver designed into samsung uhd tvs,simg
2167,2011-10-25 16:29:00-04:00,silicon image's dual-mode port processors now offer mhl connectivity for samsung smart tvs   ,simg
2168,2012-05-25 10:36:00-04:00,"samsung, lg and huawei mulling plans to ramp up in-house production of lte solutions -digitimes",simo
2169,2012-03-19 15:06:00-04:00,samsung cuts dependence on qualcomm -korea times; positive for silicon motion tech,simo
2170,2017-02-08 07:10:00-05:00,"six flags, samsung announce renewed collaboration on virtual reality roller coasters",six
2171,2016-11-14 12:08:00-05:00,mid-morning market update: crude oil down over 2.5%; harman shares surge following samsung bid,smi
2172,2013-02-15 10:11:00-05:00,"sandisk shares trading up $1.68, may be attributed to positive chatter involving samsung",sndk
2173,2012-12-14 09:43:00-05:00,hearing unconfirmed market chatter of samsung bid for sandisk,sndk
2174,2012-04-04 12:45:00-04:00,sandisk blowup highlights apple's and samsung's smartphone industry dominance,sndk
2175,2012-02-07 11:30:00-05:00,the samsung bull market just replaced the android bull market,sndk
2176,2018-06-14 04:04:00-04:00,synopsys ic validator certified by samsung foundry for 7nm signoff physical verification,snps
2177,2017-09-05 09:05:00-04:00,synopsys selected by samsung sarc as verification solotion,snps
2178,2014-06-04 09:02:00-04:00,"synopsys, stmicroelectronics and samsung to collaborate on accelerated adoption of 28-nm fd-soi technolgoies",snps
2179,2013-04-17 15:25:00-04:00,shanghai daily reporting sohu to provide video app for all samsung phones in china,sohu
2180,2012-11-18 12:07:00-05:00,barron's recap: apple vs. samsung,spa
2181,2013-11-30 09:17:00-05:00,"cyber monday's hottest tech deals: ipod touch, playstation 4 bundle, samsung tv and more",spls
2182,2013-05-08 08:07:00-04:00,staples announces availability of samsung galaxy s4,spls
2183,2019-06-03 09:53:00-04:00,"shares of several semiconductor stocks are trading higher after amd announced a multi-year partnership with samsung for 'ultra low power, high performance mobile graphics ip based on amd radeon graphics technologies.'",stm
2184,2019-03-29 11:34:00-04:00,shares of several microchip companies are trading higher on rumors indicating that amazon has faced quality issues with samsung chips and may be in talks with competitors about a potential replacement for samsung if a settlement isn't reached.,stm
2185,2013-03-12 12:20:00-04:00,"bloomberg reporting stmicro, ericsson said to fail to find buyer for chip venture, says samsung among buyers who declined offer",stm
2186,2013-02-26 12:02:00-05:00,"stmicro's head of micro-electro mechanical systems at mwc: jv exit doesn't impact wireless, says samsung, apple not worried about exit either",stm
2187,2014-07-11 05:41:00-04:00,"dow jones reports scorpio in talks with samsung heavy industries for five triple-e container ships, according to sources",stng
2188,2019-03-29 11:34:00-04:00,shares of several microchip companies are trading higher on rumors indicating that amazon has faced quality issues with samsung chips and may be in talks with competitors about a potential replacement for samsung if a settlement isn't reached.,stx
2189,2017-11-02 09:38:00-04:00,traders circulating yonhap article highlighting earlier dramexchange comments 'samsung expected to expand dram output capacity',stx
2190,2016-09-19 11:09:00-04:00,samsung offsetting recall costs by selling stakes in other tech companies,stx
2191,2016-05-19 10:14:00-04:00,"watching shares of seagate tech, traders passing comments that samsung approached co for takeover of data storage manufacturer",stx
2192,2015-10-22 14:32:00-04:00,seagate announces decision from mofcom allowing integration of samsung hdd business to proceed without restrictions,stx
2193,2015-01-22 13:41:00-05:00,baird analyst sees samsung-seagate takeover as 'unlikely',stx
2194,2015-01-22 13:12:00-05:00,longbow research analyst: samsung-seagate buyout rumor is 'highly improbable',stx
2195,2015-01-22 12:44:00-05:00,morningstar analyst says samsung-seagate buyout rumor 'seems a bit odd',stx
2196,2015-01-22 10:13:00-05:00,hearing unconfirmed market chatter of $72 tender offer for seagate technology by samsung,stx
2197,2013-10-08 09:03:00-04:00,update: seagate technology completes private share redemption transaction of 32.7 million shares held by samsung,stx
2198,2012-11-12 11:16:00-05:00,samsung devours apple's profits,stx
2199,2011-10-20 16:11:00-04:00,seagate technology says samsung asset deal approved by ec,stx
2200,2010-10-26 10:31:00-04:00,unconfirmed rumor that samsung has topped tpg/silver lake with a $19.50 share offer for seagate technology plc (stx) !! ,stx
2201,2010-10-12 10:00:00-04:00,unconfirmed rumor that samsung has offered seagate technology plc (stx) $17.00 a share,stx
2202,2014-03-20 07:03:00-04:00,sunedison  announces private placement of shares to samsung in connection with sunedison semiconductor ipo,sune
2203,2018-05-16 16:38:00-04:00,"3 stocks to play the trends in iphone, samsung galaxy inventories",syna
2204,2017-10-26 10:11:00-04:00,jpmorgan out negative on synaptics says they are at risk of losing fingerprint rev. associated with galaxy s9 due to recent success of taiwan's egis in winning share of fp business on mid-range samsung devices,syna
2205,2017-08-02 09:41:00-04:00,"update: clsa analyst suggests without the samsung galaxy gs9, synaptics' earnings could collapse",syna
2206,2017-08-02 09:40:00-04:00,update: clsa analyst suggests egistec won the samsung galaxy gs9 contract over synaptics,syna
2207,2017-08-02 09:39:00-04:00,"synaptics shares fall to session lows, now down 4%, as traders circulating comment from clsa co. lost samsung as a customer",syna
2208,2016-12-23 09:46:00-05:00,syanptics shares largely unaffected as traders circulate comments from otr global suggesting samsung will not adopt co.'s under-glass fingerprint sensor for the s8,syna
2209,2016-12-23 09:37:00-05:00,"hearing otr note highlighting samsung will not adopt synaptics finger-print sensor for s8, citing yield issues",syna
2210,2016-11-08 11:10:00-05:00,"update: cowen says synaptics precise biometric license does not signal a loss to samsung, reiterating $75 pt",syna
2211,2016-07-20 09:36:00-04:00,synaptics near low of $51.04; hearing otr global says co has lost fingerprint sensor design win to egis technology at samsung,syna
2212,2013-08-06 09:36:00-04:00,hearing otr saying synaptics has regained samsung galaxy contract,syna
2213,2013-06-12 11:02:00-04:00,synaptics shares under pressure as analyst warns checks indicate samsung reducing shipments of s4,syna
2214,2013-06-07 12:09:00-04:00,suppliers to samsung decline as jp morgan sees weaker momentum in galaxy 4,syna
2215,2013-03-18 09:44:00-04:00,update: jp morgan raises pt on synaptics on indication of samsung smartphone win,syna
2216,2012-11-18 12:07:00-05:00,barron's recap: apple vs. samsung,syy
2217,2013-09-30 08:06:00-04:00,powerbyproxi announces $4m in strategic funding from samsung ventures,tel
2218,2015-01-20 08:02:00-05:00,tessco launches a samsung accessory program for mobile workforce applications,tess
2219,2018-01-09 09:01:00-05:00,"the market in 5 minutes: alabama, saban win historic national title, samsung's record quarter, under armour downgrade",teva
2220,2015-12-02 09:26:00-05:00,"teekay lng-samsung-gic report signing of lng import terminal project in bahrain, expected to cost ~$655m",tgp
2221,2018-12-04 08:08:00-05:00,tivo renews patent license agreement with samsung for smartphones and tablets,tivo
2222,2018-12-04 08:04:00-05:00,"tivo reports renewal of patent license deal with samsung for smartphones, tablets",tivo
2223,2015-09-08 16:08:00-04:00,tivo files patent infringement suit against samsung,tivo
2224,2010-09-13 16:06:00-04:00,tivo teams with samsung - analyst blog,tivo
2225,2017-03-29 11:50:00-04:00,t-mobile announces samsung galaxy s8 will be available wednesday for preorder at $30/month,tmus
2226,2014-02-25 05:41:00-05:00,"tangoe, samsung sign strategic partnership agreement ",tngo
2227,2020-04-21 12:29:00-04:00,'huawei floats buying chips from samsung to fight us crackdown' -nikkei,tsm
2228,2020-02-18 09:25:00-05:00,taiwan semiconductor shares are trading lower amid weakness in the semiconductor space on coronavirus fears and reports of us trade restrictions on china as well as reports indicating rival samsung has won a contract to make new qualcomm 5g chips.,tsm
2229,2019-12-20 05:36:00-05:00,samsung said to cut prices to compete against taiwan semiconductor,tsm
2230,2019-06-03 09:53:00-04:00,"shares of several semiconductor stocks are trading higher after amd announced a multi-year partnership with samsung for 'ultra low power, high performance mobile graphics ip based on amd radeon graphics technologies.'",tsm
2231,2018-01-31 10:28:00-05:00,"samsung enters the cryptocurrency mining space, announces first-ever stock split",tsm
2232,2018-01-04 04:19:00-05:00,taiwan semiconductor to have lead over samsung in 7nm volume production in 2018 -digitimes,tsm
2233,2017-07-24 06:29:00-04:00,samsung chip foundry head says plans to triple market share -reuters,tsm
2234,2016-09-13 08:28:00-04:00,south korea etf sort of endures samsung slide,tsm
2235,2016-08-10 04:20:00-04:00,"taiwan semiconductor to replace samsung as sole supplier of chips for apple watch 2, plus enhanced version of first apple watch beginning in h2 of 2016 -digitimes",tsm
2236,2016-01-14 10:42:00-05:00,"report: qualcomm says samsung, not tsm, will be the sole manufacturer of its flagship mobile chip",tsm
2237,2016-01-14 05:11:00-05:00,qualcomm says samsung to be sole manufacturer for snapdragon 820 chips -reuters,tsm
2238,2015-07-17 10:00:00-04:00,"with tsmc, samsung rumored to begin a9 chips, how is apple affected?",tsm
2239,2015-07-16 06:17:00-04:00,"taiwan semiconductor, samsung begin apple a9 chip mass production, according to sources -digitimes",tsm
2240,2015-05-28 04:36:00-04:00,taiwan semiconductor confident it will beat samsung electronics in ramping up production on 10nm lines -digitimes,tsm
2241,2015-04-22 13:41:00-04:00,qualcomm in talks to move some chip production from taiwan semiconductor to samsung electronics -nikkei,tsm
2242,2015-01-15 13:53:00-05:00,mid-day market update: blackberry drops on samsung denial of acquisition interest; pilgrim's pride shares surge,tsm
2243,2014-11-18 09:03:00-05:00,"apple, samsung 'best frenemies forever' following new chip deal, says this analyst",tsm
2244,2014-07-09 05:49:00-04:00,"digitimes reports qualcomm places finfet chip orders with samsung, instead of taiwan semiconductor",tsm
2245,2014-03-26 05:59:00-04:00,"ic insights reports samsung, intel, taiwan semiconductor to account for 52% of semiconductor capex in 2014 -digitimes",tsm
2246,2014-03-10 19:18:00-04:00,"dss files patent infringement claim against samsung, tsmc and nec ",tsm
2247,2014-01-09 05:58:00-05:00,"ic insights reports samsung, taiwan semiconductor, micron are ic industry capacity leaders -digitimes",tsm
2248,2013-12-18 06:23:00-05:00,"apple supply chain sources say samsung, taiwan semiconductor to share 14/16nm chip orders -digitimes",tsm
2249,2013-11-18 06:23:00-05:00,"qualcomm looks toward samsung-globalfoundries alliance to reduce reliance on taiwan semiconductor for chips, according to sources -digitimes",tsm
2250,2013-11-14 13:50:00-05:00,"iphone 7 processor to be built by samsung, globalfoundries",tsm
2251,2013-11-13 06:39:00-05:00,"globalfoundries, samsung reportedly working together to get apple chip orders -digitimes",tsm
2252,2013-07-12 06:18:00-04:00,samsung seeking new foundry clients -digitimes,tsm
2253,2013-07-01 13:48:00-04:00,"should apple dump samsung and produce everything in-house? (aapl, ssnlf)",tsm
