idx,headline,date,ticker,source
278,lg display could join samsung as oled panel supplier for apple in 2018 -digitimes,2018-01-12 04:08:00-05:00,alb,Kaggle
279,"70% of global output of amoled panels to be used by apple, samsung -digitimes",2017-03-16 04:10:00-04:00,alb,Kaggle
280,"samsung display shipped 80m+ smartphone panels in q1 2016, lg display shipped 34m -digitimes",2016-04-25 04:14:00-04:00,alb,Kaggle
281,"samsung, lg display close to agreement with apple to supply oled screens for iphones -reuters",2015-12-30 04:49:00-05:00,alb,Kaggle
282,samsung said to be supplying apple with oled panels,2015-12-17 04:48:00-05:00,alb,Kaggle
283,samsung display to begin mass production of transparent oled displays in december -digitimes,2015-12-10 04:27:00-05:00,alb,Kaggle
284,samsung display expected to surpass lg display in revenues -digitimes,2015-12-01 04:32:00-05:00,alb,Kaggle
285,"samsung display to produce 55-inch transparent oled displays in 2016; lg display to produce 60-inch transparent, flexible ultra hd displays in 2017 -digitimes",2015-11-27 05:00:00-05:00,alb,Kaggle
286,"samsung display, lg display seeing increase in orders for oled panels due to demand for high-end smartphones -digitimes",2015-10-21 05:16:00-04:00,alb,Kaggle
287,"apple teams with samsung to build ipad mini retina display (aapl, ssnlf)",2013-08-01 11:12:00-04:00,alb,Kaggle
288,"samsung, lg, sharp begin shipping ipad 3 displays -sources",2011-11-18 08:55:00-05:00,alb,Kaggle
289,"ipad uses samsung and lg display components (aapl, lpl)",2010-04-06 14:25:00-04:00,alb,Kaggle
290,samsung to pay kodak (ek) for settling patent dispute,2009-12-23 11:53:00-05:00,alb,Kaggle
292,"hearing lynx equity comments on dram inventory at samsung, says inventory may have expanded to unsustainable levels, notes research into supply chain shows inventory could be as high as 1 year's worth of supply",2019-06-07 08:50:00-04:00,alb,Kaggle
297,mastercard reports collaboration with samsung 'to explore and deliver a better way for people to conveniently and securely verify their digital identity on the mobile devices they use every day',2019-05-21 08:22:00-04:00,alb,Kaggle
298,"today in cryptocurrency: 8bit sees huge gain, samsung explores blockchain",2018-04-16 16:14:00-04:00,alb,Kaggle
299,"mastercard, samsung increase relationship joins digital enablement express program",2015-09-08 12:05:00-04:00,alb,Kaggle
300,"mastercard, samsung to deliver samsung pay in europe",2015-07-30 04:08:00-04:00,alb,Kaggle
301,samsung launches samsung pay,2015-03-01 12:45:00-05:00,alb,Kaggle
303,"medtronic, samsung report expanded alliance to develop connected health solutions for neuromodulation patients, healthcare providers",2015-12-11 08:03:00-05:00,alb,Kaggle
304,medtronic says to increase access to diabetes device data through partnership with glooko; announces partnership with samsung for enhancement of diabetes management,2015-06-05 08:10:00-04:00,alb,Kaggle
306,samsung and mentor graphics expand calibre signoff and foundry mask processing solution for 20nm,2012-06-06 09:02:00-04:00,alb,Kaggle
307,samsung sdi to acquire battery pack business fom unit of magna international; financial terms not disclosed,2015-02-23 05:43:00-05:00,alb,Kaggle
308,magic software shares jump following deal with samsung,2012-12-05 09:37:00-05:00,alb,Kaggle
309,sandisk blowup highlights apple's and samsung's smartphone industry dominance,2012-04-04 12:45:00-04:00,alb,Kaggle
310,"analyst shaw wu: smartphone market two horse race between apple and google, whether samsung stays in depends on what google does with motorola purchase",2012-04-03 13:26:00-04:00,alb,Kaggle
311,"apple seeking up to $15 per android device in legal settlement with motorola, samsung -apple insider",2012-03-06 15:08:00-05:00,alb,Kaggle
312,the samsung bull market just replaced the android bull market,2012-02-07 11:30:00-05:00,alb,Kaggle
313,apple finally beats samsung as the largest…,2012-01-27 12:33:00-05:00,alb,Kaggle
314,are apple and samsung's patent wars going too far?,2011-11-30 09:39:00-05:00,alb,Kaggle
315,comscore reports july u.s. mobile subscriber market share; samsung top handset manufacturer ,2011-08-30 12:30:00-04:00,alb,Kaggle
316,potential interdigital buyout by samsung,2011-08-08 07:48:00-04:00,alb,Kaggle
323,"merck reports samsung bioepis receives approval of renflexis, a biosimilar of remicade, in korea",2015-12-07 08:00:00-05:00,alb,Kaggle
324,merck announces samsung bioepis will present new biosimilars data at the 2015 acr/arhp annual meeting,2015-11-05 08:43:00-05:00,alb,Kaggle
325,"merck, samsung bioepis report approval of brenzys, a biosimilar of enbrel, in korea",2015-09-08 08:31:00-04:00,alb,Kaggle
326,"merck, samsung bioepis report pivotal phase 3 studies for investigational biosimilars sb4, enbrel (etanercept), and sb2, remicade (infliximab), met primary endpoints",2015-06-10 08:46:00-04:00,alb,Kaggle
327,"merck, samsung bioepis announce deal to develop insulin glargine candidate",2014-02-10 08:31:00-05:00,alb,Kaggle
329,samsung launches three new galaxy smartphones with marvell's td-scdma solutions,2012-08-14 08:08:00-04:00,alb,Kaggle
330,comscore reports january u.s. mobile subscriber market share; samsung top handset ,2012-03-06 13:18:00-05:00,alb,Kaggle
331,mattson (mtsn)  shares up on big samsung order,2009-12-02 07:30:00-05:00,alb,Kaggle
333,"mizuho maintains buy, $47 target on micron as firm notes co. 'should benefit from hyperscale and server dram market share gains given samsung 1x nm issues'",2019-04-16 10:17:00-04:00,alb,Kaggle
334,shares of several microchip companies are trading higher on rumors indicating that amazon has faced quality issues with samsung chips and may be in talks with competitors about a potential replacement for samsung if a settlement isn't reached.,2019-03-29 11:34:00-04:00,alb,Kaggle
335,samsung ceo sees intensified competition in chip market due to oversupply,2019-03-19 20:19:00-04:00,alb,Kaggle
336,"samsung electronics, sk hynix, micron technology saw combined dram and flash memory revenues fall 26% yoy in q4 2018",2019-02-25 04:29:00-05:00,alb,Kaggle
337,"samsung electronics, micron technology, toshiba , sk hynix concerned about impact of weak iphone sales",2019-02-11 04:34:00-05:00,alb,Kaggle
338,"china authorities alleged massive evidence of antitrust violations by micron, samsung, sk hynix",2018-11-19 06:41:00-05:00,alb,Kaggle
339,'$mu +ve: samsung plans to lower dram capex in 2019 to stabilize prices:  - economic daily - positive for micron (mu) and the whole dram' -tweet from the notable calls,2018-10-09 09:58:00-04:00,alb,Kaggle
340,"samsung, sk hynix, micron technology could faces fines of up to $8b in china over alleged price fixing",2018-06-21 04:26:00-04:00,alb,Kaggle
341,"dramexchange reports dram revenues for top 3 suppliers samsung, sk hynix, micron rose 14% in q4 2017 -digitimes",2018-02-22 04:07:00-05:00,alb,Kaggle
342,traders circulating yonhap article highlighting earlier dramexchange comments 'samsung expected to expand dram output capacity',2017-11-02 09:38:00-04:00,alb,Kaggle
344,"micron shares spiking higher, traders attributing moves to chatter of samsung talking about capex dram cuts at ces",2016-01-06 14:18:00-05:00,alb,Kaggle
345,summit's sundararajan on micron: 'time and samsung wait for no-one',2015-08-17 12:02:00-04:00,alb,Kaggle
346,"stifel says move lower in micron related to samsung, apple speculation is overdone",2015-02-24 10:41:00-05:00,alb,Kaggle
347,summit research: micron technology to gain from samsung production shift,2014-11-18 14:50:00-05:00,alb,Kaggle
348,"micron technology, inc. slips as samsung unveils chip factory plan",2014-10-06 10:46:00-04:00,alb,Kaggle
349,"summit talks up micron, says samsung dram expansion is a moot point",2014-07-31 16:21:00-04:00,alb,Kaggle
350,samsung increasing 25nm dram production -digitimes,2014-02-14 06:37:00-05:00,alb,Kaggle
351,"ic insights reports samsung, taiwan semiconductor, micron are ic industry capacity leaders -digitimes",2014-01-09 05:58:00-05:00,alb,Kaggle
352,"samsung, toshiba,micron gearing-up for 3d chips -digitimes",2013-08-27 06:02:00-04:00,alb,Kaggle
353,"dramexchnage reports samsung retains top spot in q2 2013 nand flash sales, micron falls to number 4 -digitimes",2013-08-13 06:10:00-04:00,alb,Kaggle
354,micron spokesperson won't comment on rumor of samsung takeover offer,2012-02-08 11:07:00-05:00,alb,Kaggle
357,update: j.p. morgan downgrades maxim integrated products to neutral following samsung business shortfall,2013-06-10 11:02:00-04:00,alb,Kaggle
358,update: jp morgan upgrades maxim integrated products to overweight on samsung exposure  ,2013-01-11 09:11:00-05:00,alb,Kaggle
359,maxim sees no material near-term impact from apple v. samsung verdict ,2012-08-27 05:58:00-04:00,alb,Kaggle
361,"ni, samsung partner on 5g new radio interoperability device testing for 28 ghz",2018-02-20 10:00:00-05:00,alb,Kaggle
362,did apple and samsung's new products just throw t-mobile under the bus?,2017-09-14 11:59:00-04:00,alb,Kaggle
363,"netlist, samsung partner for new storage memory class",2015-11-19 07:03:00-05:00,alb,Kaggle
364,"nokia, samsung extend patent license agreement",2018-10-25 03:44:00-04:00,alb,Kaggle
365,"update: goldman raising nokia 2018 patents revenues by 25% citing samsung negotiations, says nokia is entering 'its most intensive cost-cutting phase'",2016-07-20 17:18:00-04:00,alb,Kaggle
366,nokia announces positive decision in patent license arbitration vs samsung,2016-02-01 05:21:00-05:00,alb,Kaggle
367,"bofa sees samsung ip settlement 'an important catalyst' for nokia shares, believes 'stock discounting negative ipr value is too harsh'",2015-09-10 11:33:00-04:00,alb,Kaggle
368,apple and nokia propose sanctions against samsung and its attorneys -foss patents,2013-12-03 06:20:00-05:00,alb,Kaggle
369,"nokia retains lead as top windows phone maker, samsung vaults ahead of htc into #2 spot -wantchinatimes",2013-08-10 13:56:00-04:00,alb,Kaggle
371,samsung introduces massive camera phone ahead of june 20 event,2013-06-12 13:37:00-04:00,alb,Kaggle
373,samsung to extend its mobile handset market share lead to 11% in 2013 -digitimes,2013-03-21 06:11:00-04:00,alb,Kaggle
375,will apple beat samsung to wireless charging?,2013-03-08 10:39:00-05:00,alb,Kaggle
376,nokia falls to third place behind apple and samsung in terms of mobile internet usage -digitimes,2013-02-08 06:20:00-05:00,alb,Kaggle
377,"interdigital files new itc complaint against nokia, samsung, zte, huawei",2013-01-02 11:24:00-05:00,alb,Kaggle
378,ihs says samsung to replace nokia as top cellphone brand in 2012,2012-12-18 11:45:00-05:00,alb,Kaggle
379,should apple be allowed to ban old samsung products?,2012-11-28 14:08:00-05:00,alb,Kaggle
381,"htc, samsung likely to undercut nokia on windows phone 8 pricing -digitimes",2012-10-17 07:24:00-04:00,alb,Kaggle
382,samsung's secret iphone 5 killer?,2012-10-03 10:41:00-04:00,alb,Kaggle
383,google may stop samsung from making windows phones,2012-09-14 13:04:00-04:00,alb,Kaggle
384,social-savvy marketer part of samsung's success,2012-09-12 14:30:00-04:00,alb,Kaggle
385,apple's legal battle with samsung comes to south korea,2012-09-06 08:41:00-04:00,alb,Kaggle
386,"nokia takes on apple, samsung with music service",2012-09-04 10:18:00-04:00,alb,Kaggle
387,is samsung ready to leave android?,2012-08-30 15:14:00-04:00,alb,Kaggle
388,update: munster says nokia/microsoft could get near-term benefit on apple/samsung ruling if samsung products pulled off the market,2012-08-27 12:08:00-04:00,alb,Kaggle
390,is samsung leaving android for windows phone 8?,2012-07-30 13:57:00-04:00,alb,Kaggle
391,"nokia's surprising milestone abolishes apple, samsung records",2012-07-23 12:02:00-04:00,alb,Kaggle
393,"smartphone sales slow despite samsung, according to goldman - ibd",2012-06-25 14:23:00-04:00,alb,Kaggle
394,nokia falls sharply after samsung dispells acquisition rumors,2012-06-11 12:46:00-04:00,alb,Kaggle
395,samsung electronics denies interest in nokia -reuters,2012-06-11 07:55:00-04:00,alb,Kaggle
396,update: samsung may buy nokia -sanoma news,2012-06-08 10:51:00-04:00,alb,Kaggle
397,"samsung passes apple in smartphones, nokia overall - ibd",2012-04-27 14:20:00-04:00,alb,Kaggle
398,"update: samsung supplies lumia 900 touch screen, nokia 900 bill of materials costs $209, micron supplies lumia 900 nand flash memory -bloomberg",2012-04-11 15:06:00-04:00,alb,Kaggle
402,samsung's secret weapon against apple,2011-12-05 12:49:00-05:00,alb,Kaggle
406,"tattletale! apple complains about samsung, seeks help from the itc",2011-07-06 10:07:00-04:00,alb,Kaggle
407,"apple sues samsung over patents, again",2011-06-24 06:17:00-04:00,alb,Kaggle
408,"samsung joins nok, rimm in rejecting aapl ceo claims",2010-07-20 10:34:00-04:00,alb,Kaggle
409,samsung to introduce a new operating system for smartphones,2009-11-11 15:04:00-05:00,alb,Kaggle
410,"network-1, samsung settle on patent litigation",2015-03-10 09:16:00-04:00,alb,Kaggle
411,"nuance, samsung extends strategic partnership  to encompass imaging solutions",2015-09-29 08:00:00-04:00,alb,Kaggle
412,nuance shares spike higher on rumor of deal with samsung,2014-09-30 12:32:00-04:00,alb,Kaggle
413,nuance communications shares rise 3.5% premarket following monday's takeover rumor involving samsung. may be attributed to positive comments from oppenheimer,2014-06-17 07:40:00-04:00,alb,Kaggle
414,nuance declines comment on rumored talks with samsung,2014-06-16 14:10:00-04:00,alb,Kaggle
415,nuance up 10% on rumor samsung may be interested,2014-06-16 13:36:00-04:00,alb,Kaggle
416,"dow jones reports nuance has held talks with samsung, pe firms, according to sources",2014-06-16 12:25:00-04:00,alb,Kaggle
417,nvidia to adopt samsung 7nm euv process in next-gen gpu production,2019-06-05 04:28:00-04:00,alb,Kaggle
419,"samsung enters the cryptocurrency mining space, announces first-ever stock split",2018-01-31 10:28:00-05:00,alb,Kaggle
420,"nvidia, samsung agree to settle all outstanding ip litigation, terms not disclosed",2016-05-02 09:01:00-04:00,alb,Kaggle
421,nvidia shares rebounding off lod following announcement co. lost first round of patent dispute with samsung and qualcomm,2015-10-09 13:27:00-04:00,alb,Kaggle
422,"brean sees yellow flags at nvidia, cites expected fcf contraction following final intel royalty pmt in q1 2018, notes nvidia litigation efforts against samsung & qualcomm to secure additional ip revenue streams",2015-08-07 06:15:00-04:00,alb,Kaggle
423,"nvidia gets favorable ruling in patent  dispute with samsung, qualcomm",2015-04-06 11:13:00-04:00,alb,Kaggle
424,"update: in 10-q filing, nvidia reiterates patent infringement complaint filed by samsung; says has not yet responded to complaint",2014-11-19 06:40:00-05:00,alb,Kaggle
425,amd gains on rumored acquisition by samsung,2012-08-08 15:34:00-04:00,alb,Kaggle
426,nvidia and samsung expand galaxy smartphones with new galaxy r smartphone ,2011-08-10 09:05:00-04:00,alb,Kaggle
427,samsung's yahoo deal won't dilute apple's first television,2012-11-05 15:29:00-05:00,alb,Kaggle
430,samsung earlier denied it had interest in purchasing nxp semi,2019-03-07 08:48:00-05:00,alb,Kaggle
431,"nxp semi shares fail to react as traders circulate 'freenews' article from invest chosun 'nxp, infineon, xilinx ... who is samsung electronics' m & a target?'",2019-01-24 09:45:00-05:00,alb,Kaggle
432,"apple, samsung could be to blame for qualcomm's light guidance",2016-11-03 11:21:00-04:00,alb,Kaggle
434,hearing otr says nxp semiconductor share may increase in samsung s7,2016-02-08 10:02:00-05:00,alb,Kaggle
435,nxp semiconductors shares spike lower; may be attributed to report they lost samsung business,2014-10-21 12:31:00-04:00,alb,Kaggle
437,nxp semiconductors spikes higher on visa-samsung nfc payment deal,2013-02-25 10:32:00-05:00,alb,Kaggle
439,pre-market gainers; universal display up on samsung agreement ,2011-08-23 08:27:00-04:00,alb,Kaggle
440,"universal display shares up 14.1% premarket following earlier report apple to use only oled screens in 3 of its new iphone models; bz note: currently samsung, a universal display customer, is the exclusive supplier of oled panels for the iphone x",2018-05-29 09:05:00-04:00,alb,Kaggle
441,universal display shares up 8% following new supply agreement with samsung,2018-02-14 12:19:00-05:00,alb,Kaggle
442,universal display signs an oled material supply agreement with samsung,2018-02-14 06:34:00-05:00,alb,Kaggle
443,samsung display can't meet demand for amoled panels -digitimes,2016-08-04 04:16:00-04:00,alb,Kaggle
444,the korea times earlier reported 'samsung challenges lg for apple business' says 'apple may use oled technology in a few years...',2015-11-25 14:42:00-05:00,alb,Kaggle
445,digitimes reports samsung display to invest ~$5b in capex to develop amoled panels,2014-05-14 05:59:00-04:00,alb,Kaggle
446,bgr reports samsung galaxy s5 to include super amoled display,2014-01-13 13:24:00-05:00,alb,Kaggle
447,"universal display spikes lower, bgr reports samsung galaxy 5 might lack amoled display",2014-01-06 15:25:00-05:00,alb,Kaggle
448,"dj reporting samsung may purchase novaled, watch universal display shares",2013-07-29 12:21:00-04:00,alb,Kaggle
449,"oracle's ellison says had idea to partner with existing google android phonemakers such as samsung  to save time, money -reuters",2012-04-17 13:45:00-04:00,alb,Kaggle
450,ocean rig says reached deal with samsung heavy industries related to construction of three drillships,2016-08-11 16:09:00-04:00,alb,Kaggle
452,unconfirmed chatter that omnivision technologies inc. (ovti) could be takeover target by samsung at 31.00,2010-09-16 09:38:00-04:00,alb,Kaggle
453,pandora shares unchanged this morning following after-hours post on friday from variety saying samsung may shutdown pandora competitor 'milk music',2016-03-07 07:47:00-05:00,alb,Kaggle
454,samsung's new milk music service enters crowded field,2014-03-11 11:22:00-04:00,alb,Kaggle
456,"samsung enters mobile content space, is pandora now on the menu?",2012-09-27 15:59:00-04:00,alb,Kaggle
457,"pacific drilling reports filed application with london high court for leave to appeal award issued in case between pdvii, pdsi, samsung heavy industries",2020-02-11 17:00:00-05:00,alb,Kaggle
458,"update: pacific drilling says samsung heavy industries was awarded ~$320m related to claims against pacific drilling's pacific drilling viii, pacific drilling services",2020-01-15 14:08:00-05:00,alb,Kaggle
459,"pacific drilling reports award issued in previously-disclosed arbitration proceedings between co. subsidiaries and samsung heavy industries related to contract for construction, sale of 'pacific zonda'",2020-01-15 14:07:00-05:00,alb,Kaggle
460,universal display analyst: we view next year as critical to see if the company can achieve the same degree of success as other oem manufacturers beginning their own organic led production.  the company will need samsung to sustain revenue growth.,2012-02-29 15:18:00-05:00,alb,Kaggle
461,hearing samsung product delay; can affect universal display corporation negatively,2011-10-11 12:53:00-04:00,alb,Kaggle
462,samsung reveals new galaxy tab -thisismynext,2011-09-01 12:17:00-04:00,alb,Kaggle
464,samsung mobile display and universal display announce entry into oled patent license and supplemental material purchase agreements   ,2011-08-23 06:37:00-04:00,alb,Kaggle
465,"gabelli comments on universal display, samsung mobile display",2011-05-13 09:02:00-04:00,alb,Kaggle
466,"verifone, samsung announce global partnership to deliver advanced, android-based mobile point of sale solutions to multi-lane, enterprise retailers",2015-01-10 20:37:00-05:00,alb,Kaggle
467,"pitney bowes reports collaboration with samsung to simplify business shopping with sendpro tablet, no terms disclosed",2019-11-13 10:00:00-05:00,alb,Kaggle
468,"jury finds pendrell patents valid, but samsung, google did not infringe on patents -8-k",2015-09-24 06:12:00-04:00,alb,Kaggle
474,"polypore reports long-term lithium separator supply deal with samsung, co.'s celgard announces patent infringement suit against lg chem",2014-01-30 16:16:00-05:00,alb,Kaggle
475,parkervision shares +108% @$7.41 following announcement of patent license and settlement agreement with samsung,2016-07-18 09:36:00-04:00,alb,Kaggle
476,"parkervision enters into patent license and settlement agreement with samsung, terms not disclosed",2016-07-18 08:01:00-04:00,alb,Kaggle
477,"parkervision institues investigation of unfair trade practices by apple, lg, samsung, and qualcomm",2016-01-19 08:09:00-05:00,alb,Kaggle
478,"update: parkervision complaint identifies apple, lg, samsung, qualcomm as proposed respondents",2015-12-15 16:05:00-05:00,alb,Kaggle
479,parkervision amends patent infringement suit to include samsung,2014-08-21 21:31:00-04:00,alb,Kaggle
480,parkervision names samsung as additional defendant in patent infringement suit,2014-08-21 20:49:00-04:00,alb,Kaggle
481,quanta services selected for construction of a 20 mw utility- scale solar facility by samsung c&t america  ,2011-10-26 06:57:00-04:00,alb,Kaggle
482,samsung securities raises pt on perfect world to $31,2011-05-25 06:46:00-04:00,alb,Kaggle
483,"samsung presents s20 flagship lineup, joins 5g race",2020-02-12 05:44:00-05:00,alb,Kaggle
484,"update: canaccord genuity on qualcomm also notes 'further, we believe the recent apple settlement and samsung and lge renegotiations protect a strong portion of qualcomm's long-term licensing business model during this period of uncertainty'",2019-11-07 11:33:00-05:00,alb,Kaggle
485,"'""we expect apple will likely adopt 5g baseband chips made by qualcomm (focus on mmwave markets) and samsung (focus on sub-6ghz markets) for lowering supply risk, reducing costs and having better bargaining power.""' -tweet from cnbc technology reporter",2019-04-22 09:48:00-04:00,alb,Kaggle
486,qualcomm shares are trading higher following speculation apple will enter the 5g market using qualcomm and samsung chips.,2019-04-22 09:42:00-04:00,alb,Kaggle
488,"samsung reveals foldable smartphone, new s-series lineup: 'a potential problem for apple'",2019-02-21 11:35:00-05:00,alb,Kaggle
489,"apple exec at testimony related to qualcomm trial, says apple considered modem chips from samsung, mediatek, intel for 2019 iphones",2019-01-11 14:27:00-05:00,alb,Kaggle
490,"qualcomm using lower cost licensing model which could help in talks with apple, samsung",2018-05-01 04:46:00-04:00,alb,Kaggle
491,qualcomm on conf. call says it expects declining licensing revenue in q3 due in part to amended samsung agreement,2018-04-25 17:11:00-04:00,alb,Kaggle
492,samsung electronics and qualcomm expand foundry cooperation on euv process technology,2018-02-22 04:01:00-05:00,alb,Kaggle
493,"qualcomm, samsung report expanded strategic partnership",2018-01-31 16:01:00-05:00,alb,Kaggle
494,update: samsung will be withdrawing its interventions in qualcomm's appeal of the kftc decision in the seoul high court.,2018-01-31 16:00:00-05:00,alb,Kaggle
495,"qualcomm, samsung report amendment to long-term cross-license deal",2018-01-31 16:00:00-05:00,alb,Kaggle
496,samsung to sell exynos processors to other smartphone manufacturers -digitimes,2018-01-24 05:03:00-05:00,alb,Kaggle
497,nikkei publishes 'tsmc 'will snatch qualcomm orders from samsung in 2018'',2017-12-21 16:05:00-05:00,alb,Kaggle
498,samsung chip foundry head says plans to triple market share -reuters,2017-07-24 06:29:00-04:00,alb,Kaggle
499,8 things we like about the new samsung galaxy s8,2017-03-31 14:21:00-04:00,alb,Kaggle
500,qualcomm shares quiet as co. issues press release highlighting snapdragon 835 platform will power the gigabit lte on samsung's new galaxy s8,2017-03-29 11:21:00-04:00,alb,Kaggle
501,"qualcomm, samsung partner on 10nm process technology for the latest snapdragon 835 mobile processor",2016-11-17 07:32:00-05:00,alb,Kaggle
505,"report: qualcomm says samsung, not tsm, will be the sole manufacturer of its flagship mobile chip",2016-01-14 10:42:00-05:00,alb,Kaggle
506,qualcomm says samsung to be sole manufacturer for snapdragon 820 chips -reuters,2016-01-14 05:11:00-05:00,alb,Kaggle
507,does samsung's latest warning spell trouble for apple?,2016-01-05 11:02:00-05:00,alb,Kaggle
509,"summit research's srini sundararajan names potential suitors for global-foundries: samsung, tsmc, qualcomm, tsinghua unigroup, or chinese gov't",2015-11-30 07:38:00-05:00,alb,Kaggle
511,samsung to use qualcomm chips for some galaxy s smartphones - south korea's electronic times,2015-10-02 04:28:00-04:00,alb,Kaggle
513,qualcomm in talks to move some chip production from taiwan semiconductor to samsung electronics -nikkei,2015-04-22 13:41:00-04:00,alb,Kaggle
515,qualcomm seeking chip orders from samsung for galaxy note 5 -digitimes,2015-03-24 05:08:00-04:00,alb,Kaggle
516,"samsung dropping qualcomm's chip, shares fall",2015-01-21 09:37:00-05:00,alb,Kaggle
517,qualcomm shares fall 6% premarket on report samsung drops qualcomm chip from new galaxy s phone,2015-01-21 06:29:00-05:00,alb,Kaggle
518,"samsung drops qualcomm chip from next galaxy smartphone, according to sources -bloomberg",2015-01-21 06:16:00-05:00,alb,Kaggle
521,"digitimes reports qualcomm places finfet chip orders with samsung, instead of taiwan semiconductor",2014-07-09 05:49:00-04:00,alb,Kaggle
522,"digitimes reports samsung, globalfoundries team receives 14nm orders from qualcomm, apple",2014-07-01 06:14:00-04:00,alb,Kaggle
523,"qualcomm looks toward samsung-globalfoundries alliance to reduce reliance on taiwan semiconductor for chips, according to sources -digitimes",2013-11-18 06:23:00-05:00,alb,Kaggle
524,"samsung unveils galaxy gear, galaxy note 3 ahead of apple's iphone event (ssnlf)",2013-09-04 17:07:00-04:00,alb,Kaggle
525,"will samsung inspire apple to build a dual-screen iphone? (aapl, ssnlf)",2013-08-06 10:59:00-04:00,alb,Kaggle
526,selloff in qualcomm may be attributed to report of samsung launch of low-end integrated smartphone app processor ,2013-07-18 12:18:00-04:00,alb,Kaggle
529,editor of little bear blog short qualcomm on report of losing samsung as customer,2013-05-30 11:32:00-04:00,alb,Kaggle
532,hearing chatter of samsung - qualcomm bid for amd,2012-08-08 14:32:00-04:00,alb,Kaggle
534,update: williams financial group reiterates hold on qualcomm on samsung 28nm deal  ,2012-07-05 09:42:00-04:00,alb,Kaggle
537,samsung cuts dependence on qualcomm -korea times; positive for silicon motion tech,2012-03-19 15:06:00-04:00,alb,Kaggle
539,qihoo 360 spokesperson says monday's report that content had been removed from samsung app store is 'completely false',2013-10-01 06:22:00-04:00,alb,Kaggle
540,hearing samsung has removed all qihoo content from app stores,2013-09-30 12:15:00-04:00,alb,Kaggle
542,"pacific crest cuts qorvo on apple, samsung and china doldrums",2016-01-08 13:30:00-05:00,alb,Kaggle
544,"resonant shares spike to session high, up 12%, on heavy volume, as traders circulate word co. won samsung galaxy smartphone deal; 'teardown reveals resn filter in third samsung device'",2019-11-01 09:42:00-04:00,alb,Kaggle
545,resonant shares up 5% after needham comment suggesting teardown of samsung's galaxy j2 pro showed duplexer likely designed by co.,2018-04-12 11:21:00-04:00,alb,Kaggle
546,"needham analyst highlights teardown of samsung's galaxy j2 pro, says duplexer likely designed by resonant; reiterates buy rating, $6 price target",2018-04-12 09:40:00-04:00,alb,Kaggle
547,"panasonic, samsung, sony, and xpand 3d join forces in 'full hd 3d glasses initiative'",2011-08-10 09:01:00-04:00,alb,Kaggle
548,red hat and samsung form strategic alliance to deliver the next generation of mobile solutions for the enterprise,2015-06-23 16:00:00-04:00,alb,Kaggle
549,transocean reports has relinquished interests in samsung drillships under construction,2019-09-23 16:18:00-04:00,alb,Kaggle
554,rit technologies trading over 170% higher after partnership with samsung,2011-06-14 10:10:00-04:00,alb,Kaggle
555,samsung fiber optics chooses rit technologies as oem partner ,2011-06-14 07:04:00-04:00,alb,Kaggle
558,"rambus, samsung sign 10-year license agrement",2014-01-06 05:47:00-05:00,alb,Kaggle
559,rambus rumored to have received positive ruling on damages from samsung (rmbs),2011-04-11 10:07:00-04:00,alb,Kaggle
560,samsung electronics agrees to pay $900 million to rambus in claims settlement (rmbs),2010-01-20 09:38:00-05:00,alb,Kaggle
561,rambus gets $700 million settlement from samsung,2010-01-19 18:55:00-05:00,alb,Kaggle
562,"rovi announces renewed, expanded patent license deal with samsung",2014-07-09 08:33:00-04:00,alb,Kaggle
563,update: rovi signs agreement with samsung for use of rovi video discovery patents and technologies,2014-01-08 08:43:00-05:00,alb,Kaggle
564,rovi signs new patent license agreement with samsung for mobile and tablet devices,2014-01-08 08:32:00-05:00,alb,Kaggle
565,rovi and samsung expand relationship with new multi-year divx licensing agreement  ,2011-09-06 06:42:00-04:00,alb,Kaggle
570,silicon image receiver designed into samsung uhd tvs,2014-01-06 17:03:00-05:00,alb,Kaggle
571,silicon image's dual-mode port processors now offer mhl connectivity for samsung smart tvs   ,2011-10-25 16:29:00-04:00,alb,Kaggle
572,"samsung, lg and huawei mulling plans to ramp up in-house production of lte solutions -digitimes",2012-05-25 10:36:00-04:00,alb,Kaggle
574,"six flags, samsung announce renewed collaboration on virtual reality roller coasters",2017-02-08 07:10:00-05:00,alb,Kaggle
576,"sandisk shares trading up $1.68, may be attributed to positive chatter involving samsung",2013-02-15 10:11:00-05:00,alb,Kaggle
577,hearing unconfirmed market chatter of samsung bid for sandisk,2012-12-14 09:43:00-05:00,alb,Kaggle
580,synopsys ic validator certified by samsung foundry for 7nm signoff physical verification,2018-06-14 04:04:00-04:00,alb,Kaggle
581,synopsys selected by samsung sarc as verification solotion,2017-09-05 09:05:00-04:00,alb,Kaggle
582,"synopsys, stmicroelectronics and samsung to collaborate on accelerated adoption of 28-nm fd-soi technolgoies",2014-06-04 09:02:00-04:00,alb,Kaggle
583,shanghai daily reporting sohu to provide video app for all samsung phones in china,2013-04-17 15:25:00-04:00,alb,Kaggle
585,"cyber monday's hottest tech deals: ipod touch, playstation 4 bundle, samsung tv and more",2013-11-30 09:17:00-05:00,alb,Kaggle
586,staples announces availability of samsung galaxy s4,2013-05-08 08:07:00-04:00,alb,Kaggle
590,"stmicro's head of micro-electro mechanical systems at mwc: jv exit doesn't impact wireless, says samsung, apple not worried about exit either",2013-02-26 12:02:00-05:00,alb,Kaggle
